start,end,estimated,cost_usd,service,resource_id
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0055805822,EC2 - Other,arn:aws:ec2:us-west-2:171675361862:snapshot/snap-0e996b7ad4dda2005
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0066957535,EC2 - Other,arn:aws:ec2:us-west-2:171675361862:snapshot/snap-0ee50102fc86b318a
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0088008758,EC2 - Other,arn:aws:ec2:us-west-2:171675361862:snapshot/snap-0ff83cfed371294d7
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-00152cba4d018693c
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-011702c927edd041e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-01231968f6c5e3896
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0143aebc62d373341
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.1481e-06,EC2 - Other,i-018a4be07f5bdfa49
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-01a3abe5ac8f6b4ad
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-01aaf78fc2cf31e81
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-01ca8ad27877dac21
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-01cb8ac3f1d698ff1
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.1278e-06,EC2 - Other,i-02876b4893e5654c2
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-028db1a33e65cbccf
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03261a93d1967cdcd
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-032b460ced1805540
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03685d721dfcc17bf
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03bb8a115af1c1a11
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03c2407b6469f2cc9
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03cd31a7321876f06
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-03d7243b25c11e7fc
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-040e6b146eb03d7a5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0420cc296bbb3ede3
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-043958ce0f94bc552
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0007577899,EC2 - Other,i-0453760b2165bcf38
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-045716ec182c22625
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-04736bcc5923da545
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-047bc30f89963d894
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-04bed4a39e890d73e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.141e-06,EC2 - Other,i-04d3a8c6aae87f818
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0504cae8310bae312
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-053f105e715852211
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-05700a0f5a4e2e20c
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-05aa6cb4b17a03009
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.92e-08,EC2 - Other,i-05de16a24310099c5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-05de2b02daac7a9fc
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-05fd0dbb02233c2fa
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-05fe8b336c2a21516
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-062b70471b26d629b
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-063c11686a45ca8c6
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0652bcb5430cf8981
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0655e1a29634ade1d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-068f2ca46f5ba3e9b
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,7.17e-08,EC2 - Other,i-068f3aad2bedb9fa6
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-069608a57415d8d66
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-06ab916c655723580
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-06b8bf78a9f073be0
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-06f1f8aa1f487f879
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-070e89c353b79aad5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0747d94b7dcf907d3
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-076be6733237ee05e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0777b84d85b44b53f
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,8.20359e-05,EC2 - Other,i-07df3a933e4839f52
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-082e2f22d4f27cbed
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-084c1f60540cff04e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-084e85751a8a0b40e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-085567eb2fdd045d2
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-085d3123e32fd8511
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-08728324bf341a2f9
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-08dbebe21d443d38f
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-08f6a48c657a55a48
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-08fe81ebc71b03171
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,6.4639e-05,EC2 - Other,i-09126000eb19643b0
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-09177a03a83aa1621
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-096ac5a7f491c81a0
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0972556ef159eea26
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0998995839c4f248f
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-099900db610a9f171
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-09af591513e4c2535
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-09bc06431f47c8a5e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-09c47be8660e56806
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-09df26af9b6b76d73
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,1.9856e-06,EC2 - Other,i-09f66b3f11ea42c60
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0a0f1f64193df9d30
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0a53c814ea6a1c89d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0a6ae478eb4d8fc0d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,5.78872e-05,EC2 - Other,i-0a70e6af119b993f3
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0a8fcca0fd1b2e66f
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0aa1a9f2b1f53f543
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ab4ff28f3933edb5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ab7116abc8229a16
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ab9bc7c044e95236
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0abc75fa76db188b9
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0abd3c11993ec5e96
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0af29429692217690
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0002866332,EC2 - Other,i-0b13373722116c733
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0b2396f22dba6d521
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0b3bd4b1dbfb372d3
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0b4e8cbe40ce3ba2a
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,7.65e-08,EC2 - Other,i-0b6713cc15f74d360
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0b6cde14f34ae3c39
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0b8b56f542736a810
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0bbfcf9f67ebd2fb4
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0c2758b0b70d5f155
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0c5e00b4a6c4111a0
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0c8652f8198ada386
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ca14937740579b00
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0002012555,EC2 - Other,i-0cce1c2d935e86786
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ce8ae71217f6acac
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0cfb3124a6e14bde1
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0d17b76901e6cd923
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0d1ee529b1f0e3954
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0d480671d0e0908b5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0d5bfae5da8a88f21
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0d5f088776a174414
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,1.742e-07,EC2 - Other,i-0da4185030bbccc2b
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0dc3eaeea53e815e2
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0dcf9c2a0c60a96b7
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.0933e-06,EC2 - Other,i-0de9e3f8d3208cf03
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e1eebb1b5a512e8e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e276912ed83d9fd3
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e2c2746b229983cb
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e48d56db7f28d8a5
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e4a772d775ad2da4
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e5a48086f7d157ac
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e64da9f9dcfd0ddc
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,4.0291e-06,EC2 - Other,i-0e70fab85d559c615
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0e8b731f287ffb505
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ea5458d67e3f648a
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0ee3b05ff74876b6b
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0f0a622447ec0879a
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0f1c035cff7a345dc
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0f4ad554fb35f152e
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0f4f1f7f87f4e6ae8
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0f6b18589da8b738c
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0faea82bb0dd57be4
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0fbb10708b89185cb
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,6.43e-08,EC2 - Other,i-0fbe4995bfd329971
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0,EC2 - Other,i-0fe08fde87b120cbd
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0774193536,EC2 - Other,vol-0054217b60d3a15d8
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0094341398,EC2 - Other,vol-005ce2d6f9cb27370
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0013561828,EC2 - Other,vol-0060aff2f018e1c92
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0014327957,EC2 - Other,vol-00632cced7ab94b09
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0512755379,EC2 - Other,vol-0072eff02f2539a55
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0048387097,EC2 - Other,vol-0090badc140886367
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.8670967752,EC2 - Other,vol-00cbb7ba932dbd3a4
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0014569892,EC2 - Other,vol-00ebc6e5e9c8d797d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0033360215,EC2 - Other,vol-012764dd465f7ef4d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.8670967752,EC2 - Other,vol-014b3f723fb89dc63
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0030645161,EC2 - Other,vol-014e8c15e697f9852
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0012271505,EC2 - Other,vol-0159da207befa8f9b
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0053145161,EC2 - Other,vol-015f45d1a088a6d75
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.7754674133,EC2 - Other,vol-016ca8b53c29857d9
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0014462366,EC2 - Other,vol-019b4fa850499aa5d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.001516129,EC2 - Other,vol-01f94729d23fc0931
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0013333333,EC2 - Other,vol-01f9ab88002832d33
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0048387097,EC2 - Other,vol-022e2119f34825822
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0085658602,EC2 - Other,vol-026a8607624fc49ce
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0190013442,EC2 - Other,vol-02be887f9fbc1569d
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0516129024,EC2 - Other,vol-02caa6b741e86c280
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.002844086,EC2 - Other,vol-02f8f24171da30e50
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0008037634,EC2 - Other,vol-030b7e32e32e02530
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0126061828,EC2 - Other,vol-0310e68b61a3dfe17
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0136276882,EC2 - Other,vol-0364bf688df04f45c
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0022862903,EC2 - Other,vol-038bc9fade46d6d41
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0143884409,EC2 - Other,vol-0390a079dc4e57d93
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.8670967752,EC2 - Other,vol-0392bc7824a1e81e8
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0027365591,EC2 - Other,vol-03da9b712dab6dbd0
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0015147849,EC2 - Other,vol-03e91bf02096ef1fe
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0125564517,EC2 - Other,vol-04034e79a94abf863
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,1.0864516128,EC2 - Other,vol-042a5f5daead20490
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0031518817,EC2 - Other,vol-043373f13ac029b35
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0153252689,EC2 - Other,vol-04417164e6c1601db
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.8670967752,EC2 - Other,vol-04646998d6f1fd325
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0022553763,EC2 - Other,vol-048626ad2e094615a
2026-07-01T00:00:00Z,2026-07-02T00:00:00Z,True,0.0079650538,EC2 - Other,vol-04a503b2b591a2d58
