sample_slice_start,event_time,event_name,principal_arn,user_name,access_key_suffix,source_ip,user_agent,start_date,end_date,granularity,metric,group_one_type,group_one_key,group_two_type,group_two_key
2026-07-01T00:00:00Z,2026-07-01T05:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T00:00:00Z,2026-07-01T05:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:18Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:57:18Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:23Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T06:00:00Z,2026-07-01T11:45:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:59:49Z,GetCostAndUsage,arn:aws:iam::108782052779:user/jameson-tmp,jameson-tmp,UN4,96.224.65.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:22Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:21Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:21Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:21Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:21Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:20Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:57:19Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,32.194.124.0,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1019-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/Z,n,b,D cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:45:25Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
2026-07-01T12:00:00Z,2026-07-01T17:45:25Z,GetCostAndUsage,arn:aws:iam::108782052779:user/daylily-service,daylily-service,B64,3.233.72.115,"Boto3/1.43.15 md/Botocore#1.43.15 ua/2.1 os/linux#6.17.0-1017-aws md/arch#x86_64 lang/python#3.12.13 md/pyimpl#CPython m/D,Z,n,b cfg/retry-mode#legacy Botocore/1.43.15",,,,,,,,
