chrom	length	bases	mean	min	max
chr3_GL000221v1_random_region	155397	12940788	83.28	0	226
chr4_GL000008v2_random	209709	19180421	91.46	1	2969
chr4_GL000008v2_random_region	209709	19180421	91.46	1	2969
chr5_GL000208v1_random	92689	6490838	70.03	0	871
chr5_GL000208v1_random_region	92689	6490838	70.03	0	871
chr9_KI270717v1_random	40062	1396167	34.85	0	90
chr9_KI270717v1_random_region	40062	1396167	34.85	0	90
chr9_KI270718v1_random	38054	2570726	67.55	0	512
chr9_KI270718v1_random_region	38054	2570726	67.55	0	512
chr9_KI270719v1_random	176845	14301118	80.87	0	493
chr9_KI270719v1_random_region	176845	14301118	80.87	0	493
chr9_KI270720v1_random	39050	2959957	75.80	4	297
chr9_KI270720v1_random_region	39050	2959957	75.80	4	297
chr11_KI270721v1_random	100316	1553504	15.49	0	66
chr11_KI270721v1_random_region	100316	1553504	15.49	0	66
chr14_GL000009v2_random	201709	23963099	118.80	1	336
chr14_GL000009v2_random_region	201709	23963099	118.80	1	336
chr14_GL000225v1_random	211173	91792788	434.68	0	19833
chr14_GL000225v1_random_region	211173	91792788	434.68	0	19833
chr14_KI270722v1_random	194050	7901193	40.72	0	146
chr14_KI270722v1_random_region	194050	7901193	40.72	0	146
chr14_GL000194v1_random	191469	24591034	128.43	0	358
chr14_GL000194v1_random_region	191469	24591034	128.43	0	358
chr14_KI270723v1_random	38115	5346564	140.27	2	3059
chr14_KI270723v1_random_region	38115	5346564	140.27	2	3059
chr14_KI270724v1_random	39555	4340097	109.72	2	2487
chr14_KI270724v1_random_region	39555	4340097	109.72	2	2487
chr14_KI270725v1_random	172810	9738087	56.35	0	241
chr14_KI270725v1_random_region	172810	9738087	56.35	0	241
chr14_KI270726v1_random	43739	4730	0.11	0	4
chr14_KI270726v1_random_region	43739	4730	0.11	0	4
chr15_KI270727v1_random	448248	6016247	13.42	0	124
chr15_KI270727v1_random_region	448248	6016247	13.42	0	124
chr16_KI270728v1_random	1872759	38963694	20.81	0	1063
chr16_KI270728v1_random_region	1872759	38963694	20.81	0	1063
chr17_GL000205v2_random	185591	16345792	88.07	0	531
chr17_GL000205v2_random_region	185591	16345792	88.07	0	531
chr17_KI270729v1_random	280839	63401226	225.76	0	138744
chr17_KI270729v1_random_region	280839	63401226	225.76	0	138744
chr17_KI270730v1_random	112551	10294815	91.47	0	2321
chr17_KI270730v1_random_region	112551	10294815	91.47	0	2321
chr22_KI270731v1_random	150754	8379041	55.58	0	3714
chr22_KI270731v1_random_region	150754	8379041	55.58	0	3714
chr22_KI270732v1_random	41543	6432523	154.84	2	328
chr22_KI270732v1_random_region	41543	6432523	154.84	2	328
chr22_KI270733v1_random	179772	143748819	799.62	0	7760
chr22_KI270733v1_random_region	179772	143748819	799.62	0	7760
chr22_KI270734v1_random	165050	14517649	87.96	0	18805
chr22_KI270734v1_random_region	165050	14517649	87.96	0	18805
chr22_KI270735v1_random	42811	11593680	270.81	32	14937
chr22_KI270735v1_random_region	42811	11593680	270.81	32	14937
chr22_KI270736v1_random	181920	19256367	105.85	0	4767
chr22_KI270736v1_random_region	181920	19256367	105.85	0	4767
chr22_KI270737v1_random	103838	6552137	63.10	0	12886
chr22_KI270737v1_random_region	103838	6552137	63.10	0	12886
chr22_KI270738v1_random	99375	4984543	50.16	0	248
chr22_KI270738v1_random_region	99375	4984543	50.16	0	248
chr22_KI270739v1_random	73985	1601433	21.65	0	85
chr22_KI270739v1_random_region	73985	1601433	21.65	0	85
chrY_KI270740v1_random	37240	745366	20.02	0	73
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	120243	52.88	0	182
chrUn_KI270302v1_region	2274	120243	52.88	0	182
chrUn_KI270304v1	2165	52434	24.22	0	76
chrUn_KI270304v1_region	2165	52434	24.22	0	76
chrUn_KI270303v1	1942	297396	153.14	0	894
chrUn_KI270303v1_region	1942	297396	153.14	0	894
chrUn_KI270305v1	1472	115613	78.54	0	224
chrUn_KI270305v1_region	1472	115613	78.54	0	224
chrUn_KI270322v1	21476	653625	30.44	0	664
chrUn_KI270322v1_region	21476	653625	30.44	0	664
chrUn_KI270320v1	4416	1201277	272.03	0	795
chrUn_KI270320v1_region	4416	1201277	272.03	0	795
chrUn_KI270310v1	1201	427465	355.92	0	1354
chrUn_KI270310v1_region	1201	427465	355.92	0	1354
chrUn_KI270316v1	1444	34419	23.84	0	105
chrUn_KI270316v1_region	1444	34419	23.84	0	105
chrUn_KI270315v1	2276	119505	52.51	0	254
chrUn_KI270315v1_region	2276	119505	52.51	0	254
chrUn_KI270312v1	998	53754	53.86	0	165
chrUn_KI270312v1_region	998	53754	53.86	0	165
chrUn_KI270311v1	12399	418531	33.76	0	779
chrUn_KI270311v1_region	12399	418531	33.76	0	779
chrUn_KI270317v1	37690	144297	3.83	0	479
chrUn_KI270317v1_region	37690	144297	3.83	0	479
chrUn_KI270412v1	1179	70933	60.16	1	174
chrUn_KI270412v1_region	1179	70933	60.16	1	174
chrUn_KI270411v1	2646	320322	121.06	0	457
chrUn_KI270411v1_region	2646	320322	121.06	0	457
chrUn_KI270414v1	2489	71993	28.92	0	147
chrUn_KI270414v1_region	2489	71993	28.92	0	147
chrUn_KI270419v1	1029	46195	44.89	0	97
chrUn_KI270419v1_region	1029	46195	44.89	0	97
chrUn_KI270418v1	2145	109428	51.02	0	96
chrUn_KI270418v1_region	2145	109428	51.02	0	96
chrUn_KI270420v1	2321	252262	108.69	1	197
chrUn_KI270420v1_region	2321	252262	108.69	1	197
chrUn_KI270424v1	2140	36515	17.06	0	49
chrUn_KI270424v1_region	2140	36515	17.06	0	49
chrUn_KI270422v1	1445	286960	198.59	9	316
chrUn_KI270422v1_region	1445	286960	198.59	9	316
chrUn_KI270423v1	981	102709	104.70	0	248
chrUn_KI270423v1_region	981	102709	104.70	0	248
chrUn_KI270425v1	1884	17288	9.18	0	43
chrUn_KI270425v1_region	1884	17288	9.18	0	43
chrUn_KI270429v1	1361	243321	178.78	0	257
chrUn_KI270429v1_region	1361	243321	178.78	0	257
chrUn_KI270442v1	392061	51242174	130.70	0	17114
chrUn_KI270442v1_region	392061	51242174	130.70	0	17114
chrUn_KI270466v1	1233	11970629	9708.54	233	21572
chrUn_KI270466v1_region	1233	11970629	9708.54	233	21572
chrUn_KI270465v1	1774	515131	290.38	1	889
chrUn_KI270465v1_region	1774	515131	290.38	1	889
chrUn_KI270467v1	3920	31147753	7945.86	5	26950
chrUn_KI270467v1_region	3920	31147753	7945.86	5	26950
chrUn_KI270435v1	92983	9113975	98.02	0	5159
chrUn_KI270435v1_region	92983	9113975	98.02	0	5159
chrUn_KI270438v1	112505	134035782	1191.38	0	44749
chrUn_KI270438v1_region	112505	134035782	1191.38	0	44749
chrUn_KI270468v1	4055	338823	83.56	4	118
chrUn_KI270468v1_region	4055	338823	83.56	4	118
chrUn_KI270510v1	2415	481878	199.54	16	410
chrUn_KI270510v1_region	2415	481878	199.54	16	410
chrUn_KI270509v1	2318	454814	196.21	11	301
chrUn_KI270509v1_region	2318	454814	196.21	11	301
chrUn_KI270518v1	2186	422338	193.20	2	350
chrUn_KI270518v1_region	2186	422338	193.20	2	350
chrUn_KI270508v1	1951	534647	274.04	1	346
chrUn_KI270508v1_region	1951	534647	274.04	1	346
chrUn_KI270516v1	1300	272985	209.99	11	439
chrUn_KI270516v1_region	1300	272985	209.99	11	439
chrUn_KI270512v1	22689	2179134	96.04	0	1056
chrUn_KI270512v1_region	22689	2179134	96.04	0	1056
chrUn_KI270519v1	138126	15199712	110.04	0	2091
chrUn_KI270519v1_region	138126	15199712	110.04	0	2091
chrUn_KI270522v1	5674	51467	9.07	0	63
chrUn_KI270522v1_region	5674	51467	9.07	0	63
chrUn_KI270511v1	8127	665313	81.86	0	213
chrUn_KI270511v1_region	8127	665313	81.86	0	213
chrUn_KI270515v1	6361	1347411	211.82	0	507
chrUn_KI270515v1_region	6361	1347411	211.82	0	507
chrUn_KI270507v1	5353	895134	167.22	6	326
chrUn_KI270507v1_region	5353	895134	167.22	6	326
chrUn_KI270517v1	3253	683916	210.24	4	341
chrUn_KI270517v1_region	3253	683916	210.24	4	341
chrUn_KI270529v1	1899	94957	50.00	2	115
chrUn_KI270529v1_region	1899	94957	50.00	2	115
chrUn_KI270528v1	2983	74170	24.86	0	49
chrUn_KI270528v1_region	2983	74170	24.86	0	49
chrUn_KI270530v1	2168	40886	18.86	0	48
chrUn_KI270530v1_region	2168	40886	18.86	0	48
chrUn_KI270539v1	993	15749	15.86	0	40
chrUn_KI270539v1_region	993	15749	15.86	0	40
chrUn_KI270538v1	91309	8756128	95.90	0	1390
chrUn_KI270538v1_region	91309	8756128	95.90	0	1390
chrUn_KI270544v1	1202	245503	204.25	0	580
chrUn_KI270544v1_region	1202	245503	204.25	0	580
chrUn_KI270548v1	1599	25548	15.98	0	34
chrUn_KI270548v1_region	1599	25548	15.98	0	34
chrUn_KI270583v1	1400	240479	171.77	0	229
chrUn_KI270583v1_region	1400	240479	171.77	0	229
chrUn_KI270587v1	2969	585358	197.16	0	290
chrUn_KI270587v1_region	2969	585358	197.16	0	290
chrUn_KI270580v1	1553	265082	170.69	0	259
chrUn_KI270580v1_region	1553	265082	170.69	0	259
chrUn_KI270581v1	7046	390918	55.48	0	176
chrUn_KI270581v1_region	7046	390918	55.48	0	176
chrUn_KI270579v1	31033	1395936	44.98	0	174
chrUn_KI270579v1_region	31033	1395936	44.98	0	174
chrUn_KI270589v1	44474	4373429	98.34	0	1568
chrUn_KI270589v1_region	44474	4373429	98.34	0	1568
chrUn_KI270590v1	4685	1270684	271.22	0	732
chrUn_KI270590v1_region	4685	1270684	271.22	0	732
chrUn_KI270584v1	4513	810732	179.64	33	300
chrUn_KI270584v1_region	4513	810732	179.64	33	300
chrUn_KI270582v1	6504	458539	70.50	0	167
chrUn_KI270582v1_region	6504	458539	70.50	0	167
chrUn_KI270588v1	6158	1054832	171.29	0	331
chrUn_KI270588v1_region	6158	1054832	171.29	0	331
chrUn_KI270593v1	3041	367598	120.88	3	186
chrUn_KI270593v1_region	3041	367598	120.88	3	186
chrUn_KI270591v1	5796	1639517	282.87	0	1141
chrUn_KI270591v1_region	5796	1639517	282.87	0	1141
chrUn_KI270330v1	1652	784542	474.90	0	1402
chrUn_KI270330v1_region	1652	784542	474.90	0	1402
chrUn_KI270329v1	1040	42635	41.00	0	79
chrUn_KI270329v1_region	1040	42635	41.00	0	79
chrUn_KI270334v1	1368	25624	18.73	0	42
chrUn_KI270334v1_region	1368	25624	18.73	0	42
chrUn_KI270333v1	2699	7128777	2641.27	22	11498
chrUn_KI270333v1_region	2699	7128777	2641.27	22	11498
chrUn_KI270335v1	1048	25032	23.89	0	46
chrUn_KI270335v1_region	1048	25032	23.89	0	46
chrUn_KI270338v1	1428	26758	18.74	0	39
chrUn_KI270338v1_region	1428	26758	18.74	0	39
chrUn_KI270340v1	1428	42038	29.44	0	52
chrUn_KI270340v1_region	1428	42038	29.44	0	52
chrUn_KI270336v1	1026	1366660	1332.03	42	3555
chrUn_KI270336v1_region	1026	1366660	1332.03	42	3555
chrUn_KI270337v1	1121	6514594	5811.41	8	20580
chrUn_KI270337v1_region	1121	6514594	5811.41	8	20580
chrUn_KI270363v1	1803	80107	44.43	0	89
chrUn_KI270363v1_region	1803	80107	44.43	0	89
chrUn_KI270364v1	2855	89436	31.33	0	84
chrUn_KI270364v1_region	2855	89436	31.33	0	84
chrUn_KI270362v1	3530	164045	46.47	0	89
chrUn_KI270362v1_region	3530	164045	46.47	0	89
chrUn_KI270366v1	8320	355657	42.75	0	116
chrUn_KI270366v1_region	8320	355657	42.75	0	116
chrUn_KI270379v1	1045	16138	15.44	0	24
chrUn_KI270379v1_region	1045	16138	15.44	0	24
chrUn_KI270389v1	1298	11614	8.95	0	25
chrUn_KI270389v1_region	1298	11614	8.95	0	25
chrUn_KI270390v1	2387	5711	2.39	0	12
chrUn_KI270390v1_region	2387	5711	2.39	0	12
chrUn_KI270387v1	1537	31430	20.45	0	47
chrUn_KI270387v1_region	1537	31430	20.45	0	47
chrUn_KI270395v1	1143	100202	87.67	0	204
chrUn_KI270395v1_region	1143	100202	87.67	0	204
chrUn_KI270396v1	1880	15082	8.02	0	44
chrUn_KI270396v1_region	1880	15082	8.02	0	44
chrUn_KI270388v1	1216	1242	1.02	0	5
chrUn_KI270388v1_region	1216	1242	1.02	0	5
chrUn_KI270394v1	970	5741	5.92	0	18
chrUn_KI270394v1_region	970	5741	5.92	0	18
chrUn_KI270386v1	1788	61850	34.59	0	65
chrUn_KI270386v1_region	1788	61850	34.59	0	65
chrUn_KI270391v1	1484	3522	2.37	0	9
chrUn_KI270391v1_region	1484	3522	2.37	0	9
chrUn_KI270383v1	1750	27329	15.62	0	36
chrUn_KI270383v1_region	1750	27329	15.62	0	36
chrUn_KI270393v1	1308	3766	2.88	0	9
chrUn_KI270393v1_region	1308	3766	2.88	0	9
chrUn_KI270384v1	1658	11967	7.22	0	50
chrUn_KI270384v1_region	1658	11967	7.22	0	50
chrUn_KI270392v1	971	41718	42.96	0	90
chrUn_KI270392v1_region	971	41718	42.96	0	90
chrUn_KI270381v1	1930	42819	22.19	0	46
chrUn_KI270381v1_region	1930	42819	22.19	0	46
chrUn_KI270385v1	990	5282	5.34	0	24
chrUn_KI270385v1_region	990	5282	5.34	0	24
chrUn_KI270382v1	4215	63629	15.10	0	55
chrUn_KI270382v1_region	4215	63629	15.10	0	55
chrUn_KI270376v1	1136	15879	13.98	0	26
chrUn_KI270376v1_region	1136	15879	13.98	0	26
chrUn_KI270374v1	2656	72033	27.12	0	89
chrUn_KI270374v1_region	2656	72033	27.12	0	89
chrUn_KI270372v1	1650	28889	17.51	0	36
chrUn_KI270372v1_region	1650	28889	17.51	0	36
chrUn_KI270373v1	1451	19106	13.17	0	25
chrUn_KI270373v1_region	1451	19106	13.17	0	25
chrUn_KI270375v1	2378	64477	27.11	0	67
chrUn_KI270375v1_region	2378	64477	27.11	0	67
chrUn_KI270371v1	2805	49732	17.73	0	37
chrUn_KI270371v1_region	2805	49732	17.73	0	37
chrUn_KI270448v1	7992	626484	78.39	4	122
chrUn_KI270448v1_region	7992	626484	78.39	4	122
chrUn_KI270521v1	7642	371902	48.67	0	127
chrUn_KI270521v1_region	7642	371902	48.67	0	127
chrUn_GL000195v1	182896	14973751	81.87	0	274
chrUn_GL000195v1_region	182896	14973751	81.87	0	274
chrUn_GL000219v1	179198	11701258	65.30	0	716
chrUn_GL000219v1_region	179198	11701258	65.30	0	716
chrUn_GL000220v1	161802	137001094	846.72	0	7068
chrUn_GL000220v1_region	161802	137001094	846.72	0	7068
chrUn_GL000224v1	179693	41321966	229.96	0	4151
chrUn_GL000224v1_region	179693	41321966	229.96	0	4151
chrUn_KI270741v1	157432	4982123	31.65	0	150
chrUn_KI270741v1_region	157432	4982123	31.65	0	150
chrUn_GL000226v1	15008	27224716	1814.01	3	5415
chrUn_GL000226v1_region	15008	27224716	1814.01	3	5415
chrUn_GL000213v1	164239	2989544	18.20	0	49
chrUn_GL000213v1_region	164239	2989544	18.20	0	49
chrUn_KI270743v1	210658	17312869	82.18	0	411
chrUn_KI270743v1_region	210658	17312869	82.18	0	411
chrUn_KI270744v1	168472	36424754	216.21	0	9291
chrUn_KI270744v1_region	168472	36424754	216.21	0	9291
chrUn_KI270745v1	41891	1531178	36.55	0	101
chrUn_KI270745v1_region	41891	1531178	36.55	0	101
chrUn_KI270746v1	66486	9222114	138.71	0	264
chrUn_KI270746v1_region	66486	9222114	138.71	0	264
chrUn_KI270747v1	198735	4955671	24.94	0	162
chrUn_KI270747v1_region	198735	4955671	24.94	0	162
chrUn_KI270748v1	93321	2073415	22.22	0	178
chrUn_KI270748v1_region	93321	2073415	22.22	0	178
chrUn_KI270749v1	158759	10204600	64.28	0	217
chrUn_KI270749v1_region	158759	10204600	64.28	0	217
chrUn_KI270750v1	148850	7989755	53.68	0	257
chrUn_KI270750v1_region	148850	7989755	53.68	0	257
chrUn_KI270751v1	150742	19606260	130.07	0	1344
chrUn_KI270751v1_region	150742	19606260	130.07	0	1344
chrUn_KI270753v1	62944	4479878	71.17	0	270
chrUn_KI270753v1_region	62944	4479878	71.17	0	270
chrUn_KI270754v1	40191	7840892	195.09	0	1319
chrUn_KI270754v1_region	40191	7840892	195.09	0	1319
chrUn_KI270755v1	36723	1049706	28.58	0	84
chrUn_KI270755v1_region	36723	1049706	28.58	0	84
chrUn_KI270756v1	79590	3545007	44.54	0	1043
chrUn_KI270756v1_region	79590	3545007	44.54	0	1043
chrUn_KI270757v1	71251	10675941	149.84	0	4262
chrUn_KI270757v1_region	71251	10675941	149.84	0	4262
chrUn_GL000214v1	137718	25864756	187.81	0	2852
chrUn_GL000214v1_region	137718	25864756	187.81	0	2852
chrUn_KI270742v1	186739	23977968	128.40	2	420
chrUn_KI270742v1_region	186739	23977968	128.40	2	420
chrUn_GL000216v2	176608	52135569	295.21	0	24708
chrUn_GL000216v2_region	176608	52135569	295.21	0	24708
chrUn_GL000218v1	161147	14589184	90.53	3	301
chrUn_GL000218v1_region	161147	14589184	90.53	3	301
chrEBV	171823	23682533	137.83	0	1868
chrEBV_region	171823	23682533	137.83	0	1868
total	3099891705	26477185702	8.54	0	524711
total_region	2889670578	24749089435	8.56	0	524711
