chrom	length	bases	mean	min	max
chrY	57227415	113398419	1.98	0	8868
chrY_region	0	0	0.00	0	0
chrM	16569	42869635	2587.34	0	3154
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	1214328	6.94	0	69
chr1_KI270706v1_random_region	175055	1214328	6.94	0	69
chr1_KI270707v1_random	32032	209933	6.55	0	20
chr1_KI270707v1_random_region	32032	209933	6.55	0	20
chr1_KI270708v1_random	127682	464694	3.64	0	28
chr1_KI270708v1_random_region	127682	464694	3.64	0	28
chr1_KI270709v1_random	66860	7545330	112.85	0	1697
chr1_KI270709v1_random_region	66860	7545330	112.85	0	1697
chr1_KI270710v1_random	40176	288126	7.17	0	29
chr1_KI270710v1_random_region	40176	288126	7.17	0	29
chr1_KI270711v1_random	42210	511545	12.12	0	54
chr1_KI270711v1_random_region	42210	511545	12.12	0	54
chr1_KI270712v1_random	176043	804559	4.57	0	99
chr1_KI270712v1_random_region	176043	804559	4.57	0	99
chr1_KI270713v1_random	40745	418544	10.27	0	32
chr1_KI270713v1_random_region	40745	418544	10.27	0	32
chr1_KI270714v1_random	41717	237630	5.70	0	17
chr1_KI270714v1_random_region	41717	237630	5.70	0	17
chr2_KI270715v1_random	161471	928753	5.75	0	52
chr2_KI270715v1_random_region	161471	928753	5.75	0	52
chr2_KI270716v1_random	153799	694618	4.52	0	73
chr2_KI270716v1_random_region	153799	694618	4.52	0	73
chr3_GL000221v1_random	155397	1784312	11.48	0	39
chr3_GL000221v1_random_region	155397	1784312	11.48	0	39
chr4_GL000008v2_random	209709	2542993	12.13	0	391
chr4_GL000008v2_random_region	209709	2542993	12.13	0	391
chr5_GL000208v1_random	92689	922410	9.95	0	74
chr5_GL000208v1_random_region	92689	922410	9.95	0	74
chr9_KI270717v1_random	40062	164515	4.11	0	14
chr9_KI270717v1_random_region	40062	164515	4.11	0	14
chr9_KI270718v1_random	38054	305834	8.04	0	62
chr9_KI270718v1_random_region	38054	305834	8.04	0	62
chr9_KI270719v1_random	176845	1729523	9.78	0	78
chr9_KI270719v1_random_region	176845	1729523	9.78	0	78
chr9_KI270720v1_random	39050	342190	8.76	0	34
chr9_KI270720v1_random_region	39050	342190	8.76	0	34
chr11_KI270721v1_random	100316	342923	3.42	0	13
chr11_KI270721v1_random_region	100316	342923	3.42	0	13
chr14_GL000009v2_random	201709	3287444	16.30	0	51
chr14_GL000009v2_random_region	201709	3287444	16.30	0	51
chr14_GL000225v1_random	211173	11423278	54.09	0	2406
chr14_GL000225v1_random_region	211173	11423278	54.09	0	2406
chr14_KI270722v1_random	194050	1045448	5.39	0	31
chr14_KI270722v1_random_region	194050	1045448	5.39	0	31
chr14_GL000194v1_random	191469	3130918	16.35	0	49
chr14_GL000194v1_random_region	191469	3130918	16.35	0	49
chr14_KI270723v1_random	38115	684678	17.96	0	353
chr14_KI270723v1_random_region	38115	684678	17.96	0	353
chr14_KI270724v1_random	39555	552043	13.96	0	292
chr14_KI270724v1_random_region	39555	552043	13.96	0	292
chr14_KI270725v1_random	172810	1256238	7.27	0	42
chr14_KI270725v1_random_region	172810	1256238	7.27	0	42
chr14_KI270726v1_random	43739	447	0.01	0	2
chr14_KI270726v1_random_region	43739	447	0.01	0	2
chr15_KI270727v1_random	448248	762814	1.70	0	17
chr15_KI270727v1_random_region	448248	762814	1.70	0	17
chr16_KI270728v1_random	1872759	5080171	2.71	0	105
chr16_KI270728v1_random_region	1872759	5080171	2.71	0	105
chr17_GL000205v2_random	185591	2541975	13.70	0	130
chr17_GL000205v2_random_region	185591	2541975	13.70	0	130
chr17_KI270729v1_random	280839	8676756	30.90	0	23264
chr17_KI270729v1_random_region	280839	8676756	30.90	0	23264
chr17_KI270730v1_random	112551	1244199	11.05	0	300
chr17_KI270730v1_random_region	112551	1244199	11.05	0	300
chr22_KI270731v1_random	150754	950125	6.30	0	552
chr22_KI270731v1_random_region	150754	950125	6.30	0	552
chr22_KI270732v1_random	41543	761931	18.34	0	48
chr22_KI270732v1_random_region	41543	761931	18.34	0	48
chr22_KI270733v1_random	179772	17373947	96.64	0	1066
chr22_KI270733v1_random_region	179772	17373947	96.64	0	1066
chr22_KI270734v1_random	165050	2153280	13.05	0	3451
chr22_KI270734v1_random_region	165050	2153280	13.05	0	3451
chr22_KI270735v1_random	42811	1384782	32.35	2	1975
chr22_KI270735v1_random_region	42811	1384782	32.35	2	1975
chr22_KI270736v1_random	181920	2618294	14.39	0	608
chr22_KI270736v1_random_region	181920	2618294	14.39	0	608
chr22_KI270737v1_random	103838	791694	7.62	0	1536
chr22_KI270737v1_random_region	103838	791694	7.62	0	1536
chr22_KI270738v1_random	99375	674427	6.79	0	29
chr22_KI270738v1_random_region	99375	674427	6.79	0	29
chr22_KI270739v1_random	73985	213453	2.89	0	16
chr22_KI270739v1_random_region	73985	213453	2.89	0	16
chrY_KI270740v1_random	37240	89751	2.41	0	12
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	8895	3.91	0	13
chrUn_KI270302v1_region	2274	8895	3.91	0	13
chrUn_KI270304v1	2165	6404	2.96	0	14
chrUn_KI270304v1_region	2165	6404	2.96	0	14
chrUn_KI270303v1	1942	35965	18.52	0	110
chrUn_KI270303v1_region	1942	35965	18.52	0	110
chrUn_KI270305v1	1472	12411	8.43	0	30
chrUn_KI270305v1_region	1472	12411	8.43	0	30
chrUn_KI270322v1	21476	42055	1.96	0	36
chrUn_KI270322v1_region	21476	42055	1.96	0	36
chrUn_KI270320v1	4416	144035	32.62	0	76
chrUn_KI270320v1_region	4416	144035	32.62	0	76
chrUn_KI270310v1	1201	56612	47.14	0	180
chrUn_KI270310v1_region	1201	56612	47.14	0	180
chrUn_KI270316v1	1444	3925	2.72	0	12
chrUn_KI270316v1_region	1444	3925	2.72	0	12
chrUn_KI270315v1	2276	13721	6.03	0	29
chrUn_KI270315v1_region	2276	13721	6.03	0	29
chrUn_KI270312v1	998	7092	7.11	0	19
chrUn_KI270312v1_region	998	7092	7.11	0	19
chrUn_KI270311v1	12399	57717	4.65	0	93
chrUn_KI270311v1_region	12399	57717	4.65	0	93
chrUn_KI270317v1	37690	16245	0.43	0	54
chrUn_KI270317v1_region	37690	16245	0.43	0	54
chrUn_KI270412v1	1179	8151	6.91	0	19
chrUn_KI270412v1_region	1179	8151	6.91	0	19
chrUn_KI270411v1	2646	38036	14.37	0	61
chrUn_KI270411v1_region	2646	38036	14.37	0	61
chrUn_KI270414v1	2489	7051	2.83	0	14
chrUn_KI270414v1_region	2489	7051	2.83	0	14
chrUn_KI270419v1	1029	3888	3.78	0	10
chrUn_KI270419v1_region	1029	3888	3.78	0	10
chrUn_KI270418v1	2145	11401	5.32	0	12
chrUn_KI270418v1_region	2145	11401	5.32	0	12
chrUn_KI270420v1	2321	19663	8.47	0	19
chrUn_KI270420v1_region	2321	19663	8.47	0	19
chrUn_KI270424v1	2140	3745	1.75	0	7
chrUn_KI270424v1_region	2140	3745	1.75	0	7
chrUn_KI270417v1	2043	14907	7.30	2	14
chrUn_KI270417v1_region	2043	14907	7.30	2	14
chrUn_KI270422v1	1445	29994	20.76	2	38
chrUn_KI270422v1_region	1445	29994	20.76	2	38
chrUn_KI270423v1	981	8669	8.84	0	21
chrUn_KI270423v1_region	981	8669	8.84	0	21
chrUn_KI270425v1	1884	1957	1.04	0	7
chrUn_KI270425v1_region	1884	1957	1.04	0	7
chrUn_KI270429v1	1361	27460	20.18	0	39
chrUn_KI270429v1_region	1361	27460	20.18	0	39
chrUn_KI270442v1	392061	6663971	17.00	0	2026
chrUn_KI270442v1_region	392061	6663971	17.00	0	2026
chrUn_KI270466v1	1233	1510309	1224.91	25	2833
chrUn_KI270466v1_region	1233	1510309	1224.91	25	2833
chrUn_KI270465v1	1774	49374	27.83	0	97
chrUn_KI270465v1_region	1774	49374	27.83	0	97
chrUn_KI270467v1	3920	3644570	929.74	0	3539
chrUn_KI270467v1_region	3920	3644570	929.74	0	3539
chrUn_KI270435v1	92983	1086147	11.68	0	607
chrUn_KI270435v1_region	92983	1086147	11.68	0	607
chrUn_KI270438v1	112505	17951874	159.57	0	6177
chrUn_KI270438v1_region	112505	17951874	159.57	0	6177
chrUn_KI270468v1	4055	42155	10.40	0	22
chrUn_KI270468v1_region	4055	42155	10.40	0	22
chrUn_KI270510v1	2415	60853	25.20	2	58
chrUn_KI270510v1_region	2415	60853	25.20	2	58
chrUn_KI270509v1	2318	56237	24.26	1	39
chrUn_KI270509v1_region	2318	56237	24.26	1	39
chrUn_KI270518v1	2186	51671	23.64	0	48
chrUn_KI270518v1_region	2186	51671	23.64	0	48
chrUn_KI270508v1	1951	66181	33.92	0	53
chrUn_KI270508v1_region	1951	66181	33.92	0	53
chrUn_KI270516v1	1300	33052	25.42	2	58
chrUn_KI270516v1_region	1300	33052	25.42	2	58
chrUn_KI270512v1	22689	262337	11.56	0	155
chrUn_KI270512v1_region	22689	262337	11.56	0	155
chrUn_KI270519v1	138126	1757403	12.72	0	274
chrUn_KI270519v1_region	138126	1757403	12.72	0	274
chrUn_KI270522v1	5674	29691	5.23	0	22
chrUn_KI270522v1_region	5674	29691	5.23	0	22
chrUn_KI270511v1	8127	80873	9.95	0	25
chrUn_KI270511v1_region	8127	80873	9.95	0	25
chrUn_KI270515v1	6361	139521	21.93	0	58
chrUn_KI270515v1_region	6361	139521	21.93	0	58
chrUn_KI270507v1	5353	102440	19.14	0	41
chrUn_KI270507v1_region	5353	102440	19.14	0	41
chrUn_KI270517v1	3253	88999	27.36	1	51
chrUn_KI270517v1_region	3253	88999	27.36	1	51
chrUn_KI270529v1	1899	12289	6.47	0	17
chrUn_KI270529v1_region	1899	12289	6.47	0	17
chrUn_KI270528v1	2983	9712	3.26	0	11
chrUn_KI270528v1_region	2983	9712	3.26	0	11
chrUn_KI270530v1	2168	5767	2.66	0	8
chrUn_KI270530v1_region	2168	5767	2.66	0	8
chrUn_KI270539v1	993	1666	1.68	0	4
chrUn_KI270539v1_region	993	1666	1.68	0	4
chrUn_KI270538v1	91309	1089283	11.93	0	125
chrUn_KI270538v1_region	91309	1089283	11.93	0	125
chrUn_KI270544v1	1202	27070	22.52	0	69
chrUn_KI270544v1_region	1202	27070	22.52	0	69
chrUn_KI270548v1	1599	2416	1.51	0	4
chrUn_KI270548v1_region	1599	2416	1.51	0	4
chrUn_KI270583v1	1400	24513	17.51	0	28
chrUn_KI270583v1_region	1400	24513	17.51	0	28
chrUn_KI270587v1	2969	72625	24.46	0	52
chrUn_KI270587v1_region	2969	72625	24.46	0	52
chrUn_KI270580v1	1553	24342	15.67	0	31
chrUn_KI270580v1_region	1553	24342	15.67	0	31
chrUn_KI270581v1	7046	39148	5.56	0	21
chrUn_KI270581v1_region	7046	39148	5.56	0	21
chrUn_KI270579v1	31033	160029	5.16	0	21
chrUn_KI270579v1_region	31033	160029	5.16	0	21
chrUn_KI270589v1	44474	485424	10.91	0	199
chrUn_KI270589v1_region	44474	485424	10.91	0	199
chrUn_KI270590v1	4685	129218	27.58	0	115
chrUn_KI270590v1_region	4685	129218	27.58	0	115
chrUn_KI270584v1	4513	83624	18.53	5	37
chrUn_KI270584v1_region	4513	83624	18.53	5	37
chrUn_KI270582v1	6504	36268	5.58	0	20
chrUn_KI270582v1_region	6504	36268	5.58	0	20
chrUn_KI270588v1	6158	126079	20.47	0	43
chrUn_KI270588v1_region	6158	126079	20.47	0	43
chrUn_KI270593v1	3041	36572	12.03	1	23
chrUn_KI270593v1_region	3041	36572	12.03	1	23
chrUn_KI270591v1	5796	184854	31.89	0	132
chrUn_KI270591v1_region	5796	184854	31.89	0	132
chrUn_KI270330v1	1652	92583	56.04	0	151
chrUn_KI270330v1_region	1652	92583	56.04	0	151
chrUn_KI270329v1	1040	5286	5.08	0	12
chrUn_KI270329v1_region	1040	5286	5.08	0	12
chrUn_KI270334v1	1368	3624	2.65	0	7
chrUn_KI270334v1_region	1368	3624	2.65	0	7
chrUn_KI270333v1	2699	955674	354.08	1	1486
chrUn_KI270333v1_region	2699	955674	354.08	1	1486
chrUn_KI270335v1	1048	2869	2.74	0	5
chrUn_KI270335v1_region	1048	2869	2.74	0	5
chrUn_KI270338v1	1428	3775	2.64	0	5
chrUn_KI270338v1_region	1428	3775	2.64	0	5
chrUn_KI270340v1	1428	3007	2.11	0	5
chrUn_KI270340v1_region	1428	3007	2.11	0	5
chrUn_KI270336v1	1026	170916	166.58	4	447
chrUn_KI270336v1_region	1026	170916	166.58	4	447
chrUn_KI270337v1	1121	1048287	935.14	2	3943
chrUn_KI270337v1_region	1121	1048287	935.14	2	3943
chrUn_KI270363v1	1803	8187	4.54	0	12
chrUn_KI270363v1_region	1803	8187	4.54	0	12
chrUn_KI270364v1	2855	9966	3.49	0	14
chrUn_KI270364v1_region	2855	9966	3.49	0	14
chrUn_KI270362v1	3530	10135	2.87	0	11
chrUn_KI270362v1_region	3530	10135	2.87	0	11
chrUn_KI270366v1	8320	45369	5.45	0	16
chrUn_KI270366v1_region	8320	45369	5.45	0	16
chrUn_KI270379v1	1045	1208	1.16	0	4
chrUn_KI270379v1_region	1045	1208	1.16	0	4
chrUn_KI270389v1	1298	299	0.23	0	2
chrUn_KI270389v1_region	1298	299	0.23	0	2
chrUn_KI270390v1	2387	151	0.06	0	1
chrUn_KI270390v1_region	2387	151	0.06	0	1
chrUn_KI270387v1	1537	2566	1.67	0	6
chrUn_KI270387v1_region	1537	2566	1.67	0	6
chrUn_KI270395v1	1143	12980	11.36	0	31
chrUn_KI270395v1_region	1143	12980	11.36	0	31
chrUn_KI270396v1	1880	1271	0.68	0	3
chrUn_KI270396v1_region	1880	1271	0.68	0	3
chrUn_KI270394v1	970	750	0.77	0	4
chrUn_KI270394v1_region	970	750	0.77	0	4
chrUn_KI270386v1	1788	7097	3.97	0	10
chrUn_KI270386v1_region	1788	7097	3.97	0	10
chrUn_KI270391v1	1484	744	0.50	0	2
chrUn_KI270391v1_region	1484	744	0.50	0	2
chrUn_KI270383v1	1750	3244	1.85	0	7
chrUn_KI270383v1_region	1750	3244	1.85	0	7
chrUn_KI270393v1	1308	149	0.11	0	1
chrUn_KI270393v1_region	1308	149	0.11	0	1
chrUn_KI270384v1	1658	302	0.18	0	1
chrUn_KI270384v1_region	1658	302	0.18	0	1
chrUn_KI270392v1	971	6243	6.43	0	15
chrUn_KI270392v1_region	971	6243	6.43	0	15
chrUn_KI270381v1	1930	6111	3.17	0	11
chrUn_KI270381v1_region	1930	6111	3.17	0	11
chrUn_KI270382v1	4215	8844	2.10	0	11
chrUn_KI270382v1_region	4215	8844	2.10	0	11
chrUn_KI270376v1	1136	2295	2.02	0	6
chrUn_KI270376v1_region	1136	2295	2.02	0	6
chrUn_KI270374v1	2656	9441	3.55	0	11
chrUn_KI270374v1_region	2656	9441	3.55	0	11
chrUn_KI270372v1	1650	4160	2.52	0	7
chrUn_KI270372v1_region	1650	4160	2.52	0	7
chrUn_KI270373v1	1451	2719	1.87	0	6
chrUn_KI270373v1_region	1451	2719	1.87	0	6
chrUn_KI270375v1	2378	5692	2.39	0	6
chrUn_KI270375v1_region	2378	5692	2.39	0	6
chrUn_KI270371v1	2805	4916	1.75	0	6
chrUn_KI270371v1_region	2805	4916	1.75	0	6
chrUn_KI270448v1	7992	86185	10.78	0	23
chrUn_KI270448v1_region	7992	86185	10.78	0	23
chrUn_KI270521v1	7642	40410	5.29	0	18
chrUn_KI270521v1_region	7642	40410	5.29	0	18
chrUn_GL000195v1	182896	2030348	11.10	0	43
chrUn_GL000195v1_region	182896	2030348	11.10	0	43
chrUn_GL000219v1	179198	1480480	8.26	0	93
chrUn_GL000219v1_region	179198	1480480	8.26	0	93
chrUn_GL000220v1	161802	16281934	100.63	0	933
chrUn_GL000220v1_region	161802	16281934	100.63	0	933
chrUn_GL000224v1	179693	4950255	27.55	0	496
chrUn_GL000224v1_region	179693	4950255	27.55	0	496
chrUn_KI270741v1	157432	574849	3.65	0	28
chrUn_KI270741v1_region	157432	574849	3.65	0	28
chrUn_GL000226v1	15008	2594158	172.85	0	656
chrUn_GL000226v1_region	15008	2594158	172.85	0	656
chrUn_GL000213v1	164239	330415	2.01	0	13
chrUn_GL000213v1_region	164239	330415	2.01	0	13
chrUn_KI270743v1	210658	2066190	9.81	0	55
chrUn_KI270743v1_region	210658	2066190	9.81	0	55
chrUn_KI270744v1	168472	4213861	25.01	0	1162
chrUn_KI270744v1_region	168472	4213861	25.01	0	1162
chrUn_KI270745v1	41891	133969	3.20	0	15
chrUn_KI270745v1_region	41891	133969	3.20	0	15
chrUn_KI270746v1	66486	1215577	18.28	0	43
chrUn_KI270746v1_region	66486	1215577	18.28	0	43
chrUn_KI270747v1	198735	606181	3.05	0	21
chrUn_KI270747v1_region	198735	606181	3.05	0	21
chrUn_KI270748v1	93321	213115	2.28	0	20
chrUn_KI270748v1_region	93321	213115	2.28	0	20
chrUn_KI270749v1	158759	1340711	8.44	0	33
chrUn_KI270749v1_region	158759	1340711	8.44	0	33
chrUn_KI270750v1	148850	1533441	10.30	0	31
chrUn_KI270750v1_region	148850	1533441	10.30	0	31
chrUn_KI270751v1	150742	2343464	15.55	0	139
chrUn_KI270751v1_region	150742	2343464	15.55	0	139
chrUn_KI270752v1	27745	89	0.00	0	1
chrUn_KI270752v1_region	27745	89	0.00	0	1
chrUn_KI270753v1	62944	571661	9.08	0	27
chrUn_KI270753v1_region	62944	571661	9.08	0	27
chrUn_KI270754v1	40191	1007522	25.07	0	116
chrUn_KI270754v1_region	40191	1007522	25.07	0	116
chrUn_KI270755v1	36723	145215	3.95	0	16
chrUn_KI270755v1_region	36723	145215	3.95	0	16
chrUn_KI270756v1	79590	449466	5.65	0	128
chrUn_KI270756v1_region	79590	449466	5.65	0	128
chrUn_KI270757v1	71251	1420051	19.93	0	522
chrUn_KI270757v1_region	71251	1420051	19.93	0	522
chrUn_GL000214v1	137718	3382844	24.56	0	327
chrUn_GL000214v1_region	137718	3382844	24.56	0	327
chrUn_KI270742v1	186739	2884253	15.45	0	51
chrUn_KI270742v1_region	186739	2884253	15.45	0	51
chrUn_GL000216v2	176608	6535586	37.01	0	3041
chrUn_GL000216v2_region	176608	6535586	37.01	0	3041
chrUn_GL000218v1	161147	1793419	11.13	0	42
chrUn_GL000218v1_region	161147	1793419	11.13	0	42
chrEBV	171823	2754337	16.03	0	134
chrEBV_region	171823	2754337	16.03	0	134
total	3099919287	5652158260	1.82	0	109106
total_region	2889698160	5351938782	1.85	0	109106
