chip	barcode	sample	bytes	s3_key	fsx_path
chip1	barcode18	NA00232	279168022	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_29.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_29.fastq.gz
chip1	barcode18	NA00232	645680843	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_3.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_3.fastq.gz
chip1	barcode18	NA00232	253297085	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_30.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_30.fastq.gz
chip1	barcode18	NA00232	236713554	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_31.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_31.fastq.gz
chip1	barcode18	NA00232	266524314	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_32.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_32.fastq.gz
chip1	barcode18	NA00232	223374346	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_33.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_33.fastq.gz
chip1	barcode18	NA00232	223743050	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_34.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_34.fastq.gz
chip1	barcode18	NA00232	230919308	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_35.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_35.fastq.gz
chip1	barcode18	NA00232	213611156	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_36.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_36.fastq.gz
chip1	barcode18	NA00232	229634102	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_37.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_37.fastq.gz
chip1	barcode18	NA00232	204548736	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_38.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_38.fastq.gz
chip1	barcode18	NA00232	193984662	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_39.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_39.fastq.gz
chip1	barcode18	NA00232	610076973	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_4.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_4.fastq.gz
chip1	barcode18	NA00232	214656171	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_40.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_40.fastq.gz
chip1	barcode18	NA00232	178189568	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_41.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_41.fastq.gz
chip1	barcode18	NA00232	174232402	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_42.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_42.fastq.gz
chip1	barcode18	NA00232	199588265	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_43.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_43.fastq.gz
chip1	barcode18	NA00232	167147850	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_44.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_44.fastq.gz
chip1	barcode18	NA00232	166893879	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_45.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_45.fastq.gz
chip1	barcode18	NA00232	147084805	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_46.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_46.fastq.gz
chip1	barcode18	NA00232	145405611	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_47.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_47.fastq.gz
chip1	barcode18	NA00232	163406294	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_48.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_48.fastq.gz
chip1	barcode18	NA00232	143047177	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_49.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_49.fastq.gz
chip1	barcode18	NA00232	619103773	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_5.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_5.fastq.gz
chip1	barcode18	NA00232	132951269	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_50.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_50.fastq.gz
chip1	barcode18	NA00232	131337185	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_51.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_51.fastq.gz
chip1	barcode18	NA00232	123856152	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_52.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_52.fastq.gz
chip1	barcode18	NA00232	145288979	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_53.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_53.fastq.gz
chip1	barcode18	NA00232	125298209	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_54.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_54.fastq.gz
chip1	barcode18	NA00232	112832896	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_55.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_55.fastq.gz
chip1	barcode18	NA00232	113919488	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_56.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_56.fastq.gz
chip1	barcode18	NA00232	121003664	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_57.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_57.fastq.gz
chip1	barcode18	NA00232	115801802	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_58.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_58.fastq.gz
chip1	barcode18	NA00232	101792235	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_59.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_59.fastq.gz
chip1	barcode18	NA00232	548432280	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_6.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_6.fastq.gz
chip1	barcode18	NA00232	93473552	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_60.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_60.fastq.gz
chip1	barcode18	NA00232	99534320	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_61.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_61.fastq.gz
chip1	barcode18	NA00232	79607523	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_62.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_62.fastq.gz
chip1	barcode18	NA00232	73725611	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_63.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_63.fastq.gz
chip1	barcode18	NA00232	77970244	basecalls/lsmc/ssf-hq/pca100/2026/20260522_ONT_4Coriells_chip1/20260522_ONT_4Coriells_chip1/20260522_2252_2B_PBM13545_f3392d36/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_64.fastq.gz	/fsx/run_dir_mounts/ont-4coriells-chip1/fastq_pass/barcode18/PBM13545_pass_barcode18_f3392d36_eb9b0a06_64.fastq.gz
