time_start,time_end,estimated,amount_usd,usage_type
2026-03-16,2026-04-01,False,0.0,APN1-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APN1-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APN1-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APN1-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APN1-ECR-free-metering
2026-03-16,2026-04-01,False,0.04690264,APN1-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APN1-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,APN1-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APN1-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APN1-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.00827416,APN1-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0001504,APN1-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APN1-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APN1-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.0001504,APN1-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,APN1-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,4.2e-08,APN1-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,APN2-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APN2-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APN2-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APN2-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APN2-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APN2-ECR-free-metering
2026-03-16,2026-04-01,False,0.045724,APN2-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APN2-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APN2-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APN2-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0080914,APN2-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APN2-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APN2-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APN2-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APN2-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.000144,APN2-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,APN2-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,3.7e-08,APN2-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,APN3-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APN3-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APN3-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APN3-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APN3-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APN3-ECR-free-metering
2026-03-16,2026-04-01,False,0.04963,APN3-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APN3-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APN3-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APN3-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.00866,APN3-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APN3-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APN3-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APN3-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APN3-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.0001504,APN3-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,APN3-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,4.2e-08,APN3-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,APS1-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APS1-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APS1-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS1-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS1-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APS1-ECR-free-metering
2026-03-16,2026-04-01,False,0.0457102,APS1-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS1-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,APS1-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APS1-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APS1-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0080822,APS1-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS1-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APS1-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APS1-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APS1-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,APS1-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,APS1-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,4.2e-08,APS1-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,APS2-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APS2-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APS2-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS2-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS2-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APS2-ECR-free-metering
2026-03-16,2026-04-01,False,0.0456964,APS2-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS2-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,APS2-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APS2-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APS2-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0080684,APS2-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS2-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APS2-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APS2-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APS2-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.000176,APS2-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,APS2-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,4.5e-08,APS2-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APE2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APN2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1.6e-08,APS3-APN2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APN3-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APS1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APS2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APS5-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APS6-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-APS9-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.000155,APS3-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APS3-CAN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APS3-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,2.46e-08,APS3-DataTransfer-Regional-Bytes
2026-03-16,2026-04-01,False,1.2430821568,APS3-EBS:SnapshotUsage
2026-03-16,2026-04-01,False,0.0,APS3-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APS3-ECR-free-metering
2026-03-16,2026-04-01,False,0.0,APS3-ESC1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-EU-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-EUC1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-EUN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-EUW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-EUW3-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.044616,APS3-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS3-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,1.79455e-05,APS3-NatGateway-Bytes
2026-03-16,2026-04-01,False,43.008,APS3-NatGateway-Hours
2026-03-16,2026-04-01,False,0.0,APS3-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,APS3-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0077176,APS3-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,3.84,APS3-PublicIPv4:InUseAddress
2026-03-16,2026-04-01,False,0.00016,APS3-Requests-Tier1
2026-03-16,2026-04-01,False,4.64e-05,APS3-Requests-Tier2
2026-03-16,2026-04-01,False,0.00144,APS3-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APS3-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APS3-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,APS3-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,8.1761955456,APS3-TimedStorage-ByteHrs
2026-03-16,2026-04-01,False,0.0,APS3-USE1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-USE2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-USW1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS3-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,4e-08,APS3-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,1e-05,APS4-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APS4-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APS4-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS4-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS4-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APS4-ECR-free-metering
2026-03-16,2026-04-01,False,0.0454342,APS4-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS4-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APS4-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.0,APS4-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APS4-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APS4-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APS4-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,APS4-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,1e-05,APS5-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,APS5-Catalog-Request
2026-03-16,2026-04-01,False,0.0,APS5-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,APS5-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,APS5-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,APS5-ECR-free-metering
2026-03-16,2026-04-01,False,0.043472,APS5-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,APS5-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,APS5-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.0,APS5-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,APS5-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,APS5-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,APS5-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,APS5-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.000194642,Aurora:BackupUsage
2026-03-16,2026-04-01,False,14.4681666668,Aurora:ServerlessV2Usage
2026-03-16,2026-04-01,False,1.430871,Aurora:StorageIOUsage
2026-03-16,2026-04-01,False,0.0042766188,Aurora:StorageUsage
2026-03-16,2026-04-01,False,99.147606944,BoxUsage:t3a.2xlarge
2026-03-16,2026-04-01,False,0.0,CA-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,CA-Requests-Tier2-HTTPS
2026-03-16,2026-04-01,False,0.000155,CAN1-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,CAN1-Catalog-Request
2026-03-16,2026-04-01,False,0.0,CAN1-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,CAN1-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,CAN1-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,CAN1-ECR-free-metering
2026-03-16,2026-04-01,False,0.0456872,CAN1-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,CAN1-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,CAN1-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,CAN1-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0080546,CAN1-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,CAN1-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,CAN1-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,CAN1-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,CAN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.000176,CAN1-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,CAN1-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,CAN1-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0481853861,CW:AlarmMonitorUsage
2026-03-16,2026-04-01,False,0.0,CW:Requests
2026-03-16,2026-04-01,False,0.0882864,DNS-Queries
2026-03-16,2026-04-01,False,0.0,DashboardsUsageHour-Basic
2026-03-16,2026-04-01,False,0.0,DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0139922385,DataTransfer-Regional-Bytes
2026-03-16,2026-04-01,False,10.9524893848,EBS:VolumeUsage.gp3
2026-03-16,2026-04-01,False,0.000155,EU-AWSSecretsManager-APIRequests
2026-03-16,2026-04-01,False,0.0,EU-Catalog-Request
2026-03-16,2026-04-01,False,0.0,EU-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,EU-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,3.50307e-05,EU-DataTransfer-Out-OBytes
2026-03-16,2026-04-01,False,0.0,EU-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,EU-ECR-free-metering
2026-03-16,2026-04-01,False,0.0437228,EU-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EU-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,EU-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,EU-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,EU-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.007722,EU-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EU-Requests-HTTP-Proxy
2026-03-16,2026-04-01,False,0.0,EU-Requests-HTTPS-Proxy
2026-03-16,2026-04-01,False,0.00016,EU-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,EU-Requests-Tier2-HTTPS
2026-03-16,2026-04-01,False,0.00144,EU-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,EU-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,EU-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,EU-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,EU-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,EU-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APE1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APE2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APN2-AWS-In-Bytes
2026-03-16,2026-04-01,False,2.1e-09,EUC1-APN2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APN3-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APS1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APS2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APS3-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-APS8-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.000155,EUC1-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,EUC1-CAN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-Catalog-Request
2026-03-16,2026-04-01,False,0.0,EUC1-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,4.32e-08,EUC1-DataTransfer-Regional-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,EUC1-ECR-free-metering
2026-03-16,2026-04-01,False,0.0,EUC1-ESC1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EU-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EUN1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EUS1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EUS2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EUW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-EUW3-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0468004,EUC1-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUC1-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,EUC1-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,2.08887e-05,EUC1-NatGateway-Bytes
2026-03-16,2026-04-01,False,39.936,EUC1-NatGateway-Hours
2026-03-16,2026-04-01,False,0.0,EUC1-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,EUC1-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.00805,EUC1-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,3.84,EUC1-PublicIPv4:InUseAddress
2026-03-16,2026-04-01,False,0.0,EUC1-Requests-Tier1
2026-03-16,2026-04-01,False,5.074e-05,EUC1-Requests-Tier2
2026-03-16,2026-04-01,False,0.00144,EUC1-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,EUC1-SAE1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,EUC1-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.0001728,EUC1-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,9.3936e-06,EUC1-TagStorage-TagHrs
2026-03-16,2026-04-01,False,21.9659171056,EUC1-TimedStorage-ByteHrs
2026-03-16,2026-04-01,False,0.0,EUC1-USE1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-USE2-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-USW1-AWS-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUC1-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,EUC1-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,EUN1-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,EUN1-Catalog-Request
2026-03-16,2026-04-01,False,0.0,EUN1-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUN1-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,EUN1-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,EUN1-ECR-free-metering
2026-03-16,2026-04-01,False,0.0417018,EUN1-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUN1-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,EUN1-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,EUN1-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,EUN1-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0073458,EUN1-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.00016,EUN1-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,EUN1-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,EUN1-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,EUN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.00016,EUN1-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,EUN1-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,EUN1-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,EUW2-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,EUW2-Catalog-Request
2026-03-16,2026-04-01,False,0.0,EUW2-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUW2-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,EUW2-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,EUW2-ECR-free-metering
2026-03-16,2026-04-01,False,0.0437272,EUW2-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUW2-Lambda-Code-free-metering
2026-03-16,2026-04-01,False,0.0,EUW2-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,EUW2-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,EUW2-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0077132,EUW2-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUW2-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,EUW2-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,EUW2-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,EUW2-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.0001696,EUW2-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,EUW2-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,EUW2-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.000155,EUW3-AWSSecretsManagerAPIRequest
2026-03-16,2026-04-01,False,0.0,EUW3-Catalog-Request
2026-03-16,2026-04-01,False,0.0,EUW3-DataTransfer-In-Bytes
2026-03-16,2026-04-01,False,0.0,EUW3-DataTransfer-Out-Bytes
2026-03-16,2026-04-01,False,0.0,EUW3-EC2-free-metering
2026-03-16,2026-04-01,False,0.0,EUW3-ECR-free-metering
2026-03-16,2026-04-01,False,0.043714,EUW3-EventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUW3-Lambda-Standard-free-metering
2026-03-16,2026-04-01,False,0.0,EUW3-OtherProduct:PaidFindingsIngestion
2026-03-16,2026-04-01,False,0.512,EUW3-PaidComplianceCheck
2026-03-16,2026-04-01,False,0.0077264,EUW3-PaidEventsAnalyzed
2026-03-16,2026-04-01,False,0.0,EUW3-Requests-Tier1
2026-03-16,2026-04-01,False,0.00144,EUW3-Requests-Tier8
2026-03-16,2026-04-01,False,0.0,EUW3-SC-API-Calls
2026-03-16,2026-04-01,False,0.0,EUW3-SecurityHubProduct:FreeFindingsIngestion
2026-03-16,2026-04-01,False,0.0001696,EUW3-Tables-Requests-Tier1
2026-03-16,2026-04-01,False,0.0,EUW3-USW2-AWS-In-Bytes
2026-03-16,2026-04-01,False,1e-08,EUW3-USW2-AWS-Out-Bytes
2026-03-16,2026-04-01,False,0.0,Global-Bucket-Hrs-FreeTier
2026-03-16,2026-04-01,False,1.28410272,Global-MonitoredIAMRole
2026-03-16,2026-04-01,False,0.17101368,Global-MonitoredIAMUser
2026-03-16,2026-04-01,False,1.032258048,Global-RuleV2
2026-03-16,2026-04-01,False,2.58064512,Global-WebACLV2
2026-03-16,2026-04-01,False,2.0,HostedZone
2026-03-16,2026-04-01,False,37.790079912,InstanceUsage:db.t3.medium
2026-03-16,2026-04-01,False,28.032,InstanceUsage:db.t4g.medium
2026-03-16,2026-04-01,False,0.0,Intra-AWS-DNS-Queries
2026-03-16,2026-04-01,False,0.0,Invalidations
2026-03-16,2026-04-01,False,0.0,Lambda-GB-Second
2026-03-16,2026-04-01,False,5.895,LoadBalancerUsage
2026-03-16,2026-04-01,False,4.1963e-06,NatGateway-Bytes
2026-03-16,2026-04-01,False,23.67,NatGateway-Hours
2026-03-16,2026-04-01,False,8.1127897528,RDS:GP2-Storage
2026-03-16,2026-04-01,False,0.0,Request
