time_start,time_end,estimated,amount_usd,service,tag_parallelcluster_cluster_name,tag_parallelcluster_cluster_name_value
2026-03-16,2026-04-01,False,31.5579035033,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$ifx-go,ifx-go
2026-03-16,2026-04-01,False,452.5339002822,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-03-16,2026-04-01,False,9.4912876413,Amazon Elastic Container Service,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,23.2480381051,Amazon Elastic Load Balancing,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,86.7250308526,Amazon FSx,parallelcluster:cluster-name$daylily-1773057991,daylily-1773057991
2026-03-16,2026-04-01,False,86.7250359817,Amazon FSx,parallelcluster:cluster-name$daylily-1773059211,daylily-1773059211
2026-03-16,2026-04-01,False,386.7889917799,Amazon FSx,parallelcluster:cluster-name$ifx-go,ifx-go
2026-03-16,2026-04-01,False,232.7772472983,Amazon FSx,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-03-16,2026-04-01,False,2.41e-07,Amazon Glacier,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,5.7538310848,Amazon GuardDuty,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,0.0,Amazon Inspector,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,205.8208699052,Amazon Relational Database Service,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,1.0882864,Amazon Route 53,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,0.5,Amazon Route 53,parallelcluster:cluster-name$ifx-go,ifx-go
2026-03-16,2026-04-01,False,0.5,Amazon Route 53,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-03-16,2026-04-01,False,0.0,Amazon Simple Notification Service,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,0.0,Amazon Simple Queue Service,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,483.2036923466,Amazon Simple Storage Service,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,51.211279363,Amazon Virtual Private Cloud,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,1.09687639,Amazon Virtual Private Cloud,parallelcluster:cluster-name$daylily-1773059211,daylily-1773059211
2026-03-16,2026-04-01,False,0.18054445,Amazon Virtual Private Cloud,parallelcluster:cluster-name$ifx-go,ifx-go
2026-03-16,2026-04-01,False,0.85983194,Amazon Virtual Private Cloud,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-03-16,2026-04-01,False,1.1110101947,AmazonCloudWatch,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$daylily-1773059211,daylily-1773059211
2026-03-16,2026-04-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$ifx-go,ifx-go
2026-03-16,2026-04-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-03-16,2026-04-01,False,0.0,CloudWatch Events,parallelcluster:cluster-name$,
2026-03-16,2026-04-01,False,0.0,Tax,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AWS Certificate Manager,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AWS CloudFormation,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.9391166236,AWS Cost Explorer,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AWS Glue,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,3.000000024,AWS Key Management Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,1.3567e-06,AWS Lambda,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,4.4352410308,AWS Secrets Manager,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,91.6659815437,AWS Security Hub,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AWS Service Catalog,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,1.8823e-06,AWS Step Functions,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,261.0595463814,AWS Support (Developer),parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,8.0212293499,AWS WAF,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,1.282e-07,Amazon CloudFront,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.14175,Amazon Cognito,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0001662146,Amazon DynamoDB,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.000873125,Amazon DynamoDB,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,0.0003986875,Amazon DynamoDB,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,0.00049075,Amazon DynamoDB,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,0.0010585625,Amazon DynamoDB,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,0.0052024375,Amazon DynamoDB,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,0.0027385,Amazon DynamoDB,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,0.000709875,Amazon DynamoDB,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,0.001197375,Amazon DynamoDB,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,0.002653125,Amazon DynamoDB,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,2.5e-05,Amazon DynamoDB,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,0.0047876875,Amazon DynamoDB,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,0.00148675,Amazon DynamoDB,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,0.001225375,Amazon DynamoDB,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,0.000320875,Amazon DynamoDB,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,0.000328375,Amazon DynamoDB,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,0.00198525,Amazon DynamoDB,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,0.4761489983,Amazon EC2 Container Registry (ECR),parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,496.9024657122,EC2 - Other,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,2.7641490277,EC2 - Other,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,1.1543013631,EC2 - Other,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,33.680000016,EC2 - Other,parallelcluster:cluster-name$day-test-uswest2d,day-test-uswest2d
2026-04-01,2026-05-01,False,33.680000016,EC2 - Other,parallelcluster:cluster-name$daylily-1773059211,daylily-1773059211
2026-04-01,2026-05-01,False,1.5322169349,EC2 - Other,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,3.3546384529,EC2 - Other,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,33.680000016,EC2 - Other,parallelcluster:cluster-name$ifx-go,ifx-go
2026-04-01,2026-05-01,False,16.1767584902,EC2 - Other,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,8.5388126587,EC2 - Other,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,2.2257307142,EC2 - Other,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,3.7278275626,EC2 - Other,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,8.2574216003,EC2 - Other,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.0832865389,EC2 - Other,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,12.3149799095,EC2 - Other,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,4.6259024631,EC2 - Other,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,3.8137899955,EC2 - Other,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,1.0013924308,EC2 - Other,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,1.0245884681,EC2 - Other,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,17.2652436579,EC2 - Other,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,560.3337595136,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,30.8063493604,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,20.788327337,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,17.2748519491,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,97.7800052848,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,183.839017004,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,96.0536220119,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,24.8221262516,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,42.1185872962,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,93.3639630042,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.8827353572,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,726.661958265,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,52.2795210083,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,43.0915802438,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,11.2756348941,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,11.5331790698,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,25.4197867495,Amazon Elastic Compute Cloud - Compute,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,35.5698970163,Amazon Elastic Container Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,4.52052e-05,Amazon Elastic File System,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,18.9681630235,Amazon Elastic Load Balancing,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,54.6837431394,Amazon FSx,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,22.9856170141,Amazon FSx,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,168.0278835717,Amazon FSx,parallelcluster:cluster-name$daylily-1773057991,daylily-1773057991
2026-04-01,2026-05-01,False,168.0278845246,Amazon FSx,parallelcluster:cluster-name$daylily-1773059211,daylily-1773059211
2026-04-01,2026-05-01,False,30.8552812071,Amazon FSx,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,159.5595350469,Amazon FSx,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,1344.069492284,Amazon FSx,parallelcluster:cluster-name$ifx-go,ifx-go
2026-04-01,2026-05-01,False,484.8185571242,Amazon FSx,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,170.672417507,Amazon FSx,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,23.019969665,Amazon FSx,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,46.978085874,Amazon FSx,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,330.0815751208,Amazon FSx,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,4.857861109,Amazon FSx,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,543.6703939912,Amazon FSx,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,111.8916447132,Amazon FSx,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,95.6770185001,Amazon FSx,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,20.2585615719,Amazon FSx,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,20.7338238616,Amazon FSx,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,123.9586692557,Amazon FSx,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,2.6714e-06,Amazon Glacier,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,15.268142109,Amazon GuardDuty,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,Amazon Inspector,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,130.0,Amazon Registrar,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,497.9875161126,Amazon Relational Database Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,12.0503452,Amazon Route 53,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,0.5,Amazon Route 53,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,0.5,Amazon Route 53,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,0.1,Amazon Route 53,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,0.0,Amazon Simple Notification Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,Amazon Simple Queue Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,1479.5929508039,Amazon Simple Storage Service,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,110.8268669624,Amazon Virtual Private Cloud,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.293615275,Amazon Virtual Private Cloud,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,0.12390139,Amazon Virtual Private Cloud,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,0.16602917,Amazon Virtual Private Cloud,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,0.342881945,Amazon Virtual Private Cloud,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,1.731422225,Amazon Virtual Private Cloud,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,0.914986115,Amazon Virtual Private Cloud,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,0.24238195,Amazon Virtual Private Cloud,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,0.50376944,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,0.88500556,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.011325,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,1.16574028,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,0.599998615,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,0.51319861,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,0.109247225,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,0.11168889,Amazon Virtual Private Cloud,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,0.66479167,Amazon Virtual Private Cloud,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,4.8825031081,AmazonCloudWatch,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$and-again,and-again
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$day-ssm-e2e-20260412103613,day-ssm-e2e-20260412103613
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$dec215-0426,dec215-0426
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$inflextion-g24,inflextion-g24
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$lsmc-20260413,lsmc-20260413
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$majors-cluster,majors-cluster
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-cluster,mk-cluster
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-gotime,mk-gotime
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-gotime2,mk-gotime2
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-gotime3,mk-gotime3
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-majors-cluster,mk-majors-cluster
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk-test-202604-cluster,mk-test-202604-cluster
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mk426dec215,mk426dec215
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$mkdec219,mkdec219
2026-04-01,2026-05-01,False,0.0,AmazonCloudWatch,parallelcluster:cluster-name$test-del-me,test-del-me
2026-04-01,2026-05-01,False,0.0,CloudWatch Events,parallelcluster:cluster-name$,
2026-04-01,2026-05-01,False,0.0,Tax,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,0.0,AWS Certificate Manager,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,0.0,AWS CloudFormation,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,32.533505,AWS CloudTrail,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,60.8757636451,AWS Cost Explorer,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,0.0,AWS Glue,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,2.934997566,AWS Key Management Service,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,6.3428e-06,AWS Lambda,parallelcluster:cluster-name$,
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$XL-pilot,XL-pilot
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$XLpilot,XLpilot
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$and-again,and-again
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$at-sanity,at-sanity
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$blahab44,blahab44
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$bucketsamok,bucketsamok
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$daylily-demo-cluster,daylily-demo-cluster
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dec219-cluster,dec219-cluster
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dra-enabled,dra-enabled
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dra-test2,dra-test2
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dra-test4,dra-test4
2026-05-01,2026-06-01,False,0.0,AWS Lambda,parallelcluster:cluster-name$dyec-515,dyec-515
