time_start,time_end,estimated,amount_usd,operation
2026-03-16,2026-04-01,False,0.0,ListTagsForResource
2026-03-16,2026-04-01,False,0.0,ListTopics
2026-03-16,2026-04-01,False,2.41e-07,ListVaults
2026-03-16,2026-04-01,False,0.0,LoadBalancing
2026-03-16,2026-04-01,False,3.55884e-05,LoadBalancing-InterZone-In
2026-03-16,2026-04-01,False,6.50356e-05,LoadBalancing-InterZone-Out
2026-03-16,2026-04-01,False,6.7692e-06,LoadBalancing-PublicIP-In
2026-03-16,2026-04-01,False,0.0002463166,LoadBalancing-PublicIP-Out
2026-03-16,2026-04-01,False,17.2851843953,LoadBalancing:Application
2026-03-16,2026-04-01,False,5.9625,LoadBalancing:Network
2026-03-16,2026-04-01,False,0.0046792,MX
2026-03-16,2026-04-01,False,0.0,MetricStorage
2026-03-16,2026-04-01,False,0.0,MetricStorage:AWS/CloudWatchLogs
2026-03-16,2026-04-01,False,0.0,MetricStorage:AWS/EC2
2026-03-16,2026-04-01,False,1.28e-05,NAPTR
2026-03-16,2026-04-01,False,0.0082224,NS
2026-03-16,2026-04-01,False,4e-07,NSEC
2026-03-16,2026-04-01,False,191.5171002317,NatGateway
2026-03-16,2026-04-01,False,89.7681581,NoOperation
2026-03-16,2026-04-01,False,0.0,Not Applicable
2026-03-16,2026-04-01,False,0.000160696,ObjectTagCount
2026-03-16,2026-04-01,False,3.50307e-05,POST
2026-03-16,2026-04-01,False,0.002122,PTR
2026-03-16,2026-04-01,False,0.0067415,PayPerRequestThroughput
2026-03-16,2026-04-01,False,0.0,ProcessResourceHandlers
2026-03-16,2026-04-01,False,0.550572332,PublicIP-In
2026-03-16,2026-04-01,False,0.0048718543,PublicIP-Out
2026-03-16,2026-04-01,False,0.0,Publish
2026-03-16,2026-04-01,False,0.0,PutDashboard
2026-03-16,2026-04-01,False,0.0,PutLogEvents
2026-03-16,2026-04-01,False,0.0,PutMetricData
2026-03-16,2026-04-01,False,0.012775,PutObject
2026-03-16,2026-04-01,False,3e-05,PutSecretValue
2026-03-16,2026-04-01,False,0.00189572,ReadACL
2026-03-16,2026-04-01,False,3.2e-06,ReadAccelerate
2026-03-16,2026-04-01,False,0.000253615,ReadAccountPublicAccessBlock
2026-03-16,2026-04-01,False,3.2e-06,ReadBucketCors
2026-03-16,2026-04-01,False,2.246e-05,ReadBucketLifecycle
2026-03-16,2026-04-01,False,1.2e-06,ReadBucketObjectLockConfig
2026-03-16,2026-04-01,False,3.812e-05,ReadBucketOwnershipControls
2026-03-16,2026-04-01,False,4.572e-05,ReadBucketPolicy
2026-03-16,2026-04-01,False,6.4e-06,ReadBucketPolicyStatus
2026-03-16,2026-04-01,False,4.892e-05,ReadBucketPublicAccessBlock
2026-03-16,2026-04-01,False,2.246e-05,ReadBucketReplication
2026-03-16,2026-04-01,False,0.00012012,ReadBucketServerSideEncryption
2026-03-16,2026-04-01,False,2.886e-05,ReadCostAllocation
2026-03-16,2026-04-01,False,8.168e-05,ReadLocation
2026-03-16,2026-04-01,False,8.812e-05,ReadLogProps
2026-03-16,2026-04-01,False,0.00188372,ReadNotificationProps
2026-03-16,2026-04-01,False,8e-07,ReadObjectTagging
2026-03-16,2026-04-01,False,3.2e-06,ReadRequestPaymentProps
2026-03-16,2026-04-01,False,4.172e-05,ReadVersioningProps
2026-03-16,2026-04-01,False,0.0,Receive
2026-03-16,2026-04-01,False,0.0,Request
2026-03-16,2026-04-01,False,3.096774144,RuleV2
2026-03-16,2026-04-01,False,333.7899700288,RunInstances
2026-03-16,2026-04-01,False,412.6270795433,RunInstances:SV080
2026-03-16,2026-04-01,False,0.0,SC-API-Call
2026-03-16,2026-04-01,False,0.0027468,SOA
2026-03-16,2026-04-01,False,1.68e-05,SPF
2026-03-16,2026-04-01,False,0.0019468,SRV
2026-03-16,2026-04-01,False,1.2e-05,SVCB
2026-03-16,2026-04-01,False,2.9634357267,SecretUsage
2026-03-16,2026-04-01,False,5.982e-07,StandardPitrBackupStorage
2026-03-16,2026-04-01,False,479.1096336698,StandardStorage
2026-03-16,2026-04-01,False,0.30893535,T3CPUCredits
2026-03-16,2026-04-01,False,3.6e-06,TLSA
2026-03-16,2026-04-01,False,0.006662,TXT
2026-03-16,2026-04-01,False,5.6e-06,UNSUPPORTED
2026-03-16,2026-04-01,False,0.1777561881,USW2-TimedStorage-ByteHrs
2026-03-16,2026-04-01,False,1.1110103567,Unknown
2026-03-16,2026-04-01,False,0.16631,UploadPart
2026-03-16,2026-04-01,False,18.137171013,VpcEndpoint
2026-03-16,2026-04-01,False,7.74193536,WebACLV2
2026-03-16,2026-04-01,False,1e-05,WriteCostAllocation
2026-03-16,2026-04-01,False,1e-05,WriteObjectTagging
2026-03-16,2026-04-01,False,0.0,active
2026-03-16,2026-04-01,False,1.4551164,aws-partition
2026-03-16,2026-04-01,False,0.0,nil
2026-03-16,2026-04-01,False,0.1651000202,none
2026-04-01,2026-05-01,False,261.0595463814,NoOperation
2026-04-01,2026-05-01,False,0.104124,A
2026-04-01,2026-05-01,False,0.0374468,AAAA
2026-04-01,2026-05-01,False,0.0040314,ALB
2026-04-01,2026-05-01,False,0.0004748,ANY
2026-04-01,2026-05-01,False,3.8744834,AllocateAddressVPC
2026-04-01,2026-05-01,False,57.781208345,AssociateAddressVPC
2026-04-01,2026-05-01,False,0.0017612,CAA
2026-04-01,2026-05-01,False,1.2e-06,CDS
2026-04-01,2026-05-01,False,0.0060848,CNAME
2026-04-01,2026-05-01,False,0.0,CognitoEssentialsOperation
2026-04-01,2026-05-01,False,0.0,CognitoUserPoolsM2MAppClientOp
2026-04-01,2026-05-01,False,0.14175,CognitoUserPoolsM2MTokenOp
2026-04-01,2026-05-01,False,0.1418,CompleteMultipartUpload
2026-04-01,2026-05-01,False,0.01203,CopyObject
2026-04-01,2026-05-01,False,3.438975,CopyPart
2026-04-01,2026-05-01,False,0.9391166236,CostDataStorage
2026-04-01,2026-05-01,False,3e-05,CreateBucket
2026-04-01,2026-05-01,False,170.1795212807,CreateDBInstance:0014
2026-04-01,2026-05-01,False,341.1163282601,CreateDBInstance:0021
2026-04-01,2026-05-01,False,3924.8280150815,CreateFileSystem:Lustre
2026-04-01,2026-05-01,False,0.0,CreateGrant
2026-04-01,2026-05-01,False,3e-05,CreateSecret
2026-04-01,2026-05-01,False,3.9781920354,CreateSnapshot
2026-04-01,2026-05-01,False,0.0,CreateTopic
2026-04-01,2026-05-01,False,276.7428299146,CreateVolume-Gp3
2026-04-01,2026-05-01,False,3.000000024,CurrentKeys
2026-04-01,2026-05-01,False,0.0001204,DNAME
2026-04-01,2026-05-01,False,0.0203552,DNSKEY
2026-04-01,2026-05-01,False,0.9500032443,DashboardHour
2026-04-01,2026-05-01,False,0.0,Decrypt
2026-04-01,2026-05-01,False,0.0,DeleteDashboards
2026-04-01,2026-05-01,False,3e-05,DeleteSecret
2026-04-01,2026-05-01,False,0.0,DeleteTopic
2026-04-01,2026-05-01,False,0.0,DescribeKey
2026-04-01,2026-05-01,False,0.000815,DescribeSecret
2026-04-01,2026-05-01,False,35.5698970163,FargateTask
2026-04-01,2026-05-01,False,0.0,GET
2026-04-01,2026-05-01,False,0.0,GeneralPurposeBuckets
2026-04-01,2026-05-01,False,0.0,GenerateDataKey
2026-04-01,2026-05-01,False,0.0,GenerateDataKeyWithoutPlaintext
2026-04-01,2026-05-01,False,2.4e-06,GetBucketMetadataConfig
2026-04-01,2026-05-01,False,0.0,GetDashboard
2026-04-01,2026-05-01,False,0.0,GetDataProtectionPolicy
2026-04-01,2026-05-01,False,0.0,GetKeyPolicy
2026-04-01,2026-05-01,False,0.0,GetKeyRotationStatus
2026-04-01,2026-05-01,False,1.2e-05,GetLensConfiguration
2026-04-01,2026-05-01,False,1.2e-05,GetLensConfigurationTagging
2026-04-01,2026-05-01,False,0.1124524,GetObject
2026-04-01,2026-05-01,False,1e-05,GetRandomPassword
2026-04-01,2026-05-01,False,0.00191,GetResourcePolicy
2026-04-01,2026-05-01,False,0.0,GetSMSSandboxAccountStatus
2026-04-01,2026-05-01,False,0.00472,GetSecretValue
2026-04-01,2026-05-01,False,0.0,GetTopicAttributes
2026-04-01,2026-05-01,False,19.06827896,GuardDuty-CloudTrailEvents
2026-04-01,2026-05-01,False,2.15647e-05,GuardDuty-LambdaNetworkLogs
2026-04-01,2026-05-01,False,5.4774654,GuardDuty-S3DataEvents
2026-04-01,2026-05-01,False,0.302891079,GuardDuty-VPCFlowLogsDNSLogs
2026-04-01,2026-05-01,False,0.0,HEAD
2026-04-01,2026-05-01,False,3.2e-06,HINFO
2026-04-01,2026-05-01,False,0.0022892,HTTPS
2026-04-01,2026-05-01,False,0.00924926,HeadBucket
2026-04-01,2026-05-01,False,0.7242608,HeadObject
2026-04-01,2026-05-01,False,14.1,HostedZone
2026-04-01,2026-05-01,False,0.0,Hourly
2026-04-01,2026-05-01,False,0.0,HourlyStorageMetering
2026-04-01,2026-05-01,False,0.14185,InitiateMultipartUpload
2026-04-01,2026-05-01,False,0.0041754436,InterZone-In
2026-04-01,2026-05-01,False,0.1007199732,InterZone-Out
2026-04-01,2026-05-01,False,0.0,Invalidations
2026-04-01,2026-05-01,False,0.0,Invocation
2026-04-01,2026-05-01,False,1.3567e-06,Invoke
2026-04-01,2026-05-01,False,0.0,List
2026-04-01,2026-05-01,False,0.0189,ListAGGrants
2026-04-01,2026-05-01,False,0.0189,ListAGLocations
2026-04-01,2026-05-01,False,0.0189,ListAGs
2026-04-01,2026-05-01,False,2.3692e-06,ListAccessPoints
2026-04-01,2026-05-01,False,0.0,ListAliases
2026-04-01,2026-05-01,False,0.3905273045,ListAllMyBuckets
2026-04-01,2026-05-01,False,0.002117,ListAllMyDirectoryBuckets
2026-04-01,2026-05-01,False,0.136935,ListBucket
2026-04-01,2026-05-01,False,3.6e-06,ListBucketTags
2026-04-01,2026-05-01,False,0.00017,ListBucketVersions
2026-04-01,2026-05-01,False,0.0,ListGrants
2026-04-01,2026-05-01,False,0.0,ListKeys
2026-04-01,2026-05-01,False,0.0024500054,ListLensConfigurations
2026-04-01,2026-05-01,False,0.000765,ListMRAPs
2026-04-01,2026-05-01,False,0.0,ListMetrics
2026-04-01,2026-05-01,False,0.0,ListResourceTags
2026-04-01,2026-05-01,False,0.001495,ListSecretVersionIds
2026-04-01,2026-05-01,False,0.01876,ListSecrets
2026-04-01,2026-05-01,False,0.0024307016,ListStorageLensGroups
2026-04-01,2026-05-01,False,0.0,ListSubscriptions
2026-04-01,2026-05-01,False,0.0,ListSubscriptionsByTopic
2026-04-01,2026-05-01,False,0.006569,ListTableBuckets
2026-04-01,2026-05-01,False,0.0,ListTagsForResource
2026-04-01,2026-05-01,False,0.0,ListTopics
2026-04-01,2026-05-01,False,2.6714e-06,ListVaults
2026-04-01,2026-05-01,False,0.000169,ListVectorBuckets
2026-04-01,2026-05-01,False,0.0,LoadBalancing
2026-04-01,2026-05-01,False,4.634e-07,LoadBalancing-PublicIP-In
2026-04-01,2026-05-01,False,2.66207e-05,LoadBalancing-PublicIP-Out
2026-04-01,2026-05-01,False,2.7681359394,LoadBalancing:Application
2026-04-01,2026-05-01,False,16.2,LoadBalancing:Network
2026-04-01,2026-05-01,False,0.0142368,MX
2026-04-01,2026-05-01,False,0.845,MetricStorage
2026-04-01,2026-05-01,False,0.0229166683,MetricStorage:AWS/CloudWatchLogs
2026-04-01,2026-05-01,False,0.5816664552,MetricStorage:AWS/EC2
2026-04-01,2026-05-01,False,3.24e-05,NAPTR
2026-04-01,2026-05-01,False,0.0253292,NS
2026-04-01,2026-05-01,False,402.8662608265,NatGateway
2026-04-01,2026-05-01,False,64.5341419,NoOperation
2026-04-01,2026-05-01,False,0.0,Not Applicable
2026-04-01,2026-05-01,False,0.000318567,ObjectTagCount
2026-04-01,2026-05-01,False,1.282e-07,POST
2026-04-01,2026-05-01,False,0.0065584,PTR
2026-04-01,2026-05-01,False,0.0256468125,PayPerRequestThroughput
2026-04-01,2026-05-01,False,0.0,ProcessResourceHandlers
2026-04-01,2026-05-01,False,2.0807822039,PublicIP-In
2026-04-01,2026-05-01,False,0.0305456314,PublicIP-Out
2026-04-01,2026-05-01,False,0.0,Publish
2026-04-01,2026-05-01,False,0.0,PutDashboard
2026-04-01,2026-05-01,False,0.0,PutLogEvents
2026-04-01,2026-05-01,False,0.0,PutMetricData
2026-04-01,2026-05-01,False,1.79664,PutObject
2026-04-01,2026-05-01,False,7e-05,PutSecretValue
2026-04-01,2026-05-01,False,0.0,REQUEST_CERTIFICATE
2026-04-01,2026-05-01,False,0.0068919975,ReadACL
2026-04-01,2026-05-01,False,3.92e-05,ReadAccelerate
2026-04-01,2026-05-01,False,0.0010785568,ReadAccountPublicAccessBlock
2026-04-01,2026-05-01,False,2e-06,ReadBucketAbac
2026-04-01,2026-05-01,False,8e-07,ReadBucketAnalytics
2026-04-01,2026-05-01,False,3.8e-05,ReadBucketCors
2026-04-01,2026-05-01,False,2.4e-06,ReadBucketIntelligentTiering
2026-04-01,2026-05-01,False,1.6e-06,ReadBucketInventory
2026-04-01,2026-05-01,False,0.0003865503,ReadBucketLifecycle
2026-04-01,2026-05-01,False,1.20051e-05,ReadBucketObjectLockConfig
2026-04-01,2026-05-01,False,0.0007442884,ReadBucketOwnershipControls
2026-04-01,2026-05-01,False,0.0007628904,ReadBucketPolicy
2026-04-01,2026-05-01,False,2.04057e-05,ReadBucketPolicyStatus
2026-04-01,2026-05-01,False,0.0007580023,ReadBucketPublicAccessBlock
2026-04-01,2026-05-01,False,0.0003851504,ReadBucketReplication
2026-04-01,2026-05-01,False,0.0008688766,ReadBucketServerSideEncryption
2026-04-01,2026-05-01,False,4e-07,ReadBucketWebsite
2026-04-01,2026-05-01,False,0.0004038178,ReadCostAllocation
2026-04-01,2026-05-01,False,0.0007797068,ReadLocation
2026-04-01,2026-05-01,False,0.00079793,ReadLogProps
2026-04-01,2026-05-01,False,0.0068220822,ReadNotificationProps
2026-04-01,2026-05-01,False,6.4e-05,ReadObjectTagging
2026-04-01,2026-05-01,False,3.88e-05,ReadRequestPaymentProps
2026-04-01,2026-05-01,False,0.0008163972,ReadVersioningProps
2026-04-01,2026-05-01,False,130.0,RenewDomain
2026-04-01,2026-05-01,False,0.0,Request
2026-04-01,2026-05-01,False,5e-06,RestoreSecret
2026-04-01,2026-05-01,False,2.2906279859,RuleV2
2026-04-01,2026-05-01,False,1370.338650591,RunInstances
2026-04-01,2026-05-01,False,675.0688873645,RunInstances:SV080
2026-04-01,2026-05-01,False,0.0,SC-API-Call
2026-04-01,2026-05-01,False,0.0086012,SOA
2026-04-01,2026-05-01,False,4.8e-05,SPF
2026-04-01,2026-05-01,False,0.0038448,SRV
2026-04-01,2026-05-01,False,2.84e-05,SVCB
2026-04-01,2026-05-01,False,4.4073960308,SecretUsage
2026-04-01,2026-05-01,False,1.1521e-06,StandardPitrBackupStorage
2026-04-01,2026-05-01,False,1456.3961935387,StandardStorage
2026-04-01,2026-05-01,False,4.52052e-05,Storage
2026-04-01,2026-05-01,False,0.0,Subscribe
2026-04-01,2026-05-01,False,0.0,SubscriptionConfirmation
2026-04-01,2026-05-01,False,3.6e-06,TLSA
2026-04-01,2026-05-01,False,0.0189764,TXT
2026-04-01,2026-05-01,False,2.52e-05,UNSUPPORTED
2026-04-01,2026-05-01,False,0.4761489983,USW2-TimedStorage-ByteHrs
2026-04-01,2026-05-01,False,2.4829186226,Unknown
2026-04-01,2026-05-01,False,16.198465,UploadPart
2026-04-01,2026-05-01,False,50.4686252224,VpcEndpoint
2026-04-01,2026-05-01,False,5.726569964,WebACLV2
2026-04-01,2026-05-01,False,5e-06,WriteBucketOwnershipControls
2026-04-01,2026-05-01,False,3e-05,WriteBucketPolicy
2026-04-01,2026-05-01,False,2.5e-05,WriteBucketPublicAccessBlock
2026-04-01,2026-05-01,False,1.5e-05,WriteBucketServerSideEncryption
2026-04-01,2026-05-01,False,5e-06,WriteCostAllocation
2026-04-01,2026-05-01,False,1e-05,WriteObjectTagging
2026-04-01,2026-05-01,False,1.5e-05,WriteVersioningProps
2026-04-01,2026-05-01,False,0.0,active
2026-04-01,2026-05-01,False,2.28318264,aws-partition
2026-04-01,2026-05-01,False,1.9598086808,none
2026-05-01,2026-06-01,False,680.902151147,NoOperation
2026-05-01,2026-06-01,False,0.108856,A
2026-05-01,2026-06-01,False,0.0411888,AAAA
2026-05-01,2026-06-01,False,0.0003688,ANY
2026-05-01,2026-06-01,False,3.782322305,AllocateAddressVPC
2026-05-01,2026-06-01,False,68.070956925,AssociateAddressVPC
2026-05-01,2026-06-01,False,0.0016036,CAA
2026-05-01,2026-06-01,False,4.8e-06,CDNSKEY
2026-05-01,2026-06-01,False,2.4e-06,CDS
2026-05-01,2026-06-01,False,0.0050944,CNAME
2026-05-01,2026-06-01,False,5e-06,CancelRotateSecret
2026-05-01,2026-06-01,False,0.0,CognitoEssentialsOperation
2026-05-01,2026-06-01,False,0.0,CognitoUserPoolsM2MAppClientOp
2026-05-01,2026-06-01,False,0.02925,CognitoUserPoolsM2MTokenOp
2026-05-01,2026-06-01,False,0.5938469874,CompleteMultipartUpload
2026-05-01,2026-06-01,False,1.4737431324,CopyObject
2026-05-01,2026-06-01,False,0.0405257284,CopyObjectGet
2026-05-01,2026-06-01,False,26.3404280869,CopyPart
2026-05-01,2026-06-01,False,1.1957636451,CostDataStorage
2026-05-01,2026-06-01,False,0.0,CreateAlias
2026-05-01,2026-06-01,False,4.5e-05,CreateBucket
2026-05-01,2026-06-01,False,210.7092937331,CreateDBInstance:0014
2026-05-01,2026-06-01,False,1837.510201063,CreateDBInstance:0021
2026-05-01,2026-06-01,False,4675.5496062546,CreateFileSystem:Lustre
2026-05-01,2026-06-01,False,0.000453,CreateGrant
2026-05-01,2026-06-01,False,0.0,CreateKey
2026-05-01,2026-06-01,False,4e-05,CreateSecret
2026-05-01,2026-06-01,False,7.1079046419,CreateSnapshot
2026-05-01,2026-06-01,False,0.0,CreateTopic
2026-05-01,2026-06-01,False,338.1174000971,CreateVolume-Gp3
2026-05-01,2026-06-01,False,2.931451566,CurrentKeys
2026-05-01,2026-06-01,False,8.52e-05,DNAME
2026-05-01,2026-06-01,False,0.0175204,DNSKEY
2026-05-01,2026-06-01,False,1.7701599624,DashboardHour
2026-05-01,2026-06-01,False,0.000342,Decrypt
2026-05-01,2026-06-01,False,0.0,DeleteAlias
2026-05-01,2026-06-01,False,0.0,DeleteDashboards
2026-05-01,2026-06-01,False,2.5e-05,DeleteSecret
2026-05-01,2026-06-01,False,0.0,DeleteTopic
2026-05-01,2026-06-01,False,0.000489,DescribeKey
2026-05-01,2026-06-01,False,0.00093,DescribeSecret
2026-05-01,2026-06-01,False,0.0,EnableKeyRotation
2026-05-01,2026-06-01,False,0.0,Encrypt
2026-05-01,2026-06-01,False,0.0,Execution
2026-05-01,2026-06-01,False,55.1299283869,FargateTask
2026-05-01,2026-06-01,False,0.0,GET
2026-05-01,2026-06-01,False,0.0,GeneralPurposeBuckets
2026-05-01,2026-06-01,False,6.6e-05,GenerateDataKey
2026-05-01,2026-06-01,False,0.000225,GenerateDataKeyWithoutPlaintext
2026-05-01,2026-06-01,False,8.89e-07,GetBucketMetadataConfig
2026-05-01,2026-06-01,False,59.51,GetCostAndUsage
2026-05-01,2026-06-01,False,0.01,GetCostForecast
2026-05-01,2026-06-01,False,0.0,GetDashboard
2026-05-01,2026-06-01,False,0.0,GetDataProtectionPolicy
2026-05-01,2026-06-01,False,0.0,GetKeyLastUsage
2026-05-01,2026-06-01,False,0.000279,GetKeyPolicy
2026-05-01,2026-06-01,False,4.5e-05,GetKeyRotationStatus
2026-05-01,2026-06-01,False,1.28e-05,GetLensConfiguration
2026-05-01,2026-06-01,False,1.28e-05,GetLensConfigurationTagging
2026-05-01,2026-06-01,False,0.00054,GetMetricData
2026-05-01,2026-06-01,False,0.0,GetMetricStatistics
2026-05-01,2026-06-01,False,36.2702436517,GetObject
2026-05-01,2026-06-01,False,0.0,GetPublicKey
2026-05-01,2026-06-01,False,5e-05,GetRandomPassword
2026-05-01,2026-06-01,False,0.002565,GetResourcePolicy
2026-05-01,2026-06-01,False,0.01879,GetSecretValue
2026-05-01,2026-06-01,False,0.16,GetTags
2026-05-01,2026-06-01,False,0.0,GetTopicAttributes
2026-05-01,2026-06-01,False,81.78004052,GuardDuty-CloudTrailEvents
2026-05-01,2026-06-01,False,2.68406e-05,GuardDuty-LambdaNetworkLogs
2026-05-01,2026-06-01,False,25.71539421,GuardDuty-S3DataEvents
2026-05-01,2026-06-01,False,0.7659961896,GuardDuty-VPCFlowLogsDNSLogs
2026-05-01,2026-06-01,False,0.0,HEAD
2026-05-01,2026-06-01,False,2e-06,HINFO
2026-05-01,2026-06-01,False,0.0018352,HTTPS
2026-05-01,2026-06-01,False,0.026920808,HeadBucket
2026-05-01,2026-06-01,False,12.1994630587,HeadObject
2026-05-01,2026-06-01,False,14.5,HostedZone
2026-05-01,2026-06-01,False,0.0,Hourly
2026-05-01,2026-06-01,False,0.0,HourlyStorageMetering
2026-05-01,2026-06-01,False,0.5928933703,InitiateMultipartUpload
2026-05-01,2026-06-01,False,0.0083109069,InterZone-In
2026-05-01,2026-06-01,False,0.0358868683,InterZone-Out
2026-05-01,2026-06-01,False,0.0,Invalidations
2026-05-01,2026-06-01,False,0.0,Invocation
2026-05-01,2026-06-01,False,6.3428e-06,Invoke
2026-05-01,2026-06-01,False,0.0,List
2026-05-01,2026-06-01,False,0.01878,ListAGGrants
2026-05-01,2026-06-01,False,0.01872,ListAGLocations
2026-05-01,2026-06-01,False,0.01881,ListAGs
2026-05-01,2026-06-01,False,2.8974e-06,ListAccessPoints
2026-05-01,2026-06-01,False,0.000276,ListAliases
2026-05-01,2026-06-01,False,2.6865288194,ListAllMyBuckets
2026-05-01,2026-06-01,False,0.0022658,ListAllMyDirectoryBuckets
2026-05-01,2026-06-01,False,30.8751576305,ListBucket
2026-05-01,2026-06-01,False,8.934e-07,ListBucketTags
2026-05-01,2026-06-01,False,0.0002252108,ListBucketVersions
2026-05-01,2026-06-01,False,5e-06,ListDirectoryAccessPoints
2026-05-01,2026-06-01,False,9.6e-05,ListGrants
2026-05-01,2026-06-01,False,5.038e-06,ListJobs
2026-05-01,2026-06-01,False,0.000942,ListKeys
2026-05-01,2026-06-01,False,0.0026150045,ListLensConfigurations
2026-05-01,2026-06-01,False,0.000795,ListMRAPs
2026-05-01,2026-06-01,False,0.0,ListMetrics
2026-05-01,2026-06-01,False,0.000148831,ListMultipartUploads
2026-05-01,2026-06-01,False,1.0139e-05,ListParts
2026-05-01,2026-06-01,False,4.8e-05,ListResourceTags
