lane	output_class	shard	path	bytes	gib	undetermined
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL4-a_S28_L002_R2_001.fastq.gz	714007607	0.664971403	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL5-a_S29_L002_R1_001.fastq.gz	729297832	0.679211535	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL5-a_S29_L002_R2_001.fastq.gz	738863785	0.688120523	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL6-a_S30_L002_R1_001.fastq.gz	820237947	0.763906117	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL6-a_S30_L002_R2_001.fastq.gz	826931503	0.770139976	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL7-a_S31_L002_R1_001.fastq.gz	629318315	0.586098353	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL7-a_S31_L002_R2_001.fastq.gz	632409924	0.588977639	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL8-a_S32_L002_R1_001.fastq.gz	584700651	0.544544916	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL8-a_S32_L002_R2_001.fastq.gz	592463380	0.551774520	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL9-a_S33_L002_R1_001.fastq.gz	903318325	0.841280748	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/BUCCAL9-a_S33_L002_R2_001.fastq.gz	909775722	0.847294668	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-a_S1_L002_R1_001.fastq.gz	655815720	0.610775985	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-a_S1_L002_R2_001.fastq.gz	677186012	0.630678620	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-b_S2_L002_R1_001.fastq.gz	650057076	0.605412830	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-b_S2_L002_R2_001.fastq.gz	663690819	0.618110242	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-c_S3_L002_R1_001.fastq.gz	762589470	0.710216789	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG001-c_S3_L002_R2_001.fastq.gz	780406095	0.726809814	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-a_S4_L002_R1_001.fastq.gz	882208913	0.821621076	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-a_S4_L002_R2_001.fastq.gz	904463586	0.842347356	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-b_S5_L002_R1_001.fastq.gz	819060229	0.762809281	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-b_S5_L002_R2_001.fastq.gz	833931624	0.776659347	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-c_S6_L002_R1_001.fastq.gz	719651381	0.670227577	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG002-c_S6_L002_R2_001.fastq.gz	739881883	0.689068700	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-a_S7_L002_R1_001.fastq.gz	737861893	0.687187438	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-a_S7_L002_R2_001.fastq.gz	760511570	0.708281593	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-b_S8_L002_R1_001.fastq.gz	736878253	0.686271352	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-b_S8_L002_R2_001.fastq.gz	757928506	0.705875928	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-c_S9_L002_R1_001.fastq.gz	786101925	0.732114469	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG003-c_S9_L002_R2_001.fastq.gz	798651651	0.743802312	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-a_S10_L002_R1_001.fastq.gz	784591662	0.730707927	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-a_S10_L002_R2_001.fastq.gz	801296965	0.746265952	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-b_S11_L002_R1_001.fastq.gz	763853059	0.711393598	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-b_S11_L002_R2_001.fastq.gz	777464476	0.724070217	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-c_S12_L002_R1_001.fastq.gz	698435133	0.650468406	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG004-c_S12_L002_R2_001.fastq.gz	720352489	0.670880535	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-a_S13_L002_R1_001.fastq.gz	788015040	0.733896196	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-a_S13_L002_R2_001.fastq.gz	802394211	0.747287842	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-b_S14_L002_R1_001.fastq.gz	651951843	0.607177469	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-b_S14_L002_R2_001.fastq.gz	666590090	0.620810399	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-c_S15_L002_R1_001.fastq.gz	675251294	0.628876774	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG005-c_S15_L002_R2_001.fastq.gz	691672987	0.644170667	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-a_S16_L002_R1_001.fastq.gz	721886795	0.672309469	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-a_S16_L002_R2_001.fastq.gz	744073068	0.692972045	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-b_S17_L002_R1_001.fastq.gz	667222536	0.621399410	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-b_S17_L002_R2_001.fastq.gz	682558952	0.635682561	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-c_S18_L002_R1_001.fastq.gz	714878843	0.665782805	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG006-c_S18_L002_R2_001.fastq.gz	733772038	0.683378464	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-a_S19_L002_R1_001.fastq.gz	647934654	0.603436170	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-a_S19_L002_R2_001.fastq.gz	663070183	0.617532230	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-b_S20_L002_R1_001.fastq.gz	605773221	0.564170276	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-b_S20_L002_R2_001.fastq.gz	626449885	0.583426920	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-c_S21_L002_R1_001.fastq.gz	709933755	0.661177333	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/HG007-c_S21_L002_R2_001.fastq.gz	725907539	0.676054078	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA05115-a_S34_L002_R1_001.fastq.gz	933596348	0.869479354	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA05115-a_S34_L002_R2_001.fastq.gz	949126116	0.883942578	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA05212-a_S38_L002_R1_001.fastq.gz	797026342	0.742288625	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA05212-a_S38_L002_R2_001.fastq.gz	816633702	0.760549402	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA07439-a_S36_L002_R1_001.fastq.gz	745261050	0.694078440	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA07439-a_S36_L002_R2_001.fastq.gz	768257921	0.715495945	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA09216-a_S35_L002_R1_001.fastq.gz	700358825	0.652259984	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA09216-a_S35_L002_R2_001.fastq.gz	707512312	0.658922188	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA15849-a_S39_L002_R1_001.fastq.gz	764823678	0.712297557	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA15849-a_S39_L002_R2_001.fastq.gz	775623311	0.722355499	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA20208-a_S40_L002_R1_001.fastq.gz	834261534	0.776966600	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA20208-a_S40_L002_R2_001.fastq.gz	847275568	0.789086863	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA20241-a_S37_L002_R1_001.fastq.gz	765882720	0.713283867	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NA20241-a_S37_L002_R2_001.fastq.gz	780267602	0.726680832	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NTC_S41_L002_R1_001.fastq.gz	74213	0.000069116	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/NTC_S41_L002_R2_001.fastq.gz	111857	0.000104175	false
L002	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L002/0001_tiles0001-0098/Undetermined_S0_L002_R1_001.fastq.gz	7725166663	7.194622106	true
