chrom	length	bases	mean	min	max
chr9_KI270717v1_random	40062	268233	6.70	0	15
chr9_KI270717v1_random_region	40062	268233	6.70	0	15
chr9_KI270718v1_random	38054	492989	12.95	0	35
chr9_KI270718v1_random_region	38054	492989	12.95	0	35
chr9_KI270719v1_random	176845	3069865	17.36	1	46
chr9_KI270719v1_random_region	176845	3069865	17.36	1	46
chr9_KI270720v1_random	39050	403377	10.33	1	19
chr9_KI270720v1_random_region	39050	403377	10.33	1	19
chr11_KI270721v1_random	100316	824765	8.22	0	22
chr11_KI270721v1_random_region	100316	824765	8.22	0	22
chr14_GL000009v2_random	201709	6405692	31.76	0	56
chr14_GL000009v2_random_region	201709	6405692	31.76	0	56
chr14_GL000225v1_random	211173	28093129	133.03	0	590
chr14_GL000225v1_random_region	211173	28093129	133.03	0	590
chr14_KI270722v1_random	194050	1873600	9.66	0	31
chr14_KI270722v1_random_region	194050	1873600	9.66	0	31
chr14_GL000194v1_random	191469	5952907	31.09	3	71
chr14_GL000194v1_random_region	191469	5952907	31.09	3	71
chr14_KI270723v1_random	38115	734340	19.27	1	40
chr14_KI270723v1_random_region	38115	734340	19.27	1	40
chr14_KI270724v1_random	39555	614046	15.52	3	36
chr14_KI270724v1_random_region	39555	614046	15.52	3	36
chr14_KI270725v1_random	172810	2325897	13.46	1	38
chr14_KI270725v1_random_region	172810	2325897	13.46	1	38
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr15_KI270727v1_random	448248	1069142	2.39	0	19
chr15_KI270727v1_random_region	448248	1069142	2.39	0	19
chr16_KI270728v1_random	1872759	8353655	4.46	0	59
chr16_KI270728v1_random_region	1872759	8353655	4.46	0	59
chr17_GL000205v2_random	185591	5567098	30.00	0	81
chr17_GL000205v2_random_region	185591	5567098	30.00	0	81
chr17_KI270729v1_random	280839	7248787	25.81	0	718
chr17_KI270729v1_random_region	280839	7248787	25.81	0	718
chr17_KI270730v1_random	112551	2073324	18.42	0	101
chr17_KI270730v1_random_region	112551	2073324	18.42	0	101
chr22_KI270731v1_random	150754	1655060	10.98	0	34
chr22_KI270731v1_random_region	150754	1655060	10.98	0	34
chr22_KI270732v1_random	41543	1459627	35.14	5	52
chr22_KI270732v1_random_region	41543	1459627	35.14	5	52
chr22_KI270733v1_random	179772	40657994	226.16	2	976
chr22_KI270733v1_random_region	179772	40657994	226.16	2	976
chr22_KI270734v1_random	165050	1823627	11.05	0	31
chr22_KI270734v1_random_region	165050	1823627	11.05	0	31
chr22_KI270735v1_random	42811	1277035	29.83	8	53
chr22_KI270735v1_random_region	42811	1277035	29.83	8	53
chr22_KI270736v1_random	181920	3171092	17.43	0	151
chr22_KI270736v1_random_region	181920	3171092	17.43	0	151
chr22_KI270737v1_random	103838	600717	5.79	0	14
chr22_KI270737v1_random_region	103838	600717	5.79	0	14
chr22_KI270738v1_random	99375	1312499	13.21	0	36
chr22_KI270738v1_random_region	99375	1312499	13.21	0	36
chr22_KI270739v1_random	73985	207819	2.81	0	12
chr22_KI270739v1_random_region	73985	207819	2.81	0	12
chrY_KI270740v1_random	37240	174848	4.70	0	9
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	3874	1.70	1	2
chrUn_KI270302v1_region	2274	3874	1.70	1	2
chrUn_KI270322v1	21476	1175	0.05	0	1
chrUn_KI270322v1_region	21476	1175	0.05	0	1
chrUn_KI270320v1	4416	139378	31.56	15	38
chrUn_KI270320v1_region	4416	139378	31.56	15	38
chrUn_KI270315v1	2276	6808	2.99	2	3
chrUn_KI270315v1_region	2276	6808	2.99	2	3
chrUn_KI270311v1	12399	27111	2.19	0	18
chrUn_KI270311v1_region	12399	27111	2.19	0	18
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	3066	1.43	0	2
chrUn_KI270418v1_region	2145	3066	1.43	0	2
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	9846	4.82	2	7
chrUn_KI270417v1_region	2043	9846	4.82	2	7
chrUn_KI270422v1	1445	10906	7.55	7	8
chrUn_KI270422v1_region	1445	10906	7.55	7	8
chrUn_KI270423v1	981	750	0.76	0	1
chrUn_KI270423v1_region	981	750	0.76	0	1
chrUn_KI270429v1	1361	2624	1.93	1	2
chrUn_KI270429v1_region	1361	2624	1.93	1	2
chrUn_KI270442v1	392061	13171397	33.60	0	97
chrUn_KI270442v1_region	392061	13171397	33.60	0	97
chrUn_KI270466v1	1233	292495	237.22	34	278
chrUn_KI270466v1_region	1233	292495	237.22	34	278
chrUn_KI270465v1	1774	13303	7.50	3	8
chrUn_KI270465v1_region	1774	13303	7.50	3	8
chrUn_KI270467v1	3920	11293245	2880.93	20	3763
chrUn_KI270467v1_region	3920	11293245	2880.93	20	3763
chrUn_KI270435v1	92983	1309077	14.08	1	65
chrUn_KI270435v1_region	92983	1309077	14.08	1	65
chrUn_KI270438v1	112505	78118906	694.36	0	7941
chrUn_KI270438v1_region	112505	78118906	694.36	0	7941
chrUn_KI270468v1	4055	44251	10.91	8	13
chrUn_KI270468v1_region	4055	44251	10.91	8	13
chrUn_KI270510v1	2415	116587	48.28	43	52
chrUn_KI270510v1_region	2415	116587	48.28	43	52
chrUn_KI270509v1	2318	12357	5.33	4	7
chrUn_KI270509v1_region	2318	12357	5.33	4	7
chrUn_KI270518v1	2186	15156	6.93	4	8
chrUn_KI270518v1_region	2186	15156	6.93	4	8
chrUn_KI270508v1	1951	109448	56.10	30	61
chrUn_KI270508v1_region	1951	109448	56.10	30	61
chrUn_KI270516v1	1300	25605	19.70	18	21
chrUn_KI270516v1_region	1300	25605	19.70	18	21
chrUn_KI270512v1	22689	372429	16.41	0	35
chrUn_KI270512v1_region	22689	372429	16.41	0	35
chrUn_KI270519v1	138126	3660049	26.50	0	114
chrUn_KI270519v1_region	138126	3660049	26.50	0	114
chrUn_KI270522v1	5674	33107	5.83	4	8
chrUn_KI270522v1_region	5674	33107	5.83	4	8
chrUn_KI270511v1	8127	152185	18.73	0	22
chrUn_KI270511v1_region	8127	152185	18.73	0	22
chrUn_KI270515v1	6361	238962	37.57	20	44
chrUn_KI270515v1_region	6361	238962	37.57	20	44
chrUn_KI270507v1	5353	73618	13.75	4	19
chrUn_KI270507v1_region	5353	73618	13.75	4	19
chrUn_KI270517v1	3253	93843	28.85	17	33
chrUn_KI270517v1_region	3253	93843	28.85	17	33
chrUn_KI270529v1	1899	0	0.00	0	0
chrUn_KI270529v1_region	1899	0	0.00	0	0
chrUn_KI270528v1	2983	5877	1.97	0	3
chrUn_KI270528v1_region	2983	5877	1.97	0	3
chrUn_KI270530v1	2168	8956	4.13	3	5
chrUn_KI270530v1_region	2168	8956	4.13	3	5
chrUn_KI270538v1	91309	2698695	29.56	0	136
chrUn_KI270538v1_region	91309	2698695	29.56	0	136
chrUn_KI270544v1	1202	3466	2.88	0	3
chrUn_KI270544v1_region	1202	3466	2.88	0	3
chrUn_KI270583v1	1400	0	0.00	0	0
chrUn_KI270583v1_region	1400	0	0.00	0	0
chrUn_KI270587v1	2969	48514	16.34	8	21
chrUn_KI270587v1_region	2969	48514	16.34	8	21
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	10568	1.50	0	4
chrUn_KI270581v1_region	7046	10568	1.50	0	4
chrUn_KI270579v1	31033	166141	5.35	0	12
chrUn_KI270579v1_region	31033	166141	5.35	0	12
chrUn_KI270589v1	44474	457941	10.30	0	69
chrUn_KI270589v1_region	44474	457941	10.30	0	69
chrUn_KI270590v1	4685	180365	38.50	0	53
chrUn_KI270590v1_region	4685	180365	38.50	0	53
chrUn_KI270584v1	4513	59633	13.21	6	20
chrUn_KI270584v1_region	4513	59633	13.21	6	20
chrUn_KI270582v1	6504	24168	3.72	0	5
chrUn_KI270582v1_region	6504	24168	3.72	0	5
chrUn_KI270588v1	6158	74934	12.17	0	19
chrUn_KI270588v1_region	6158	74934	12.17	0	19
chrUn_KI270593v1	3041	7915	2.60	2	3
chrUn_KI270593v1_region	3041	7915	2.60	2	3
chrUn_KI270591v1	5796	208673	36.00	24	45
chrUn_KI270591v1_region	5796	208673	36.00	24	45
chrUn_KI270330v1	1652	4868	2.95	0	3
chrUn_KI270330v1_region	1652	4868	2.95	0	3
chrUn_KI270334v1	1368	3952	2.89	2	3
chrUn_KI270334v1_region	1368	3952	2.89	2	3
chrUn_KI270333v1	2699	901300	333.94	22	365
chrUn_KI270333v1_region	2699	901300	333.94	22	365
chrUn_KI270338v1	1428	0	0.00	0	0
chrUn_KI270338v1_region	1428	0	0.00	0	0
chrUn_KI270336v1	1026	1026	1.00	1	1
chrUn_KI270336v1_region	1026	1026	1.00	1	1
chrUn_KI270337v1	1121	17933	16.00	0	18
chrUn_KI270337v1_region	1121	17933	16.00	0	18
chrUn_KI270364v1	2855	1264	0.44	0	1
chrUn_KI270364v1_region	2855	1264	0.44	0	1
chrUn_KI270362v1	3530	0	0.00	0	0
chrUn_KI270362v1_region	3530	0	0.00	0	0
chrUn_KI270366v1	8320	18664	2.24	0	5
chrUn_KI270366v1_region	8320	18664	2.24	0	5
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	4818	4.96	0	5
chrUn_KI270392v1_region	971	4818	4.96	0	5
chrUn_KI270382v1	4215	2629	0.62	0	1
chrUn_KI270382v1_region	4215	2629	0.62	0	1
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	110313	13.80	5	18
chrUn_KI270448v1_region	7992	110313	13.80	5	18
chrUn_KI270521v1	7642	89344	11.69	7	16
chrUn_KI270521v1_region	7642	89344	11.69	7	16
chrUn_GL000195v1	182896	4289491	23.45	0	57
chrUn_GL000195v1_region	182896	4289491	23.45	0	57
chrUn_GL000219v1	179198	2619081	14.62	2	62
chrUn_GL000219v1_region	179198	2619081	14.62	2	62
chrUn_GL000220v1	161802	39025985	241.20	0	1385
chrUn_GL000220v1_region	161802	39025985	241.20	0	1385
chrUn_GL000224v1	179693	10239265	56.98	2	683
chrUn_GL000224v1_region	179693	10239265	56.98	2	683
chrUn_KI270741v1	157432	698979	4.44	0	17
chrUn_KI270741v1_region	157432	698979	4.44	0	17
chrUn_GL000226v1	15008	4661451	310.60	86	418
chrUn_GL000226v1_region	15008	4661451	310.60	86	418
chrUn_GL000213v1	164239	507319	3.09	0	9
chrUn_GL000213v1_region	164239	507319	3.09	0	9
chrUn_KI270743v1	210658	3531312	16.76	0	55
chrUn_KI270743v1_region	210658	3531312	16.76	0	55
chrUn_KI270744v1	168472	8285812	49.18	0	705
chrUn_KI270744v1_region	168472	8285812	49.18	0	705
chrUn_KI270745v1	41891	163373	3.90	0	9
chrUn_KI270745v1_region	41891	163373	3.90	0	9
chrUn_KI270746v1	66486	2149529	32.33	6	63
chrUn_KI270746v1_region	66486	2149529	32.33	6	63
chrUn_KI270747v1	198735	1143863	5.76	0	17
chrUn_KI270747v1_region	198735	1143863	5.76	0	17
chrUn_KI270748v1	93321	352759	3.78	0	13
chrUn_KI270748v1_region	93321	352759	3.78	0	13
chrUn_KI270749v1	158759	2605781	16.41	1	40
chrUn_KI270749v1_region	158759	2605781	16.41	1	40
chrUn_KI270750v1	148850	2804288	18.84	1	39
chrUn_KI270750v1_region	148850	2804288	18.84	1	39
chrUn_KI270751v1	150742	3783380	25.10	0	78
chrUn_KI270751v1_region	150742	3783380	25.10	0	78
chrUn_KI270753v1	62944	951975	15.12	1	30
chrUn_KI270753v1_region	62944	951975	15.12	1	30
chrUn_KI270754v1	40191	2306174	57.38	3	127
chrUn_KI270754v1_region	40191	2306174	57.38	3	127
chrUn_KI270755v1	36723	285883	7.78	0	16
chrUn_KI270755v1_region	36723	285883	7.78	0	16
chrUn_KI270756v1	79590	793320	9.97	0	47
chrUn_KI270756v1_region	79590	793320	9.97	0	47
chrUn_KI270757v1	71251	3014879	42.31	0	133
chrUn_KI270757v1_region	71251	3014879	42.31	0	133
chrUn_GL000214v1	137718	6791345	49.31	1	365
chrUn_GL000214v1_region	137718	6791345	49.31	1	365
chrUn_KI270742v1	186739	5290262	28.33	5	63
chrUn_KI270742v1_region	186739	5290262	28.33	5	63
chrUn_GL000216v2	176608	10467550	59.27	0	500
chrUn_GL000216v2_region	176608	10467550	59.27	0	500
chrUn_GL000218v1	161147	3296077	20.45	4	43
chrUn_GL000218v1_region	161147	3296077	20.45	4	43
chrEBV	171823	19152162	111.46	53	216
chrEBV_region	171823	19152162	111.46	53	216
total	3099803865	31141960445	10.05	0	9903
total_region	2889582738	30064840040	10.40	0	9903
