status	returncode	analysis_id	source_path	destination_s3_uri	receipt_path
skipped_existing_success	0	ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_snv_alignstats_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_snv_alignstats_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_run_qc_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_run_qc_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_run_qc_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_run_qc_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_snv_alignstats_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_snv_alignstats_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_roche_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_roche_snv_alignstats_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_roche_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_roche_snv_alignstats_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_simple-test_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_simple-test_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_simple-test_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_simple-test_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_simple-test_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_simple-test_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_simple-test_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_simple-test_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_run_qc_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_run_qc_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_run_qc_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T101303Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_run_qc_20260609T101303Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_snv_alignstats_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_snv_alignstats_20260609T083613Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z/fsx_export.yaml
failed	1	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z/fsx_export.yaml
failed	1	ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z	/fsx/analysis_results/ubuntu/ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z/fsx_export.yaml
failed	1	ont_hg003_5x_current_model_concordance_20260610T031836Z	/fsx/analysis_results/ubuntu/ont_hg003_5x_current_model_concordance_20260610T031836Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ont_hg003_5x_current_model_concordance_20260610T031836Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ont_hg003_5x_current_model_concordance_20260610T031836Z/fsx_export.yaml
failed	1	ont_hg003_5x_old_model_concordance_20260610T031836Z	/fsx/analysis_results/ubuntu/ont_hg003_5x_old_model_concordance_20260610T031836Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ont_hg003_5x_old_model_concordance_20260610T031836Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ont_hg003_5x_old_model_concordance_20260610T031836Z/fsx_export.yaml
failed	1	pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z	/fsx/analysis_results/ubuntu/pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z/fsx_export.yaml
failed	1	pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z	/fsx/analysis_results/ubuntu/pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z/fsx_export.yaml
failed	1	pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z	/fsx/analysis_results/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z/fsx_export.yaml
failed	1	pg_ultima_hg003_30x_pangenome_concordance_20260609T194248Z	/fsx/analysis_results/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T194248Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T194248Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/pg_ultima_hg003_30x_pangenome_concordance_20260609T194248Z/fsx_export.yaml
failed	1	pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z	/fsx/analysis_results/ubuntu/pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z/fsx_export.yaml
