results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	864
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	365
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1600
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	328
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA03986-DMPK-chip1-chip2-barcode20-PF-ILMN-NOVASEQ.SMN1.yaml	1892
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	844
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	407
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1642
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	349
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA03986-DMPK-chip4-only-sub-for-missing-chip3-barcode20-PF-ILMN-NOVASEQ.SMN1.yaml	2060
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	864
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	364
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1589
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	321
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA05164-DMPK-chip1-chip2-barcode21-PF-ILMN-NOVASEQ.SMN1.yaml	1891
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	844
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	406
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1631
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	342
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA05164-DMPK-chip4-only-sub-for-missing-chip3-barcode21-PF-ILMN-NOVASEQ.SMN1.yaml	2060
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	861
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	330
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1576
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	316
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.SMN1.yaml	1880
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.hapsma.summary.tsv	778
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/sma_finder/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.sma_finder.summary.tsv	330
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smaca/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.smaca.summary.tsv	1576
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/smn12/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na.smn12.summary.tsv	316
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.SMN1.yaml	1883
results/day/hg38_broad/other_reports/htd_calls_mqc.tsv	43474
results/day/hg38_broad/other_reports/smn12_orthogonal_calls_mqc.tsv	45686
smn12_evidence_file_manifest.tsv	108022
variant_call_file_manifest.tsv	51989
