chrom	length	bases	mean	min	max
chr17_GL000205v2_random	185591	3233342	17.42	0	46
chr17_GL000205v2_random_region	185591	3233342	17.42	0	46
chr17_KI270729v1_random	280839	3776800	13.45	0	361
chr17_KI270729v1_random_region	280839	3776800	13.45	0	361
chr17_KI270730v1_random	112551	1150192	10.22	0	56
chr17_KI270730v1_random_region	112551	1150192	10.22	0	56
chr22_KI270731v1_random	150754	832267	5.52	0	22
chr22_KI270731v1_random_region	150754	832267	5.52	0	22
chr22_KI270732v1_random	41543	785915	18.92	4	26
chr22_KI270732v1_random_region	41543	785915	18.92	4	26
chr22_KI270733v1_random	179772	20513061	114.11	0	512
chr22_KI270733v1_random_region	179772	20513061	114.11	0	512
chr22_KI270734v1_random	165050	871058	5.28	0	17
chr22_KI270734v1_random_region	165050	871058	5.28	0	17
chr22_KI270735v1_random	42811	619793	14.48	2	27
chr22_KI270735v1_random_region	42811	619793	14.48	2	27
chr22_KI270736v1_random	181920	1560550	8.58	0	80
chr22_KI270736v1_random_region	181920	1560550	8.58	0	80
chr22_KI270737v1_random	103838	326863	3.15	0	9
chr22_KI270737v1_random_region	103838	326863	3.15	0	9
chr22_KI270738v1_random	99375	696746	7.01	0	19
chr22_KI270738v1_random_region	99375	696746	7.01	0	19
chr22_KI270739v1_random	73985	121000	1.64	0	8
chr22_KI270739v1_random_region	73985	121000	1.64	0	8
chrY_KI270740v1_random	37240	129890	3.49	0	6
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	3874	1.70	1	2
chrUn_KI270302v1_region	2274	3874	1.70	1	2
chrUn_KI270322v1	21476	1175	0.05	0	1
chrUn_KI270322v1_region	21476	1175	0.05	0	1
chrUn_KI270320v1	4416	61892	14.02	6	17
chrUn_KI270320v1_region	4416	61892	14.02	6	17
chrUn_KI270311v1	12399	16253	1.31	0	11
chrUn_KI270311v1_region	12399	16253	1.31	0	11
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	2032	0.95	0	1
chrUn_KI270418v1_region	2145	2032	0.95	0	1
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	6441	3.15	2	4
chrUn_KI270417v1_region	2043	6441	3.15	2	4
chrUn_KI270422v1	1445	5524	3.82	3	4
chrUn_KI270422v1_region	1445	5524	3.82	3	4
chrUn_KI270423v1	981	0	0.00	0	0
chrUn_KI270423v1_region	981	0	0.00	0	0
chrUn_KI270429v1	1361	1263	0.93	0	1
chrUn_KI270429v1_region	1361	1263	0.93	0	1
chrUn_KI270442v1	392061	6173045	15.75	0	44
chrUn_KI270442v1_region	392061	6173045	15.75	0	44
chrUn_KI270466v1	1233	142508	115.58	14	134
chrUn_KI270466v1_region	1233	142508	115.58	14	134
chrUn_KI270465v1	1774	5317	3.00	2	3
chrUn_KI270465v1_region	1774	5317	3.00	2	3
chrUn_KI270467v1	3920	5867085	1496.71	12	1957
chrUn_KI270467v1_region	3920	5867085	1496.71	12	1957
chrUn_KI270435v1	92983	616793	6.63	1	28
chrUn_KI270435v1_region	92983	616793	6.63	1	28
chrUn_KI270438v1	112505	39736047	353.19	0	4167
chrUn_KI270438v1_region	112505	39736047	353.19	0	4167
chrUn_KI270468v1	4055	32505	8.02	5	10
chrUn_KI270468v1_region	4055	32505	8.02	5	10
chrUn_KI270510v1	2415	48308	20.00	16	23
chrUn_KI270510v1_region	2415	48308	20.00	16	23
chrUn_KI270509v1	2318	10039	4.33	3	6
chrUn_KI270509v1_region	2318	10039	4.33	3	6
chrUn_KI270518v1	2186	6059	2.77	1	3
chrUn_KI270518v1_region	2186	6059	2.77	1	3
chrUn_KI270508v1	1951	55337	28.36	17	30
chrUn_KI270508v1_region	1951	55337	28.36	17	30
chrUn_KI270516v1	1300	13975	10.75	10	11
chrUn_KI270516v1_region	1300	13975	10.75	10	11
chrUn_KI270512v1	22689	197706	8.71	0	18
chrUn_KI270512v1_region	22689	197706	8.71	0	18
chrUn_KI270519v1	138126	1897428	13.74	0	61
chrUn_KI270519v1_region	138126	1897428	13.74	0	61
chrUn_KI270522v1	5674	26983	4.76	3	7
chrUn_KI270522v1_region	5674	26983	4.76	3	7
chrUn_KI270511v1	8127	76047	9.36	0	12
chrUn_KI270511v1_region	8127	76047	9.36	0	12
chrUn_KI270515v1	6361	109018	17.14	7	22
chrUn_KI270515v1_region	6361	109018	17.14	7	22
chrUn_KI270507v1	5353	30105	5.62	2	9
chrUn_KI270507v1_region	5353	30105	5.62	2	9
chrUn_KI270517v1	3253	39312	12.08	9	14
chrUn_KI270517v1_region	3253	39312	12.08	9	14
chrUn_KI270528v1	2983	5877	1.97	0	3
chrUn_KI270528v1_region	2983	5877	1.97	0	3
chrUn_KI270530v1	2168	6788	3.13	2	4
chrUn_KI270530v1_region	2168	6788	3.13	2	4
chrUn_KI270538v1	91309	1440511	15.78	0	77
chrUn_KI270538v1_region	91309	1440511	15.78	0	77
chrUn_KI270544v1	1202	3466	2.88	0	3
chrUn_KI270544v1_region	1202	3466	2.88	0	3
chrUn_KI270583v1	1400	0	0.00	0	0
chrUn_KI270583v1_region	1400	0	0.00	0	0
chrUn_KI270587v1	2969	32053	10.80	6	14
chrUn_KI270587v1_region	2969	32053	10.80	6	14
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	7604	1.08	0	3
chrUn_KI270581v1_region	7046	7604	1.08	0	3
chrUn_KI270579v1	31033	108680	3.50	0	8
chrUn_KI270579v1_region	31033	108680	3.50	0	8
chrUn_KI270589v1	44474	248197	5.58	0	35
chrUn_KI270589v1_region	44474	248197	5.58	0	35
chrUn_KI270590v1	4685	89886	19.19	0	30
chrUn_KI270590v1_region	4685	89886	19.19	0	30
chrUn_KI270584v1	4513	22906	5.08	3	7
chrUn_KI270584v1_region	4513	22906	5.08	3	7
chrUn_KI270582v1	6504	18700	2.88	0	4
chrUn_KI270582v1_region	6504	18700	2.88	0	4
chrUn_KI270588v1	6158	47416	7.70	0	13
chrUn_KI270588v1_region	6158	47416	7.70	0	13
chrUn_KI270593v1	3041	4874	1.60	1	2
chrUn_KI270593v1_region	3041	4874	1.60	1	2
chrUn_KI270591v1	5796	105260	18.16	12	23
chrUn_KI270591v1_region	5796	105260	18.16	12	23
chrUn_KI270330v1	1652	1651	1.00	0	1
chrUn_KI270330v1_region	1652	1651	1.00	0	1
chrUn_KI270334v1	1368	2736	2.00	2	2
chrUn_KI270334v1_region	1368	2736	2.00	2	2
chrUn_KI270333v1	2699	462353	171.31	11	188
chrUn_KI270333v1_region	2699	462353	171.31	11	188
chrUn_KI270338v1	1428	0	0.00	0	0
chrUn_KI270338v1_region	1428	0	0.00	0	0
chrUn_KI270336v1	1026	0	0.00	0	0
chrUn_KI270336v1_region	1026	0	0.00	0	0
chrUn_KI270337v1	1121	5191	4.63	0	5
chrUn_KI270337v1_region	1121	5191	4.63	0	5
chrUn_KI270364v1	2855	1264	0.44	0	1
chrUn_KI270364v1_region	2855	1264	0.44	0	1
chrUn_KI270362v1	3530	0	0.00	0	0
chrUn_KI270362v1_region	3530	0	0.00	0	0
chrUn_KI270366v1	8320	16475	1.98	0	4
chrUn_KI270366v1_region	8320	16475	1.98	0	4
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	3849	3.96	0	4
chrUn_KI270392v1_region	971	3849	3.96	0	4
chrUn_KI270382v1	4215	0	0.00	0	0
chrUn_KI270382v1_region	4215	0	0.00	0	0
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	54061	6.76	2	11
chrUn_KI270448v1_region	7992	54061	6.76	2	11
chrUn_KI270521v1	7642	33091	4.33	2	7
chrUn_KI270521v1_region	7642	33091	4.33	2	7
chrUn_GL000195v1	182896	2228010	12.18	0	32
chrUn_GL000195v1_region	182896	2228010	12.18	0	32
chrUn_GL000219v1	179198	1332048	7.43	1	29
chrUn_GL000219v1_region	179198	1332048	7.43	1	29
chrUn_GL000220v1	161802	20021579	123.74	0	723
chrUn_GL000220v1_region	161802	20021579	123.74	0	723
chrUn_GL000224v1	179693	5266114	29.31	1	349
chrUn_GL000224v1_region	179693	5266114	29.31	1	349
chrUn_KI270741v1	157432	449115	2.85	0	12
chrUn_KI270741v1_region	157432	449115	2.85	0	12
chrUn_GL000226v1	15008	2202958	146.79	39	201
chrUn_GL000226v1_region	15008	2202958	146.79	39	201
chrUn_GL000213v1	164239	257947	1.57	0	5
chrUn_GL000213v1_region	164239	257947	1.57	0	5
chrUn_KI270743v1	210658	1714571	8.14	0	26
chrUn_KI270743v1_region	210658	1714571	8.14	0	26
chrUn_KI270744v1	168472	4176174	24.79	0	348
chrUn_KI270744v1_region	168472	4176174	24.79	0	348
chrUn_KI270745v1	41891	33169	0.79	0	2
chrUn_KI270745v1_region	41891	33169	0.79	0	2
chrUn_KI270746v1	66486	1150343	17.30	2	32
chrUn_KI270746v1_region	66486	1150343	17.30	2	32
chrUn_KI270747v1	198735	621654	3.13	0	11
chrUn_KI270747v1_region	198735	621654	3.13	0	11
chrUn_KI270748v1	93321	189174	2.03	0	6
chrUn_KI270748v1_region	93321	189174	2.03	0	6
chrUn_KI270749v1	158759	1288925	8.12	1	23
chrUn_KI270749v1_region	158759	1288925	8.12	1	23
chrUn_KI270750v1	148850	1446686	9.72	0	23
chrUn_KI270750v1_region	148850	1446686	9.72	0	23
chrUn_KI270751v1	150742	1742319	11.56	0	41
chrUn_KI270751v1_region	150742	1742319	11.56	0	41
chrUn_KI270753v1	62944	521538	8.29	1	19
chrUn_KI270753v1_region	62944	521538	8.29	1	19
chrUn_KI270754v1	40191	1165577	29.00	1	66
chrUn_KI270754v1_region	40191	1165577	29.00	1	66
chrUn_KI270755v1	36723	114362	3.11	0	7
chrUn_KI270755v1_region	36723	114362	3.11	0	7
chrUn_KI270756v1	79590	447283	5.62	0	29
chrUn_KI270756v1_region	79590	447283	5.62	0	29
chrUn_KI270757v1	71251	1517966	21.30	0	66
chrUn_KI270757v1_region	71251	1517966	21.30	0	66
chrUn_GL000214v1	137718	3456725	25.10	0	180
chrUn_GL000214v1_region	137718	3456725	25.10	0	180
chrUn_KI270742v1	186739	2348640	12.58	0	37
chrUn_KI270742v1_region	186739	2348640	12.58	0	37
chrUn_GL000216v2	176608	5247414	29.71	0	251
chrUn_GL000216v2_region	176608	5247414	29.71	0	251
chrUn_GL000218v1	161147	1503068	9.33	1	21
chrUn_GL000218v1_region	161147	1503068	9.33	1	21
chrEBV	171823	9588779	55.81	30	117
chrEBV_region	171823	9588779	55.81	30	117
total	3099799690	16035854307	5.17	0	5219
total_region	2889578563	15485769352	5.36	0	5219
