export_status	cluster	owner	analysis_id	fsx_path	expected_s3_uri	immediate_entry_count	s3_prefix_exists	s3_sample_object_count	s3_sample_total_bytes	s3_sample_is_truncated	mtime_utc	s3_latest_last_modified_utc	has_dayoa_checkout	has_snakemake_state	has_day_cmd_log	tmux_match	process_match
not_exported	dyecX4	ubuntu	ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:46:23+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ont_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_run_qc_20260609T083613Z/	1	False	0	0	False	2026-06-09T10:01:01+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ont_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:23:06+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T082907Z/	1	False	0	0	False	2026-06-09T08:35:33+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T083613Z/	1	False	0	0	False	2026-06-09T08:49:57+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:46:44+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_pacbio_snv_alignstats_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:28:43+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_roche_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:47:07+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_roche_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_roche_snv_alignstats_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:35:10+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_simple-test_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_simple-test_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_simple-test_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:42:40+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_simple-test_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_simple-test_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_simple-test_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:01:13+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:53:25+00:00		True	False	False	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T083613Z/	1	False	0	0	False	2026-06-09T10:07:17+00:00		True	False	False	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_run_qc_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_run_qc_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_run_qc_20260609T101303Z/	1	False	0	0	False	2026-06-09T10:23:59+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:44:52+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:17:27+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T063015Z/	1	False	0	0	False	2026-06-09T07:39:03+00:00		True	False	False	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T082907Z/	1	False	0	0	False	2026-06-09T08:33:47+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ultima_snv_alignstats_kitchensink_20260609T083613Z/	1	False	0	0	False	2026-06-09T08:44:19+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	clone_probe_20260611T2232	/fsx/analysis_results/ubuntu/clone_probe_20260611T2232	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/clone_probe_20260611T2232/	1	False	0	0	False	2026-06-11T22:30:43+00:00		True	False	False	False	False
not_exported	dyecX4	ubuntu	config	/fsx/analysis_results/ubuntu/config	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/config/	2	False	0	0	False	2026-06-15T08:08:18+00:00		False	False	False	False	False
not_exported	dyecX4	ubuntu	hiomr_smn12_smoke_na00232_chip12_20260611T223200Z	/fsx/analysis_results/ubuntu/hiomr_smn12_smoke_na00232_chip12_20260611T223200Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_smoke_na00232_chip12_20260611T223200Z/	1	False	0	0	False	2026-06-11T22:33:55+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z	/fsx/analysis_results/ubuntu/ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ilmn_hg002_hg003_30x_oldhg38_solo_concordance_20260610T030657Z/	1	False	0	0	False	2026-06-10T03:07:22+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ont_hg003_5x_current_model_concordance_20260610T031836Z	/fsx/analysis_results/ubuntu/ont_hg003_5x_current_model_concordance_20260610T031836Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ont_hg003_5x_current_model_concordance_20260610T031836Z/	1	False	0	0	False	2026-06-10T03:19:58+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ont_hg003_5x_old_model_concordance_20260610T031836Z	/fsx/analysis_results/ubuntu/ont_hg003_5x_old_model_concordance_20260610T031836Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ont_hg003_5x_old_model_concordance_20260610T031836Z/	1	False	0	0	False	2026-06-10T03:24:50+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z	/fsx/analysis_results/ubuntu/pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ilmn_hg002_hg003_30x_latest_ilmn_model_20260610T025238Z/	1	False	0	0	False	2026-06-10T02:53:36+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z	/fsx/analysis_results/ubuntu/pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ilmn_hg002_hg003_30x_pangenome_concordance_20260609T200121Z/	1	False	0	0	False	2026-06-09T20:02:33+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z	/fsx/analysis_results/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/pg_ultima_hg003_30x_pangenome_concordance_20260609T193111Z/	1	False	0	0	False	2026-06-09T19:35:10+00:00		True	True	True	False	False
