na	unit	barcode	caller	file_name	is_index	size_bytes	relative_path	s3_uri
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz	no	23078	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi	yes	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz	no	22845	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi	yes	72	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz	no	28418	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi	yes	77	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz	no	28168	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi	yes	77	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz	no	31012	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi	yes	448	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz	no	30332	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi	yes	439	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz	no	30129	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz.tbi	yes	443	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.filter.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz	no	30852	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz.tbi	yes	556	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.snv.vcf	no	324442	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.snv.vcf	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.gatk.snv.vcf
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz	no	24802	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz.tbi	yes	434	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz	no	24509	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz
NA00232	chip1-chip2	barcode18	HapSMA	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz.tbi	yes	437	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz.tbi	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz.tbi
NA00232	chip1-chip2	barcode18	Sentieon HiOMR segdup SMN1	HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz	no	22623	results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/daylily-omics-analysis/results/day/hg38_broad/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA00232-SMN-chip1-chip2-barcode18-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz
