source_s3_uri	dest_s3_uri	source_key	dest_key	class	bytes	reason	manifest_refs
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram	cram	5260585144	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/docs/plans/20260526T161602Z_splitdra_ref_inputs/batch1_configs/ont_snv_alignstats/20260526T163421Z_4fd1b32b_units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hiomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram.crai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram.crai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram.crai	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ont/HG003_5x.cleaned.cram.crai	cram	34592	cram_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/docs/plans/20260526T161602Z_splitdra_ref_inputs/batch1_configs/ont_snv_alignstats/20260526T163421Z_4fd1b32b_units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hiomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam	bam	1396601771	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam.bai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam.bai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam.bai	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/1p0x/HG003_1p0x.bam.bai	bam	16	bam_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam	bam	4158983760	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ilmn_pb/hg003/3x/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_pb/hg003/3x/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam.bai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam.bai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam.bai	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/3p0x/HG003_3p0x.bam.bai	bam	16	bam_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ilmn_pb/hg003/3x/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_pb/hg003/3x/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam	bam	6915253876	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam.bai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam.bai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam.bai	genomic_data/organism_reads_slim/bam/H_sapiens/giab/agbt_2026/pacbio/HG003/R0-HG003-D0-0-D0/5p0x/HG003_5p0x.bam.bai	bam	16	bam_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/pacbio_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hipmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram	cram	1677722640	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/ultima_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram.crai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram.crai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram.crai	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_1x.cleaned.cram.crai	cram	38027	cram_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/ultima_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram	cram	5021386240	demo_or_catalog_path	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/ultima_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_ont/hg003/3x/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_pb/hg003/3x/units.tsv
s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram.crai	s3://lsmc-dayoa-control-data-usw2/genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram.crai	genomic_data/organism_reads/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram.crai	genomic_data/organism_reads_slim/cram/H_sapiens/giab/agbt_2026/ug/HG003_3x.cleaned.cram.crai	cram	88622	cram_index_sidecar	/Users/jmajor/.codex/worktrees/dyec-fsx-dra-mounts/daylily-ephemeral-cluster/examples/staging/ultima_solo/analysis_samples_manifest.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/huomr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/empty_cells/hupmr/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_ont/hg003/3x/units.tsv;/Users/jmajor/projects/daylily/daylily-omics-analysis/.test_data/data/hybrid/ug_pb/hg003/3x/units.tsv
