run_prefix	fastq_key	fastq_uri	sample_token	lane	read	size_bytes	size_human	last_modified
basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L007_R2_001.fastq.gz	LSMC_HG003	007	2	2822413005	2.63 GiB	2026-05-10T02:04:11Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L008_R1_001.fastq.gz	LSMC_HG003	008	1	2546011154	2.37 GiB	2026-05-10T02:04:11Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260507_LH01106_0005_A23K3JVLT4/Analysis/1/Data/BCLConvert/fastq/LSMC_HG003_S96_L008_R2_001.fastq.gz	LSMC_HG003	008	2	2788102429	2.60 GiB	2026-05-10T02:04:11Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R1_001.fastq.gz	HG003-a	001	1	4544380253	4.23 GiB	2026-05-15T05:34:49Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L001_R2_001.fastq.gz	HG003-a	001	2	4652763427	4.33 GiB	2026-05-15T05:35:01Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R1_001.fastq.gz	HG003-a	002	1	4530971785	4.22 GiB	2026-05-15T05:36:03Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L002_R2_001.fastq.gz	HG003-a	002	2	4619986450	4.30 GiB	2026-05-15T05:36:17Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R1_001.fastq.gz	HG003-a	003	1	4501207752	4.19 GiB	2026-05-15T05:36:19Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L003_R2_001.fastq.gz	HG003-a	003	2	4600908197	4.28 GiB	2026-05-15T05:36:23Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R1_001.fastq.gz	HG003-a	004	1	4512441239	4.20 GiB	2026-05-15T05:36:31Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L004_R2_001.fastq.gz	HG003-a	004	2	4601481538	4.29 GiB	2026-05-15T05:37:31Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R1_001.fastq.gz	HG003-a	005	1	4523202289	4.21 GiB	2026-05-15T05:37:48Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L005_R2_001.fastq.gz	HG003-a	005	2	4615906551	4.30 GiB	2026-05-15T05:37:48Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R1_001.fastq.gz	HG003-a	006	1	4549473060	4.24 GiB	2026-05-15T05:37:56Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L006_R2_001.fastq.gz	HG003-a	006	2	4644822885	4.33 GiB	2026-05-15T05:38:02Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R1_001.fastq.gz	HG003-a	007	1	4559084521	4.25 GiB	2026-05-15T05:39:00Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L007_R2_001.fastq.gz	HG003-a	007	2	4659253828	4.34 GiB	2026-05-15T05:39:16Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R1_001.fastq.gz	HG003-a	008	1	4556305345	4.24 GiB	2026-05-15T05:39:18Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-a_S7_L008_R2_001.fastq.gz	HG003-a	008	2	4660455069	4.34 GiB	2026-05-15T05:39:24Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R1_001.fastq.gz	HG003-b	001	1	4665737950	4.35 GiB	2026-05-15T05:39:31Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L001_R2_001.fastq.gz	HG003-b	001	2	4813854574	4.48 GiB	2026-05-15T05:40:33Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R1_001.fastq.gz	HG003-b	002	1	4683745757	4.36 GiB	2026-05-15T05:40:46Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L002_R2_001.fastq.gz	HG003-b	002	2	4812429104	4.48 GiB	2026-05-15T05:40:49Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R1_001.fastq.gz	HG003-b	003	1	4681276768	4.36 GiB	2026-05-15T05:40:54Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L003_R2_001.fastq.gz	HG003-b	003	2	4822540967	4.49 GiB	2026-05-15T05:41:04Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R1_001.fastq.gz	HG003-b	004	1	4704217232	4.38 GiB	2026-05-15T05:42:05Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L004_R2_001.fastq.gz	HG003-b	004	2	4836917866	4.50 GiB	2026-05-15T05:42:18Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R1_001.fastq.gz	HG003-b	005	1	4708134045	4.38 GiB	2026-05-15T05:42:20Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L005_R2_001.fastq.gz	HG003-b	005	2	4844498078	4.51 GiB	2026-05-15T05:42:22Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R1_001.fastq.gz	HG003-b	006	1	4685842022	4.36 GiB	2026-05-15T05:42:35Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L006_R2_001.fastq.gz	HG003-b	006	2	4821653224	4.49 GiB	2026-05-15T05:43:34Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R1_001.fastq.gz	HG003-b	007	1	4706015643	4.38 GiB	2026-05-15T05:43:51Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R2_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L007_R2_001.fastq.gz	HG003-b	007	2	4845659968	4.51 GiB	2026-05-15T05:43:52Z
basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/	basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R1_001.fastq.gz	s3://lsmc-ssf-sequencing-data/basecalls/lsmc/ssf-hq/LH01106/2026/20260512_LH01106_0006_A23K3H2LT4/Analysis/1/Data/BCLConvert/fastq/HG003-b_S8_L008_R1_001.fastq.gz	HG003-b	008	1	4689647051	4.37 GiB	2026-05-15T05:43:56Z
