chrom	length	bases	mean	min	max
chr2_KI270716v1_random_region	153799	186618	1.21	0	9
chr3_GL000221v1_random	155397	854767	5.50	0	19
chr3_GL000221v1_random_region	155397	854767	5.50	0	19
chr4_GL000008v2_random	209709	1630576	7.78	0	114
chr4_GL000008v2_random_region	209709	1630576	7.78	0	114
chr5_GL000208v1_random	92689	564043	6.09	2	24
chr5_GL000208v1_random_region	92689	564043	6.09	2	24
chr9_KI270717v1_random	40062	118259	2.95	0	6
chr9_KI270717v1_random_region	40062	118259	2.95	0	6
chr9_KI270718v1_random	38054	216208	5.68	0	13
chr9_KI270718v1_random_region	38054	216208	5.68	0	13
chr9_KI270719v1_random	176845	828071	4.68	0	16
chr9_KI270719v1_random_region	176845	828071	4.68	0	16
chr9_KI270720v1_random	39050	140789	3.61	0	7
chr9_KI270720v1_random_region	39050	140789	3.61	0	7
chr11_KI270721v1_random	100316	246252	2.45	0	10
chr11_KI270721v1_random_region	100316	246252	2.45	0	10
chr14_GL000009v2_random	201709	1855448	9.20	0	19
chr14_GL000009v2_random_region	201709	1855448	9.20	0	19
chr14_GL000225v1_random	211173	8486773	40.19	0	205
chr14_GL000225v1_random_region	211173	8486773	40.19	0	205
chr14_KI270722v1_random	194050	455840	2.35	0	12
chr14_KI270722v1_random_region	194050	455840	2.35	0	12
chr14_GL000194v1_random	191469	1429202	7.46	1	19
chr14_GL000194v1_random_region	191469	1429202	7.46	1	19
chr14_KI270723v1_random	38115	213854	5.61	0	13
chr14_KI270723v1_random_region	38115	213854	5.61	0	13
chr14_KI270724v1_random	39555	233354	5.90	2	13
chr14_KI270724v1_random_region	39555	233354	5.90	2	13
chr14_KI270725v1_random	172810	568226	3.29	0	11
chr14_KI270725v1_random_region	172810	568226	3.29	0	11
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr15_KI270727v1_random	448248	459635	1.03	0	8
chr15_KI270727v1_random_region	448248	459635	1.03	0	8
chr16_KI270728v1_random	1872759	2183302	1.17	0	15
chr16_KI270728v1_random_region	1872759	2183302	1.17	0	15
chr17_GL000205v2_random	185591	1822743	9.82	0	26
chr17_GL000205v2_random_region	185591	1822743	9.82	0	26
chr17_KI270729v1_random	280839	2196803	7.82	0	231
chr17_KI270729v1_random_region	280839	2196803	7.82	0	231
chr17_KI270730v1_random	112551	505584	4.49	0	31
chr17_KI270730v1_random_region	112551	505584	4.49	0	31
chr22_KI270731v1_random	150754	437000	2.90	0	11
chr22_KI270731v1_random_region	150754	437000	2.90	0	11
chr22_KI270732v1_random	41543	501028	12.06	3	18
chr22_KI270732v1_random_region	41543	501028	12.06	3	18
chr22_KI270733v1_random	179772	11658798	64.85	0	292
chr22_KI270733v1_random_region	179772	11658798	64.85	0	292
chr22_KI270734v1_random	165050	417213	2.53	0	7
chr22_KI270734v1_random_region	165050	417213	2.53	0	7
chr22_KI270735v1_random	42811	329804	7.70	1	18
chr22_KI270735v1_random_region	42811	329804	7.70	1	18
chr22_KI270736v1_random	181920	907541	4.99	0	51
chr22_KI270736v1_random_region	181920	907541	4.99	0	51
chr22_KI270737v1_random	103838	194996	1.88	0	6
chr22_KI270737v1_random_region	103838	194996	1.88	0	6
chr22_KI270738v1_random	99375	407429	4.10	0	15
chr22_KI270738v1_random_region	99375	407429	4.10	0	15
chr22_KI270739v1_random	73985	75970	1.03	0	7
chr22_KI270739v1_random_region	73985	75970	1.03	0	7
chrY_KI270740v1_random	37240	50802	1.36	0	3
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	2274	1.00	1	1
chrUn_KI270302v1_region	2274	2274	1.00	1	1
chrUn_KI270322v1	21476	0	0.00	0	0
chrUn_KI270322v1_region	21476	0	0.00	0	0
chrUn_KI270320v1	4416	22819	5.17	2	7
chrUn_KI270320v1_region	4416	22819	5.17	2	7
chrUn_KI270311v1	12399	16253	1.31	0	11
chrUn_KI270311v1_region	12399	16253	1.31	0	11
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	2032	0.95	0	1
chrUn_KI270418v1_region	2145	2032	0.95	0	1
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	6441	3.15	2	4
chrUn_KI270417v1_region	2043	6441	3.15	2	4
chrUn_KI270422v1	1445	5524	3.82	3	4
chrUn_KI270422v1_region	1445	5524	3.82	3	4
chrUn_KI270429v1	1361	1263	0.93	0	1
chrUn_KI270429v1_region	1361	1263	0.93	0	1
chrUn_KI270442v1	392061	3597388	9.18	0	28
chrUn_KI270442v1_region	392061	3597388	9.18	0	28
chrUn_KI270466v1	1233	88098	71.45	8	84
chrUn_KI270466v1_region	1233	88098	71.45	8	84
chrUn_KI270465v1	1774	3548	2.00	2	2
chrUn_KI270465v1_region	1774	3548	2.00	2	2
chrUn_KI270467v1	3920	3741004	954.34	9	1246
chrUn_KI270467v1_region	3920	3741004	954.34	9	1246
chrUn_KI270435v1	92983	342846	3.69	0	18
chrUn_KI270435v1_region	92983	342846	3.69	0	18
chrUn_KI270438v1	112505	23407667	208.06	0	2474
chrUn_KI270438v1_region	112505	23407667	208.06	0	2474
chrUn_KI270468v1	4055	22702	5.60	2	7
chrUn_KI270468v1_region	4055	22702	5.60	2	7
chrUn_KI270510v1	2415	31365	12.99	10	14
chrUn_KI270510v1_region	2415	31365	12.99	10	14
chrUn_KI270509v1	2318	7568	3.26	2	4
chrUn_KI270509v1_region	2318	7568	3.26	2	4
chrUn_KI270518v1	2186	2185	1.00	0	1
chrUn_KI270518v1_region	2186	2185	1.00	0	1
chrUn_KI270508v1	1951	35857	18.38	11	20
chrUn_KI270508v1_region	1951	35857	18.38	11	20
chrUn_KI270516v1	1300	8775	6.75	6	7
chrUn_KI270516v1_region	1300	8775	6.75	6	7
chrUn_KI270512v1	22689	104573	4.61	0	9
chrUn_KI270512v1_region	22689	104573	4.61	0	9
chrUn_KI270519v1	138126	1100312	7.97	0	39
chrUn_KI270519v1_region	138126	1100312	7.97	0	39
chrUn_KI270522v1	5674	16710	2.95	2	4
chrUn_KI270522v1_region	5674	16710	2.95	2	4
chrUn_KI270511v1	8127	34016	4.19	0	7
chrUn_KI270511v1_region	8127	34016	4.19	0	7
chrUn_KI270515v1	6361	54418	8.55	4	11
chrUn_KI270515v1_region	6361	54418	8.55	4	11
chrUn_KI270507v1	5353	19171	3.58	2	6
chrUn_KI270507v1_region	5353	19171	3.58	2	6
chrUn_KI270517v1	3253	29409	9.04	6	11
chrUn_KI270517v1_region	3253	29409	9.04	6	11
chrUn_KI270528v1	2983	2035	0.68	0	1
chrUn_KI270528v1_region	2983	2035	0.68	0	1
chrUn_KI270530v1	2168	0	0.00	0	0
chrUn_KI270530v1_region	2168	0	0.00	0	0
chrUn_KI270538v1	91309	826938	9.06	0	47
chrUn_KI270538v1_region	91309	826938	9.06	0	47
chrUn_KI270544v1	1202	2268	1.89	0	2
chrUn_KI270544v1_region	1202	2268	1.89	0	2
chrUn_KI270583v1	1400	0	0.00	0	0
chrUn_KI270583v1_region	1400	0	0.00	0	0
chrUn_KI270587v1	2969	14895	5.02	4	7
chrUn_KI270587v1_region	2969	14895	5.02	4	7
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	4063	0.58	0	2
chrUn_KI270581v1_region	7046	4063	0.58	0	2
chrUn_KI270579v1	31033	48076	1.55	0	5
chrUn_KI270579v1_region	31033	48076	1.55	0	5
chrUn_KI270589v1	44474	130099	2.93	0	20
chrUn_KI270589v1_region	44474	130099	2.93	0	20
chrUn_KI270590v1	4685	53385	11.39	0	19
chrUn_KI270590v1_region	4685	53385	11.39	0	19
chrUn_KI270584v1	4513	18362	4.07	3	5
chrUn_KI270584v1_region	4513	18362	4.07	3	5
chrUn_KI270582v1	6504	7604	1.17	0	2
chrUn_KI270582v1_region	6504	7604	1.17	0	2
chrUn_KI270588v1	6158	16062	2.61	0	5
chrUn_KI270588v1_region	6158	16062	2.61	0	5
chrUn_KI270593v1	3041	2555	0.84	0	1
chrUn_KI270593v1_region	3041	2555	0.84	0	1
chrUn_KI270591v1	5796	37588	6.49	4	9
chrUn_KI270591v1_region	5796	37588	6.49	4	9
chrUn_KI270330v1	1652	1651	1.00	0	1
chrUn_KI270330v1_region	1652	1651	1.00	0	1
chrUn_KI270334v1	1368	2736	2.00	2	2
chrUn_KI270334v1_region	1368	2736	2.00	2	2
chrUn_KI270333v1	2699	280061	103.76	6	114
chrUn_KI270333v1_region	2699	280061	103.76	6	114
chrUn_KI270337v1	1121	4170	3.72	0	4
chrUn_KI270337v1_region	1121	4170	3.72	0	4
chrUn_KI270366v1	8320	11017	1.32	0	2
chrUn_KI270366v1_region	8320	11017	1.32	0	2
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	1938	2.00	0	2
chrUn_KI270392v1_region	971	1938	2.00	0	2
chrUn_KI270382v1	4215	0	0.00	0	0
chrUn_KI270382v1_region	4215	0	0.00	0	0
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	45587	5.70	2	8
chrUn_KI270448v1_region	7992	45587	5.70	2	8
chrUn_KI270521v1	7642	6794	0.89	0	3
chrUn_KI270521v1_region	7642	6794	0.89	0	3
chrUn_GL000195v1	182896	1395012	7.63	0	20
chrUn_GL000195v1_region	182896	1395012	7.63	0	20
chrUn_GL000219v1	179198	677208	3.78	0	18
chrUn_GL000219v1_region	179198	677208	3.78	0	18
chrUn_GL000220v1	161802	11650080	72.00	0	423
chrUn_GL000220v1_region	161802	11650080	72.00	0	423
chrUn_GL000224v1	179693	2754238	15.33	1	181
chrUn_GL000224v1_region	179693	2754238	15.33	1	181
chrUn_KI270741v1	157432	189074	1.20	0	4
chrUn_KI270741v1_region	157432	189074	1.20	0	4
chrUn_GL000226v1	15008	1153414	76.85	20	107
chrUn_GL000226v1_region	15008	1153414	76.85	20	107
chrUn_GL000213v1	164239	171044	1.04	0	4
chrUn_GL000213v1_region	164239	171044	1.04	0	4
chrUn_KI270743v1	210658	1049360	4.98	0	16
chrUn_KI270743v1_region	210658	1049360	4.98	0	16
chrUn_KI270744v1	168472	2364672	14.04	0	211
chrUn_KI270744v1_region	168472	2364672	14.04	0	211
chrUn_KI270745v1	41891	23971	0.57	0	2
chrUn_KI270745v1_region	41891	23971	0.57	0	2
chrUn_KI270746v1	66486	538444	8.10	1	19
chrUn_KI270746v1_region	66486	538444	8.10	1	19
chrUn_KI270747v1	198735	372076	1.87	0	9
chrUn_KI270747v1_region	198735	372076	1.87	0	9
chrUn_KI270748v1	93321	93859	1.01	0	4
chrUn_KI270748v1_region	93321	93859	1.01	0	4
chrUn_KI270749v1	158759	831291	5.24	0	15
chrUn_KI270749v1_region	158759	831291	5.24	0	15
chrUn_KI270750v1	148850	766963	5.15	0	14
chrUn_KI270750v1_region	148850	766963	5.15	0	14
chrUn_KI270751v1	150742	1051937	6.98	0	28
chrUn_KI270751v1_region	150742	1051937	6.98	0	28
chrUn_KI270753v1	62944	281506	4.47	0	12
chrUn_KI270753v1_region	62944	281506	4.47	0	12
chrUn_KI270754v1	40191	653998	16.27	0	40
chrUn_KI270754v1_region	40191	653998	16.27	0	40
chrUn_KI270755v1	36723	26327	0.72	0	3
chrUn_KI270755v1_region	36723	26327	0.72	0	3
chrUn_KI270756v1	79590	248003	3.12	0	17
chrUn_KI270756v1_region	79590	248003	3.12	0	17
chrUn_KI270757v1	71251	872635	12.25	0	38
chrUn_KI270757v1_region	71251	872635	12.25	0	38
chrUn_GL000214v1	137718	1801082	13.08	0	93
chrUn_GL000214v1_region	137718	1801082	13.08	0	93
chrUn_KI270742v1	186739	1377130	7.37	0	17
chrUn_KI270742v1_region	186739	1377130	7.37	0	17
chrUn_GL000216v2	176608	3239052	18.34	0	158
chrUn_GL000216v2_region	176608	3239052	18.34	0	158
chrUn_GL000218v1	161147	945693	5.87	1	17
chrUn_GL000218v1_region	161147	945693	5.87	1	17
chrEBV	171823	5684264	33.08	13	60
chrEBV_region	171823	5684264	33.08	13	60
total	3099789870	9163423989	2.96	0	3012
total_region	2889568743	8847066302	3.06	0	3012
