chrom	length	bases	mean	min	max
chrUn_KI270364v1_region	2855	1264	0.44	0	1
chrUn_KI270362v1	3530	0	0.00	0	0
chrUn_KI270362v1_region	3530	0	0.00	0	0
chrUn_KI270366v1	8320	16475	1.98	0	4
chrUn_KI270366v1_region	8320	16475	1.98	0	4
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	3849	3.96	0	4
chrUn_KI270392v1_region	971	3849	3.96	0	4
chrUn_KI270382v1	4215	0	0.00	0	0
chrUn_KI270382v1_region	4215	0	0.00	0	0
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	64574	8.08	2	13
chrUn_KI270448v1_region	7992	64574	8.08	2	13
chrUn_KI270521v1	7642	35638	4.66	2	8
chrUn_KI270521v1_region	7642	35638	4.66	2	8
chrUn_GL000195v1	182896	2662416	14.56	0	39
chrUn_GL000195v1_region	182896	2662416	14.56	0	39
chrUn_GL000219v1	179198	1677977	9.36	2	34
chrUn_GL000219v1_region	179198	1677977	9.36	2	34
chrUn_GL000220v1	161802	24007633	148.38	0	854
chrUn_GL000220v1_region	161802	24007633	148.38	0	854
chrUn_GL000224v1	179693	6268584	34.88	2	422
chrUn_GL000224v1_region	179693	6268584	34.88	2	422
chrUn_KI270741v1	157432	495138	3.15	0	12
chrUn_KI270741v1_region	157432	495138	3.15	0	12
chrUn_GL000226v1	15008	2724383	181.53	46	245
chrUn_GL000226v1_region	15008	2724383	181.53	46	245
chrUn_GL000213v1	164239	310101	1.89	0	7
chrUn_GL000213v1_region	164239	310101	1.89	0	7
chrUn_KI270743v1	210658	2142928	10.17	0	34
chrUn_KI270743v1_region	210658	2142928	10.17	0	34
chrUn_KI270744v1	168472	5128363	30.44	0	419
chrUn_KI270744v1_region	168472	5128363	30.44	0	419
chrUn_KI270745v1	41891	71369	1.70	0	4
chrUn_KI270745v1_region	41891	71369	1.70	0	4
chrUn_KI270746v1	66486	1394549	20.98	2	45
chrUn_KI270746v1_region	66486	1394549	20.98	2	45
chrUn_KI270747v1	198735	692861	3.49	0	11
chrUn_KI270747v1_region	198735	692861	3.49	0	11
chrUn_KI270748v1	93321	235716	2.53	0	9
chrUn_KI270748v1_region	93321	235716	2.53	0	9
chrUn_KI270749v1	158759	1653115	10.41	1	29
chrUn_KI270749v1_region	158759	1653115	10.41	1	29
chrUn_KI270750v1	148850	1762459	11.84	0	26
chrUn_KI270750v1_region	148850	1762459	11.84	0	26
chrUn_KI270751v1	150742	2086319	13.84	0	48
chrUn_KI270751v1_region	150742	2086319	13.84	0	48
chrUn_KI270753v1	62944	576924	9.17	1	21
chrUn_KI270753v1_region	62944	576924	9.17	1	21
chrUn_KI270754v1	40191	1410585	35.10	1	78
chrUn_KI270754v1_region	40191	1410585	35.10	1	78
chrUn_KI270755v1	36723	183351	4.99	0	11
chrUn_KI270755v1_region	36723	183351	4.99	0	11
chrUn_KI270756v1	79590	518138	6.51	0	30
chrUn_KI270756v1_region	79590	518138	6.51	0	30
chrUn_KI270757v1	71251	1824714	25.61	0	76
chrUn_KI270757v1_region	71251	1824714	25.61	0	76
chrUn_GL000214v1	137718	4098171	29.76	0	221
chrUn_GL000214v1_region	137718	4098171	29.76	0	221
chrUn_KI270742v1	186739	2916601	15.62	1	40
chrUn_KI270742v1_region	186739	2916601	15.62	1	40
chrUn_GL000216v2	176608	6377299	36.11	0	308
chrUn_GL000216v2_region	176608	6377299	36.11	0	308
chrUn_GL000218v1	161147	1880910	11.67	1	23
chrUn_GL000218v1_region	161147	1880910	11.67	1	23
chrEBV	171823	11810321	68.74	36	145
chrEBV_region	171823	11810321	68.74	36	145
total	3099801966	19222879146	6.20	0	6219
total_region	2889580839	18561864356	6.42	0	6219
