experiment	analysis_root	relative_path	bytes	mtime_epoch	sha256
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP11B1/HG002-56db7xrgpanwkk.CYP11B1.result.vcf.gz	9271	1786837314	27bebacda1a59b33c0af567c453c17934f7daea0bfe9d72e2d6d01024d377bfe
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP11B1/HG002-56db7xrgpanwkk.CYP11B1.result.vcf.gz.tbi	278	1786837314	668e24f31359d93b7ac4fc8c6fe164b1d77967e26ee35c2ac70ec4b995bd3e6e
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP11B1/HG002-56db7xrgpanwkk.CYP11B1.yaml	1611	1786837314	ee3cbc130f4312e12ce07460ac744b0ce8d1a0b31217c1eb0677327c5f07f436
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2A6/HG002-56db7xrgpanwkk.CYP2A6.done	35	1786837313	a7ed310d4a4e99a32a77f8236ab1287f7b8f9ba6176e8ebe44697e87b1ccbd60
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2A6/HG002-56db7xrgpanwkk.CYP2A6.result.vcf.gz	6087	1786837313	3f8d03304594c75ec4b26eef076f8565dac8ccab20da8783852fe92fd889d086
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2A6/HG002-56db7xrgpanwkk.CYP2A6.result.vcf.gz.tbi	167	1786837313	6ae33c9ef01309deeb239aaee842bc3ede2ab55cf7a11b9bc770e40ac2c409b1
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2A6/HG002-56db7xrgpanwkk.CYP2A6.yaml	2041	1786837313	72feb63e00bec39225f0b26a41a3657443be1b710f0ce4bc110beb170786f546
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2B6/HG002-56db7xrgpanwkk.CYP2B6.done	35	1786837712	58e20a66984cc5991d6ed656069d27564352d5d6008209ea130ca7f4c32f6e0e
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2B6/HG002-56db7xrgpanwkk.CYP2B6.result.vcf.gz	7252	1786837712	5facf340da648587b2ad1df6e70714421b5d8ae697201ab29703161feb84b910
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2B6/HG002-56db7xrgpanwkk.CYP2B6.result.vcf.gz.tbi	176	1786837712	c1d15be53982f3f0e601e85c9826e28edcfcc789a401c0d742e8c004907d2cb9
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2B6/HG002-56db7xrgpanwkk.CYP2B6.yaml	1963	1786837712	936e5214eca24a2519b29f80f32b9954416d6d520e1e3a0499c5f53acccf68f3
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2D6/HG002-56db7xrgpanwkk.CYP2D6.done	35	1786837707	d51c395add49b6233820d2e9b502cfcd5d3702938b2d4031aab3ffcc40efefe4
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2D6/HG002-56db7xrgpanwkk.CYP2D6.result.vcf.gz	10631	1786837707	c2920db91223a4ebd40fdcdceb722862accf15d0b0858d9a31b1f25e1a296219
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2D6/HG002-56db7xrgpanwkk.CYP2D6.result.vcf.gz.tbi	163	1786837707	d217efe0dad05a46932e895537fb69eba16347f69041fa71231e4797fdee10d9
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/CYP2D6/HG002-56db7xrgpanwkk.CYP2D6.yaml	2415	1786837707	1557b2d7c9d5e0000360e82d5196b1662386fb13fef1e29967facbed74e1f7dc
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/GBA/HG002-56db7xrgpanwkk.GBA.done	32	1786837712	499c5876e9829a58834f6df72d3f63df3805a009b7ec8552a620c15326f3dfcb
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/GBA/HG002-56db7xrgpanwkk.GBA.result.vcf.gz	5395	1786837712	18cd48dabdb6627f07e4728057aca9171071aad7f54507de36879270d0abeab4
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/GBA/HG002-56db7xrgpanwkk.GBA.result.vcf.gz.tbi	287	1786837712	233a351d68aef9e661a54b51602a33caa5824e3063917276f11e458deb7e5de7
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/GBA/HG002-56db7xrgpanwkk.GBA.yaml	1703	1786837712	b6c50dfdd053d04ec39873611c875e08dd690ffd01de1828b5058f1da956739f
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/HBA/HG002-56db7xrgpanwkk.HBA.done	32	1786837313	f9a18f4250abed23e04ba76a88571bf89bd9f23d7c3798cfbb4dff0f5b9cbd38
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/HBA/HG002-56db7xrgpanwkk.HBA.result.vcf.gz	4380	1786837313	ef20aeaca6f0c36f8be1d86c5790f721760608aad619e0295907ec046ad0f453
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/HBA/HG002-56db7xrgpanwkk.HBA.result.vcf.gz.tbi	98	1786837313	d9b7c081d08b8820467ab162c91af97cb9694c649337d54fef0767a40b2b5fc8
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/HBA/HG002-56db7xrgpanwkk.HBA.yaml	1808	1786837313	5c5f78d7af5734e19f4dd7477931f26fd49408002d5ebfeecae1f1c8e381907a
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/IKBKG/HG002-56db7xrgpanwkk.IKBKG.done	34	1786837312	4b0b47d77d3c497e6222e449353a893841f9b0cb5dcba24db9ae1be66788a834
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/IKBKG/HG002-56db7xrgpanwkk.IKBKG.yaml	2090	1786837312	966308bc5e64c9704d84b0589ea38f423db7e19414f8cf8653d7ce33775c71f0
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/LPA/HG002-56db7xrgpanwkk.LPA.done	32	1786837313	4137cd03d2a1259175faabedcb649bf48b795a3dbc8fb9d0aaf83cdb03cd6283
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/LPA/HG002-56db7xrgpanwkk.LPA.yaml	6040	1786837313	f73264cc446b4bc8b95949a826f39eca452039d5558115dfc743607c9458cc4a
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/NCF1/HG002-56db7xrgpanwkk.NCF1.done	33	1786837709	eb362f1ff3853eb0775350fa48a7035faa1989910ca2cdcaa79ec0a2d2cc3313
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/NCF1/HG002-56db7xrgpanwkk.NCF1.result.vcf.gz	7541	1786837709	ca575c0f4eb5b6c229e35f8977551f32641075233989654798012101353bb993
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/NCF1/HG002-56db7xrgpanwkk.NCF1.result.vcf.gz.tbi	193	1786837709	2be28a9f288438cbdc6646b36b8fa35572f3140a8b70197cdd73729457c1b343
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/NCF1/HG002-56db7xrgpanwkk.NCF1.yaml	1580	1786837709	a2342c5c57c18273b6e463d133f06e0e648363d6d4e7a77037f25ef5f793d6d9
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/OTOA/HG002-56db7xrgpanwkk.OTOA.done	33	1786837309	68c1d38708f1ca06116a1136a9b11b083a99a423f816fe01ba6684bb3b50dde9
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/OTOA/HG002-56db7xrgpanwkk.OTOA.result.vcf.gz	6517	1786837309	aa88aa5c89c1be3df924b162e9675ef3d79b05179397ad6e09280a5fa837e828
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/OTOA/HG002-56db7xrgpanwkk.OTOA.result.vcf.gz.tbi	167	1786837309	83e21a0ae709fc1cfe47127daf0f41487f771cdca22e0fb470c63c8892b52318
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/OTOA/HG002-56db7xrgpanwkk.OTOA.yaml	2599	1786837309	85ee7cdc0fe25cee3fc9cd217fdb6334fdbaa018d3d719336d8e58aafd9d61a4
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/PMS2/HG002-56db7xrgpanwkk.PMS2.done	33	1786837310	2c0a7829ef37e6333ff9e20f3fbc245fa799e6f45625d3e33721bf4ac3c76e12
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/PMS2/HG002-56db7xrgpanwkk.PMS2.result.vcf.gz	11534	1786837310	db97c151afc1fffc70cc43176caa164ba7f080a6f0f76713997e5c0fb33a97a3
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/PMS2/HG002-56db7xrgpanwkk.PMS2.result.vcf.gz.tbi	134	1786837310	8d1bafbdc8a021deb43656e8a670a35893d3f5b479a5b49d43a89ddf4c16d2e8
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/PMS2/HG002-56db7xrgpanwkk.PMS2.yaml	3292	1786837310	854d475cd7a047ad965a649362f3a5e38d78850bd6d343115a627299eeed0de9
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RCCX/HG002-56db7xrgpanwkk.RCCX.done	33	1786837310	def97efc51b14388fbe01e607b6969eec2976ff117c5ecacb4d0a465fa973e82
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RCCX/HG002-56db7xrgpanwkk.RCCX.result.vcf.gz	12643	1786837310	ec8f723db422cb4196085358db03e8def06cbecc5de33b91e813e0551ecba320
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RCCX/HG002-56db7xrgpanwkk.RCCX.result.vcf.gz.tbi	178	1786837310	1195fe013cf07feabef4ebee6b0a466c3ae8f76e536124525afc11308e512dd4
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RCCX/HG002-56db7xrgpanwkk.RCCX.yaml	2965	1786837310	6a2a909ec2b728e814ba0e0a40065a53b72c0b7babaa84f0cf6bd56b1081f277
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RH/HG002-56db7xrgpanwkk.RH.done	31	1786837708	8b0e22de9f2c56973affe66793ef5c1490b73110b109cf73352d1b26422c6fca
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RH/HG002-56db7xrgpanwkk.RH.result.vcf.gz	8869	1786837708	a04f1dcb4c997d2bd9d187e6da57ed0eddf230505678b31b4d1f275a8b50e6f8
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RH/HG002-56db7xrgpanwkk.RH.result.vcf.gz.tbi	172	1786837708	7e8db00cfd9e6c88779308bd08ec916a20b974790822bbe1a9a9707bbf419f9e
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/RH/HG002-56db7xrgpanwkk.RH.yaml	2066	1786837708	3bde9ff45a46fc89d26f6659f29b1644dd8075daba28255b4ec7d25e570bd549
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SBDS/HG002-56db7xrgpanwkk.SBDS.done	33	1786837708	7575b2b1b7f0df89b5aabbb5a8a99c7fd82d2ed8baf22f73c5bb30f625a3dbe1
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SBDS/HG002-56db7xrgpanwkk.SBDS.result.vcf.gz	4044	1786837708	f49b2927993ad0c0dd600f3b6d584bc457f67faef38d580a3b3e3c4ca1a37053
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SBDS/HG002-56db7xrgpanwkk.SBDS.result.vcf.gz.tbi	178	1786837708	b17cab894c97c130b8b564d2ab0f3d0c2f3bdd7155c7a8a21184cecdd9369219
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SBDS/HG002-56db7xrgpanwkk.SBDS.yaml	2292	1786837708	7cc2ec116bbcf38da5957ea3fc0c1256370dde3d9cd6e45775188d7fa086b537
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SMN1/HG002-56db7xrgpanwkk.SMN1.done	33	1786837710	cb012bdeb144dffb504c8492291c0c703fe4ced4064026e04fe63e1104097d06
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SMN1/HG002-56db7xrgpanwkk.SMN1.result.vcf.gz	7182	1786837710	629653e08cb856fc516c9dd32f3a77c5fe649609b3532be65e28ae499309e6a6
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SMN1/HG002-56db7xrgpanwkk.SMN1.result.vcf.gz.tbi	196	1786837710	07b8a21828186d5ac1dfeea6e26cbc3d0602d7d98da670372297fdd13e9121f0
E2	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-seqkitfix-20260815T080300Z	results/day/hg38/HG002-56db7xrgpanwkk/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-56db7xrgpanwkk/SMN1/HG002-56db7xrgpanwkk.SMN1.yaml	1581	1786837710	0894ef5e33699cdc0cb521c81c7bb440f5e84e65076cb8e95bf74e76a8cd04d0
