chrom	length	bases	mean	min	max
chr1_KI270714v1_random_region	41717	2090601	50.11	0	105
chr2_KI270715v1_random	161471	7431188	46.02	0	346
chr2_KI270715v1_random_region	161471	7431188	46.02	0	346
chr2_KI270716v1_random	153799	5839958	37.97	0	611
chr2_KI270716v1_random_region	153799	5839958	37.97	0	611
chr3_GL000221v1_random	155397	13759490	88.54	0	219
chr3_GL000221v1_random_region	155397	13759490	88.54	0	219
chr4_GL000008v2_random	209709	20021380	95.47	1	2854
chr4_GL000008v2_random_region	209709	20021380	95.47	1	2854
chr5_GL000208v1_random	92689	7417463	80.03	0	578
chr5_GL000208v1_random_region	92689	7417463	80.03	0	578
chr9_KI270717v1_random	40062	1329568	33.19	0	81
chr9_KI270717v1_random_region	40062	1329568	33.19	0	81
chr9_KI270718v1_random	38054	2503602	65.79	0	502
chr9_KI270718v1_random_region	38054	2503602	65.79	0	502
chr9_KI270719v1_random	176845	13906942	78.64	0	492
chr9_KI270719v1_random_region	176845	13906942	78.64	0	492
chr9_KI270720v1_random	39050	2587703	66.27	4	268
chr9_KI270720v1_random_region	39050	2587703	66.27	4	268
chr11_KI270721v1_random	100316	2940559	29.31	0	72
chr11_KI270721v1_random_region	100316	2940559	29.31	0	72
chr14_GL000009v2_random	201709	25912758	128.47	1	368
chr14_GL000009v2_random_region	201709	25912758	128.47	1	368
chr14_GL000225v1_random	211173	88929466	421.12	0	17929
chr14_GL000225v1_random_region	211173	88929466	421.12	0	17929
chr14_KI270722v1_random	194050	8597930	44.31	0	146
chr14_KI270722v1_random_region	194050	8597930	44.31	0	146
chr14_GL000194v1_random	191469	24988426	130.51	0	326
chr14_GL000194v1_random_region	191469	24988426	130.51	0	326
chr14_KI270723v1_random	38115	5326695	139.75	2	3014
chr14_KI270723v1_random_region	38115	5326695	139.75	2	3014
chr14_KI270724v1_random	39555	4492586	113.58	1	2416
chr14_KI270724v1_random_region	39555	4492586	113.58	1	2416
chr14_KI270725v1_random	172810	10086277	58.37	0	239
chr14_KI270725v1_random_region	172810	10086277	58.37	0	239
chr14_KI270726v1_random	43739	5662	0.13	0	4
chr14_KI270726v1_random_region	43739	5662	0.13	0	4
chr15_KI270727v1_random	448248	6358034	14.18	0	125
chr15_KI270727v1_random_region	448248	6358034	14.18	0	125
chr16_KI270728v1_random	1872759	42454059	22.67	0	756
chr16_KI270728v1_random_region	1872759	42454059	22.67	0	756
chr17_GL000205v2_random	185591	20096011	108.28	0	971
chr17_GL000205v2_random_region	185591	20096011	108.28	0	971
chr17_KI270729v1_random	280839	61248722	218.09	0	138619
chr17_KI270729v1_random_region	280839	61248722	218.09	0	138619
chr17_KI270730v1_random	112551	9967886	88.56	0	2323
chr17_KI270730v1_random_region	112551	9967886	88.56	0	2323
chr22_KI270731v1_random	150754	7917400	52.52	0	4184
chr22_KI270731v1_random_region	150754	7917400	52.52	0	4184
chr22_KI270732v1_random	41543	6050838	145.65	2	297
chr22_KI270732v1_random_region	41543	6050838	145.65	2	297
chr22_KI270733v1_random	179772	142233191	791.19	0	8041
chr22_KI270733v1_random_region	179772	142233191	791.19	0	8041
chr22_KI270734v1_random	165050	14867915	90.08	0	19207
chr22_KI270734v1_random_region	165050	14867915	90.08	0	19207
chr22_KI270735v1_random	42811	11124323	259.85	24	15017
chr22_KI270735v1_random_region	42811	11124323	259.85	24	15017
chr22_KI270736v1_random	181920	20559671	113.01	0	4839
chr22_KI270736v1_random_region	181920	20559671	113.01	0	4839
chr22_KI270737v1_random	103838	6575332	63.32	0	12903
chr22_KI270737v1_random_region	103838	6575332	63.32	0	12903
chr22_KI270738v1_random	99375	5651893	56.87	0	203
chr22_KI270738v1_random_region	99375	5651893	56.87	0	203
chr22_KI270739v1_random	73985	1611894	21.79	0	119
chr22_KI270739v1_random_region	73985	1611894	21.79	0	119
chrY_KI270740v1_random	37240	835807	22.44	0	73
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	72562	31.91	0	103
chrUn_KI270302v1_region	2274	72562	31.91	0	103
chrUn_KI270304v1	2165	52573	24.28	0	77
chrUn_KI270304v1_region	2165	52573	24.28	0	77
chrUn_KI270303v1	1942	299132	154.03	0	892
chrUn_KI270303v1_region	1942	299132	154.03	0	892
chrUn_KI270305v1	1472	70376	47.81	0	148
chrUn_KI270305v1_region	1472	70376	47.81	0	148
chrUn_KI270322v1	21476	417378	19.43	0	312
chrUn_KI270322v1_region	21476	417378	19.43	0	312
chrUn_KI270320v1	4416	969620	219.57	0	499
chrUn_KI270320v1_region	4416	969620	219.57	0	499
chrUn_KI270310v1	1201	422187	351.53	0	1355
chrUn_KI270310v1_region	1201	422187	351.53	0	1355
chrUn_KI270316v1	1444	44559	30.86	0	101
chrUn_KI270316v1_region	1444	44559	30.86	0	101
chrUn_KI270315v1	2276	106708	46.88	0	250
chrUn_KI270315v1_region	2276	106708	46.88	0	250
chrUn_KI270312v1	998	49849	49.95	0	151
chrUn_KI270312v1_region	998	49849	49.95	0	151
chrUn_KI270311v1	12399	418813	33.78	0	760
chrUn_KI270311v1_region	12399	418813	33.78	0	760
chrUn_KI270317v1	37690	124722	3.31	0	387
chrUn_KI270317v1_region	37690	124722	3.31	0	387
chrUn_KI270412v1	1179	47512	40.30	0	122
chrUn_KI270412v1_region	1179	47512	40.30	0	122
chrUn_KI270411v1	2646	283954	107.31	0	426
chrUn_KI270411v1_region	2646	283954	107.31	0	426
chrUn_KI270414v1	2489	56599	22.74	0	112
chrUn_KI270414v1_region	2489	56599	22.74	0	112
chrUn_KI270419v1	1029	16314	15.85	0	42
chrUn_KI270419v1_region	1029	16314	15.85	0	42
chrUn_KI270418v1	2145	73330	34.19	0	70
chrUn_KI270418v1_region	2145	73330	34.19	0	70
chrUn_KI270420v1	2321	153914	66.31	1	114
chrUn_KI270420v1_region	2321	153914	66.31	1	114
chrUn_KI270424v1	2140	36206	16.92	0	48
chrUn_KI270424v1_region	2140	36206	16.92	0	48
chrUn_KI270417v1	2043	108183	52.95	21	105
chrUn_KI270417v1_region	2043	108183	52.95	21	105
chrUn_KI270422v1	1445	220931	152.89	5	238
chrUn_KI270422v1_region	1445	220931	152.89	5	238
chrUn_KI270423v1	981	69830	71.18	0	186
chrUn_KI270423v1_region	981	69830	71.18	0	186
chrUn_KI270425v1	1884	16079	8.53	0	42
chrUn_KI270425v1_region	1884	16079	8.53	0	42
chrUn_KI270429v1	1361	212624	156.23	0	242
chrUn_KI270429v1_region	1361	212624	156.23	0	242
chrUn_KI270442v1	392061	52824066	134.73	0	17082
chrUn_KI270442v1_region	392061	52824066	134.73	0	17082
chrUn_KI270466v1	1233	10867357	8813.75	204	21244
chrUn_KI270466v1_region	1233	10867357	8813.75	204	21244
chrUn_KI270465v1	1774	355515	200.40	1	641
chrUn_KI270465v1_region	1774	355515	200.40	1	641
chrUn_KI270467v1	3920	24875052	6345.68	4	24946
chrUn_KI270467v1_region	3920	24875052	6345.68	4	24946
chrUn_KI270435v1	92983	8595450	92.44	0	5201
chrUn_KI270435v1_region	92983	8595450	92.44	0	5201
chrUn_KI270438v1	112505	113706485	1010.68	0	38985
chrUn_KI270438v1_region	112505	113706485	1010.68	0	38985
chrUn_KI270468v1	4055	316330	78.01	4	110
chrUn_KI270468v1_region	4055	316330	78.01	4	110
chrUn_KI270510v1	2415	455597	188.65	16	385
chrUn_KI270510v1_region	2415	455597	188.65	16	385
chrUn_KI270509v1	2318	387387	167.12	11	258
chrUn_KI270509v1_region	2318	387387	167.12	11	258
chrUn_KI270518v1	2186	394985	180.69	1	332
chrUn_KI270518v1_region	2186	394985	180.69	1	332
chrUn_KI270508v1	1951	509629	261.21	1	345
chrUn_KI270508v1_region	1951	509629	261.21	1	345
chrUn_KI270516v1	1300	187488	144.22	10	359
chrUn_KI270516v1_region	1300	187488	144.22	10	359
chrUn_KI270512v1	22689	1946349	85.78	0	1079
chrUn_KI270512v1_region	22689	1946349	85.78	0	1079
chrUn_KI270519v1	138126	14220867	102.96	0	2094
chrUn_KI270519v1_region	138126	14220867	102.96	0	2094
chrUn_KI270522v1	5674	254087	44.78	0	135
chrUn_KI270522v1_region	5674	254087	44.78	0	135
chrUn_KI270511v1	8127	669612	82.39	0	218
chrUn_KI270511v1_region	8127	669612	82.39	0	218
chrUn_KI270515v1	6361	883325	138.87	0	302
chrUn_KI270515v1_region	6361	883325	138.87	0	302
chrUn_KI270507v1	5353	686953	128.33	6	277
chrUn_KI270507v1_region	5353	686953	128.33	6	277
chrUn_KI270517v1	3253	690704	212.33	4	308
chrUn_KI270517v1_region	3253	690704	212.33	4	308
chrUn_KI270529v1	1899	73866	38.90	2	92
chrUn_KI270529v1_region	1899	73866	38.90	2	92
chrUn_KI270528v1	2983	71301	23.90	0	49
chrUn_KI270528v1_region	2983	71301	23.90	0	49
chrUn_KI270530v1	2168	37125	17.12	0	41
chrUn_KI270530v1_region	2168	37125	17.12	0	41
chrUn_KI270539v1	993	15145	15.25	0	40
chrUn_KI270539v1_region	993	15145	15.25	0	40
chrUn_KI270538v1	91309	8540427	93.53	0	1048
chrUn_KI270538v1_region	91309	8540427	93.53	0	1048
chrUn_KI270544v1	1202	194274	161.63	0	475
chrUn_KI270544v1_region	1202	194274	161.63	0	475
chrUn_KI270548v1	1599	24341	15.22	0	31
chrUn_KI270548v1_region	1599	24341	15.22	0	31
chrUn_KI270583v1	1400	192434	137.45	0	199
chrUn_KI270583v1_region	1400	192434	137.45	0	199
chrUn_KI270587v1	2969	478847	161.28	1	270
chrUn_KI270587v1_region	2969	478847	161.28	1	270
chrUn_KI270580v1	1553	196747	126.69	0	180
chrUn_KI270580v1_region	1553	196747	126.69	0	180
chrUn_KI270581v1	7046	287518	40.81	0	148
chrUn_KI270581v1_region	7046	287518	40.81	0	148
chrUn_KI270579v1	31033	1205463	38.84	0	149
chrUn_KI270579v1_region	31033	1205463	38.84	0	149
chrUn_KI270589v1	44474	3859986	86.79	0	1531
chrUn_KI270589v1_region	44474	3859986	86.79	0	1531
chrUn_KI270590v1	4685	996704	212.74	0	792
chrUn_KI270590v1_region	4685	996704	212.74	0	792
chrUn_KI270584v1	4513	653729	144.85	33	295
chrUn_KI270584v1_region	4513	653729	144.85	33	295
chrUn_KI270582v1	6504	288024	44.28	0	104
chrUn_KI270582v1_region	6504	288024	44.28	0	104
chrUn_KI270588v1	6158	950650	154.38	0	328
chrUn_KI270588v1_region	6158	950650	154.38	0	328
chrUn_KI270593v1	3041	296391	97.46	3	163
chrUn_KI270593v1_region	3041	296391	97.46	3	163
chrUn_KI270591v1	5796	1459315	251.78	0	1092
chrUn_KI270591v1_region	5796	1459315	251.78	0	1092
chrUn_KI270330v1	1652	799397	483.90	0	1408
chrUn_KI270330v1_region	1652	799397	483.90	0	1408
chrUn_KI270329v1	1040	36897	35.48	0	60
chrUn_KI270329v1_region	1040	36897	35.48	0	60
chrUn_KI270334v1	1368	30154	22.04	0	45
chrUn_KI270334v1_region	1368	30154	22.04	0	45
chrUn_KI270333v1	2699	6730443	2493.68	6	10515
chrUn_KI270333v1_region	2699	6730443	2493.68	6	10515
chrUn_KI270335v1	1048	22616	21.58	0	41
chrUn_KI270335v1_region	1048	22616	21.58	0	41
chrUn_KI270338v1	1428	22832	15.99	0	37
chrUn_KI270338v1_region	1428	22832	15.99	0	37
chrUn_KI270340v1	1428	39169	27.43	0	50
chrUn_KI270340v1_region	1428	39169	27.43	0	50
chrUn_KI270336v1	1026	1261364	1229.40	37	3351
chrUn_KI270336v1_region	1026	1261364	1229.40	37	3351
chrUn_KI270337v1	1121	6795459	6061.96	8	22371
chrUn_KI270337v1_region	1121	6795459	6061.96	8	22371
chrUn_KI270363v1	1803	42393	23.51	0	51
chrUn_KI270363v1_region	1803	42393	23.51	0	51
chrUn_KI270364v1	2855	98632	34.55	0	81
chrUn_KI270364v1_region	2855	98632	34.55	0	81
chrUn_KI270362v1	3530	83161	23.56	0	57
chrUn_KI270362v1_region	3530	83161	23.56	0	57
chrUn_KI270366v1	8320	320229	38.49	0	118
chrUn_KI270366v1_region	8320	320229	38.49	0	118
chrUn_KI270379v1	1045	14930	14.29	0	23
chrUn_KI270379v1_region	1045	14930	14.29	0	23
chrUn_KI270389v1	1298	9198	7.09	0	20
chrUn_KI270389v1_region	1298	9198	7.09	0	20
chrUn_KI270390v1	2387	5699	2.39	0	11
chrUn_KI270390v1_region	2387	5699	2.39	0	11
chrUn_KI270387v1	1537	31430	20.45	0	47
chrUn_KI270387v1_region	1537	31430	20.45	0	47
chrUn_KI270395v1	1143	75450	66.01	0	154
chrUn_KI270395v1_region	1143	75450	66.01	0	154
chrUn_KI270396v1	1880	12365	6.58	0	37
chrUn_KI270396v1_region	1880	12365	6.58	0	37
chrUn_KI270388v1	1216	336	0.28	0	2
chrUn_KI270388v1_region	1216	336	0.28	0	2
chrUn_KI270394v1	970	4533	4.67	0	14
chrUn_KI270394v1_region	970	4533	4.67	0	14
chrUn_KI270386v1	1788	59741	33.41	0	64
chrUn_KI270386v1_region	1788	59741	33.41	0	64
chrUn_KI270391v1	1484	3522	2.37	0	9
chrUn_KI270391v1_region	1484	3522	2.37	0	9
chrUn_KI270383v1	1750	18865	10.78	0	29
chrUn_KI270383v1_region	1750	18865	10.78	0	29
chrUn_KI270393v1	1308	3464	2.65	0	9
chrUn_KI270393v1_region	1308	3464	2.65	0	9
chrUn_KI270384v1	1658	8953	5.40	0	39
chrUn_KI270384v1_region	1658	8953	5.40	0	39
chrUn_KI270392v1	971	39459	40.64	0	89
chrUn_KI270392v1_region	971	39459	40.64	0	89
chrUn_KI270381v1	1930	35591	18.44	0	40
chrUn_KI270381v1_region	1930	35591	18.44	0	40
chrUn_KI270385v1	990	4376	4.42	0	20
chrUn_KI270385v1_region	990	4376	4.42	0	20
chrUn_KI270382v1	4215	55614	13.19	0	44
chrUn_KI270382v1_region	4215	55614	13.19	0	44
chrUn_KI270376v1	1136	13941	12.27	0	25
chrUn_KI270376v1_region	1136	13941	12.27	0	25
chrUn_KI270374v1	2656	70126	26.40	0	94
chrUn_KI270374v1_region	2656	70126	26.40	0	94
chrUn_KI270372v1	1650	26624	16.14	0	34
chrUn_KI270372v1_region	1650	26624	16.14	0	34
chrUn_KI270373v1	1451	13368	9.21	0	21
chrUn_KI270373v1_region	1451	13368	9.21	0	21
chrUn_KI270375v1	2378	55719	23.43	0	66
chrUn_KI270375v1_region	2378	55719	23.43	0	66
chrUn_KI270371v1	2805	36393	12.97	0	27
chrUn_KI270371v1_region	2805	36393	12.97	0	27
chrUn_KI270448v1	7992	575037	71.95	4	127
chrUn_KI270448v1_region	7992	575037	71.95	4	127
chrUn_KI270521v1	7642	338358	44.28	0	123
chrUn_KI270521v1_region	7642	338358	44.28	0	123
chrUn_GL000195v1	182896	16400633	89.67	0	279
chrUn_GL000195v1_region	182896	16400633	89.67	0	279
chrUn_GL000219v1	179198	11725147	65.43	0	707
chrUn_GL000219v1_region	179198	11725147	65.43	0	707
chrUn_GL000220v1	161802	133835944	827.16	0	7392
chrUn_GL000220v1_region	161802	133835944	827.16	0	7392
chrUn_GL000224v1	179693	39445582	219.52	1	4079
chrUn_GL000224v1_region	179693	39445582	219.52	1	4079
chrUn_KI270741v1	157432	4506052	28.62	0	156
chrUn_KI270741v1_region	157432	4506052	28.62	0	156
chrUn_GL000226v1	15008	19386284	1291.73	1	4846
chrUn_GL000226v1_region	15008	19386284	1291.73	1	4846
chrUn_GL000213v1	164239	2772384	16.88	0	50
chrUn_GL000213v1_region	164239	2772384	16.88	0	50
chrUn_KI270743v1	210658	16701699	79.28	0	408
chrUn_KI270743v1_region	210658	16701699	79.28	0	408
chrUn_KI270744v1	168472	32448127	192.60	0	8230
chrUn_KI270744v1_region	168472	32448127	192.60	0	8230
chrUn_KI270745v1	41891	1292169	30.85	0	93
chrUn_KI270745v1_region	41891	1292169	30.85	0	93
chrUn_KI270746v1	66486	9391031	141.25	0	264
chrUn_KI270746v1_region	66486	9391031	141.25	0	264
chrUn_KI270747v1	198735	5065795	25.49	0	191
chrUn_KI270747v1_region	198735	5065795	25.49	0	191
chrUn_KI270748v1	93321	1933933	20.72	0	139
chrUn_KI270748v1_region	93321	1933933	20.72	0	139
chrUn_KI270749v1	158759	10649963	67.08	0	189
chrUn_KI270749v1_region	158759	10649963	67.08	0	189
chrUn_KI270750v1	148850	11759481	79.00	0	177
chrUn_KI270750v1_region	148850	11759481	79.00	0	177
chrUn_KI270751v1	150742	18759953	124.45	0	1336
chrUn_KI270751v1_region	150742	18759953	124.45	0	1336
chrUn_KI270752v1	27745	180	0.01	0	2
chrUn_KI270752v1_region	27745	180	0.01	0	2
chrUn_KI270753v1	62944	4620819	73.41	0	164
chrUn_KI270753v1_region	62944	4620819	73.41	0	164
chrUn_KI270754v1	40191	8162522	203.09	0	908
chrUn_KI270754v1_region	40191	8162522	203.09	0	908
chrUn_KI270755v1	36723	1087142	29.60	0	61
chrUn_KI270755v1_region	36723	1087142	29.60	0	61
chrUn_KI270756v1	79590	3678049	46.21	0	1017
chrUn_KI270756v1_region	79590	3678049	46.21	0	1017
chrUn_KI270757v1	71251	11157166	156.59	0	4375
chrUn_KI270757v1_region	71251	11157166	156.59	0	4375
chrUn_GL000214v1	137718	27081702	196.65	0	2455
chrUn_GL000214v1_region	137718	27081702	196.65	0	2455
chrUn_KI270742v1	186739	23246213	124.49	2	341
chrUn_KI270742v1_region	186739	23246213	124.49	2	341
chrUn_GL000216v2	176608	51812069	293.37	3	23707
chrUn_GL000216v2_region	176608	51812069	293.37	3	23707
chrUn_GL000218v1	161147	14614842	90.69	3	248
chrUn_GL000218v1_region	161147	14614842	90.69	3	248
chrEBV	171823	23262150	135.38	0	1065
chrEBV_region	171823	23262150	135.38	0	1065
total	3099921493	42327251563	13.65	0	827006
total_region	2889700366	40037639095	13.86	0	827006
