chrom	length	bases	mean	min	max
chrY_region	0	0	0.00	0	0
chrM	16569	1362739	82.25	65	100
chrM_region	0	0	0.00	0	0
chr1_KI270706v1_random	175055	129278	0.74	0	4
chr1_KI270706v1_random_region	175055	129278	0.74	0	4
chr1_KI270707v1_random	32032	6755	0.21	0	1
chr1_KI270707v1_random_region	32032	6755	0.21	0	1
chr1_KI270708v1_random	127682	82471	0.65	0	2
chr1_KI270708v1_random_region	127682	82471	0.65	0	2
chr1_KI270709v1_random	66860	1294261	19.36	0	116
chr1_KI270709v1_random_region	66860	1294261	19.36	0	116
chr1_KI270710v1_random	40176	30799	0.77	0	4
chr1_KI270710v1_random_region	40176	30799	0.77	0	4
chr1_KI270711v1_random	42210	46158	1.09	0	5
chr1_KI270711v1_random_region	42210	46158	1.09	0	5
chr1_KI270712v1_random	176043	121681	0.69	0	10
chr1_KI270712v1_random_region	176043	121681	0.69	0	10
chr1_KI270713v1_random	40745	13609	0.33	0	2
chr1_KI270713v1_random_region	40745	13609	0.33	0	2
chr1_KI270714v1_random	41717	22134	0.53	0	2
chr1_KI270714v1_random_region	41717	22134	0.53	0	2
chr2_KI270715v1_random	161471	24675	0.15	0	2
chr2_KI270715v1_random_region	161471	24675	0.15	0	2
chr2_KI270716v1_random	153799	25936	0.17	0	3
chr2_KI270716v1_random_region	153799	25936	0.17	0	3
chr3_GL000221v1_random	155397	95811	0.62	0	4
chr3_GL000221v1_random_region	155397	95811	0.62	0	4
chr4_GL000008v2_random	209709	245690	1.17	0	19
chr4_GL000008v2_random_region	209709	245690	1.17	0	19
chr5_GL000208v1_random	92689	72438	0.78	0	7
chr5_GL000208v1_random_region	92689	72438	0.78	0	7
chr9_KI270717v1_random	40062	0	0.00	0	0
chr9_KI270717v1_random_region	40062	0	0.00	0	0
chr9_KI270718v1_random	38054	63141	1.66	0	3
chr9_KI270718v1_random_region	38054	63141	1.66	0	3
chr9_KI270719v1_random	176845	116750	0.66	0	5
chr9_KI270719v1_random_region	176845	116750	0.66	0	5
chr9_KI270720v1_random	39050	28152	0.72	0	3
chr9_KI270720v1_random_region	39050	28152	0.72	0	3
chr11_KI270721v1_random	100316	49050	0.49	0	3
chr11_KI270721v1_random_region	100316	49050	0.49	0	3
chr14_GL000009v2_random	201709	397152	1.97	0	7
chr14_GL000009v2_random_region	201709	397152	1.97	0	7
chr14_GL000225v1_random	211173	1668185	7.90	0	41
chr14_GL000225v1_random_region	211173	1668185	7.90	0	41
chr14_KI270722v1_random	194050	79952	0.41	0	3
chr14_KI270722v1_random_region	194050	79952	0.41	0	3
chr14_GL000194v1_random	191469	226249	1.18	0	6
chr14_GL000194v1_random_region	191469	226249	1.18	0	6
chr14_KI270723v1_random	38115	42700	1.12	0	3
chr14_KI270723v1_random_region	38115	42700	1.12	0	3
chr14_KI270724v1_random	39555	60212	1.52	0	6
chr14_KI270724v1_random_region	39555	60212	1.52	0	6
chr14_KI270725v1_random	172810	86713	0.50	0	3
chr14_KI270725v1_random_region	172810	86713	0.50	0	3
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr15_KI270727v1_random	448248	91095	0.20	0	2
chr15_KI270727v1_random_region	448248	91095	0.20	0	2
chr16_KI270728v1_random	1872759	383033	0.20	0	5
chr16_KI270728v1_random_region	1872759	383033	0.20	0	5
chr17_GL000205v2_random	185591	400632	2.16	0	9
chr17_GL000205v2_random_region	185591	400632	2.16	0	9
chr17_KI270729v1_random	280839	523588	1.86	0	58
chr17_KI270729v1_random_region	280839	523588	1.86	0	58
chr17_KI270730v1_random	112551	91050	0.81	0	9
chr17_KI270730v1_random_region	112551	91050	0.81	0	9
chr22_KI270731v1_random	150754	94378	0.63	0	3
chr22_KI270731v1_random_region	150754	94378	0.63	0	3
chr22_KI270732v1_random	41543	70353	1.69	0	4
chr22_KI270732v1_random_region	41543	70353	1.69	0	4
chr22_KI270733v1_random	179772	2174317	12.09	0	56
chr22_KI270733v1_random_region	179772	2174317	12.09	0	56
chr22_KI270734v1_random	165050	109286	0.66	0	4
chr22_KI270734v1_random_region	165050	109286	0.66	0	4
chr22_KI270735v1_random	42811	94521	2.21	0	6
chr22_KI270735v1_random_region	42811	94521	2.21	0	6
chr22_KI270736v1_random	181920	139142	0.76	0	9
chr22_KI270736v1_random_region	181920	139142	0.76	0	9
chr22_KI270737v1_random	103838	23922	0.23	0	1
chr22_KI270737v1_random_region	103838	23922	0.23	0	1
chr22_KI270738v1_random	99375	42836	0.43	0	2
chr22_KI270738v1_random_region	99375	42836	0.43	0	2
chr22_KI270739v1_random	73985	19229	0.26	0	3
chr22_KI270739v1_random_region	73985	19229	0.26	0	3
chrUn_KI270320v1	4416	9200	2.08	1	3
chrUn_KI270320v1_region	4416	9200	2.08	1	3
chrUn_KI270311v1	12399	1578	0.13	0	1
chrUn_KI270311v1_region	12399	1578	0.13	0	1
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	0	0.00	0	0
chrUn_KI270418v1_region	2145	0	0.00	0	0
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	2587	1.27	1	2
chrUn_KI270417v1_region	2043	2587	1.27	1	2
chrUn_KI270442v1	392061	721064	1.84	0	9
chrUn_KI270442v1_region	392061	721064	1.84	0	9
chrUn_KI270466v1	1233	18634	15.11	2	17
chrUn_KI270466v1_region	1233	18634	15.11	2	17
chrUn_KI270465v1	1774	0	0.00	0	0
chrUn_KI270465v1_region	1774	0	0.00	0	0
chrUn_KI270467v1	3920	629495	160.59	2	211
chrUn_KI270467v1_region	3920	629495	160.59	2	211
chrUn_KI270435v1	92983	61407	0.66	0	3
chrUn_KI270435v1_region	92983	61407	0.66	0	3
chrUn_KI270438v1	112505	3993930	35.50	0	451
chrUn_KI270438v1_region	112505	3993930	35.50	0	451
chrUn_KI270468v1	4055	3611	0.89	0	2
chrUn_KI270468v1_region	4055	3611	0.89	0	2
chrUn_KI270510v1	2415	11229	4.65	4	5
chrUn_KI270510v1_region	2415	11229	4.65	4	5
chrUn_KI270509v1	2318	6472	2.79	2	3
chrUn_KI270509v1_region	2318	6472	2.79	2	3
chrUn_KI270518v1	2186	2185	1.00	0	1
chrUn_KI270518v1_region	2186	2185	1.00	0	1
chrUn_KI270508v1	1951	15414	7.90	6	8
chrUn_KI270508v1_region	1951	15414	7.90	6	8
chrUn_KI270516v1	1300	2600	2.00	2	2
chrUn_KI270516v1_region	1300	2600	2.00	2	2
chrUn_KI270512v1	22689	23770	1.05	0	3
chrUn_KI270512v1_region	22689	23770	1.05	0	3
chrUn_KI270519v1	138126	183870	1.33	0	6
chrUn_KI270519v1_region	138126	183870	1.33	0	6
chrUn_KI270511v1	8127	6258	0.77	0	2
chrUn_KI270511v1_region	8127	6258	0.77	0	2
chrUn_KI270515v1	6361	12322	1.94	0	2
chrUn_KI270515v1_region	6361	12322	1.94	0	2
chrUn_KI270507v1	5353	8601	1.61	0	3
chrUn_KI270507v1_region	5353	8601	1.61	0	3
chrUn_KI270517v1	3253	6580	2.02	0	4
chrUn_KI270517v1_region	3253	6580	2.02	0	4
chrUn_KI270538v1	91309	153643	1.68	0	12
chrUn_KI270538v1_region	91309	153643	1.68	0	12
chrUn_KI270544v1	1202	2268	1.89	0	2
chrUn_KI270544v1_region	1202	2268	1.89	0	2
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	2654	0.38	0	1
chrUn_KI270581v1_region	7046	2654	0.38	0	1
chrUn_KI270579v1	31033	10198	0.33	0	1
chrUn_KI270579v1_region	31033	10198	0.33	0	1
chrUn_KI270589v1	44474	46864	1.05	0	4
chrUn_KI270589v1_region	44474	46864	1.05	0	4
chrUn_KI270590v1	4685	22894	4.89	0	6
chrUn_KI270590v1_region	4685	22894	4.89	0	6
chrUn_KI270584v1	4513	2234	0.50	0	1
chrUn_KI270584v1_region	4513	2234	0.50	0	1
chrUn_KI270582v1	6504	2450	0.38	0	1
chrUn_KI270582v1_region	6504	2450	0.38	0	1
chrUn_KI270588v1	6158	3243	0.53	0	1
chrUn_KI270588v1_region	6158	3243	0.53	0	1
chrUn_KI270591v1	5796	8582	1.48	1	2
chrUn_KI270591v1_region	5796	8582	1.48	1	2
chrUn_KI270330v1	1652	0	0.00	0	0
chrUn_KI270330v1_region	1652	0	0.00	0	0
chrUn_KI270333v1	2699	48411	17.94	1	19
chrUn_KI270333v1_region	2699	48411	17.94	1	19
chrUn_KI270366v1	8320	0	0.00	0	0
chrUn_KI270366v1_region	8320	0	0.00	0	0
chrUn_KI270392v1	971	1938	2.00	0	2
chrUn_KI270392v1_region	971	1938	2.00	0	2
chrUn_GL000195v1	182896	253766	1.39	0	6
chrUn_GL000195v1_region	182896	253766	1.39	0	6
chrUn_GL000219v1	179198	112839	0.63	0	4
chrUn_GL000219v1_region	179198	112839	0.63	0	4
chrUn_GL000220v1	161802	1953884	12.08	0	70
chrUn_GL000220v1_region	161802	1953884	12.08	0	70
chrUn_GL000224v1	179693	687957	3.83	0	45
chrUn_GL000224v1_region	179693	687957	3.83	0	45
chrUn_KI270741v1	157432	34651	0.22	0	3
chrUn_KI270741v1_region	157432	34651	0.22	0	3
chrUn_GL000226v1	15008	209876	13.98	3	19
chrUn_GL000226v1_region	15008	209876	13.98	3	19
chrUn_GL000213v1	164239	58611	0.36	0	3
chrUn_GL000213v1_region	164239	58611	0.36	0	3
chrUn_KI270743v1	210658	194847	0.92	0	6
chrUn_KI270743v1_region	210658	194847	0.92	0	6
chrUn_KI270744v1	168472	457303	2.71	0	39
chrUn_KI270744v1_region	168472	457303	2.71	0	39
chrUn_KI270745v1	41891	0	0.00	0	0
chrUn_KI270745v1_region	41891	0	0.00	0	0
chrUn_KI270746v1	66486	130684	1.97	0	5
chrUn_KI270746v1_region	66486	130684	1.97	0	5
chrUn_KI270747v1	198735	69650	0.35	0	2
chrUn_KI270747v1_region	198735	69650	0.35	0	2
chrUn_KI270748v1	93321	12163	0.13	0	2
chrUn_KI270748v1_region	93321	12163	0.13	0	2
chrUn_KI270749v1	158759	178650	1.13	0	4
chrUn_KI270749v1_region	158759	178650	1.13	0	4
chrUn_KI270750v1	148850	126343	0.85	0	4
chrUn_KI270750v1_region	148850	126343	0.85	0	4
chrUn_KI270751v1	150742	147701	0.98	0	5
chrUn_KI270751v1_region	150742	147701	0.98	0	5
chrUn_KI270753v1	62944	40516	0.64	0	6
chrUn_KI270753v1_region	62944	40516	0.64	0	6
chrUn_KI270754v1	40191	157956	3.93	0	10
chrUn_KI270754v1_region	40191	157956	3.93	0	10
chrUn_KI270755v1	36723	10482	0.29	0	1
chrUn_KI270755v1_region	36723	10482	0.29	0	1
chrUn_KI270756v1	79590	70543	0.89	0	5
chrUn_KI270756v1_region	79590	70543	0.89	0	5
chrUn_KI270757v1	71251	203288	2.85	0	13
chrUn_KI270757v1_region	71251	203288	2.85	0	13
chrUn_GL000214v1	137718	237775	1.73	0	15
chrUn_GL000214v1_region	137718	237775	1.73	0	15
chrUn_KI270742v1	186739	264796	1.42	0	5
chrUn_KI270742v1_region	186739	264796	1.42	0	5
chrUn_GL000216v2	176608	491528	2.78	0	25
chrUn_GL000216v2_region	176608	491528	2.78	0	25
chrUn_GL000218v1	161147	168520	1.05	0	4
chrUn_GL000218v1_region	161147	168520	1.05	0	4
chrEBV	171823	1057301	6.15	1	19
chrEBV_region	171823	1057301	6.15	1	19
total	3099678252	1754748276	0.57	0	583
total_region	2889494365	1694248154	0.59	0	583
