experiment	analysis_root	category	relative_path	bytes	mtime_epoch	sha256	local_path	local_sha256	local_sha256_match
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.done	36	1786711391	f7af4438026327204db5f578af844b26675f26676bd704658b58a37b8a98a5c8	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.done	f7af4438026327204db5f578af844b26675f26676bd704658b58a37b8a98a5c8	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz	4806	1786711391	4caef437d7f8255ab5ec3ab840cd82934bd5e5172ab5ace3d275b6f56e6104b3	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz	4caef437d7f8255ab5ec3ab840cd82934bd5e5172ab5ace3d275b6f56e6104b3	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz.tbi	271	1786711391	1fed984aa8e2ff0252c03da8aca773b29f6f499a1cff997798ff6a114dc37504	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.result.vcf.gz.tbi	1fed984aa8e2ff0252c03da8aca773b29f6f499a1cff997798ff6a114dc37504	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.yaml	1609	1786711391	e1ff02db6d1cf8ab05da5e981aea1c0496ddbe2b9bb334a5473c3db5f4365441	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP11B1/HG002-082hc3dnbehb1c.CYP11B1.yaml	e1ff02db6d1cf8ab05da5e981aea1c0496ddbe2b9bb334a5473c3db5f4365441	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.done	35	1786711432	a7ed310d4a4e99a32a77f8236ab1287f7b8f9ba6176e8ebe44697e87b1ccbd60	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.done	a7ed310d4a4e99a32a77f8236ab1287f7b8f9ba6176e8ebe44697e87b1ccbd60	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz	3563	1786711432	39848421ca17964f3f594e628feb8bb2ebf6534f624227ecf9c3f8374cf10d2e	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz	39848421ca17964f3f594e628feb8bb2ebf6534f624227ecf9c3f8374cf10d2e	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz.tbi	72	1786711432	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.result.vcf.gz.tbi	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.yaml	2409	1786711432	66788b9c9f3bf83f8ac6791305ff01c1c29a1514953604646f295c153f5e89d4	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2A6/HG002-082hc3dnbehb1c.CYP2A6.yaml	66788b9c9f3bf83f8ac6791305ff01c1c29a1514953604646f295c153f5e89d4	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.done	35	1786712107	58e20a66984cc5991d6ed656069d27564352d5d6008209ea130ca7f4c32f6e0e	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.done	58e20a66984cc5991d6ed656069d27564352d5d6008209ea130ca7f4c32f6e0e	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz	3504	1786712107	053986c51fe1d915186b6e114af643977efbd693be2a3d9d262940deb5b5de13	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz	053986c51fe1d915186b6e114af643977efbd693be2a3d9d262940deb5b5de13	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz.tbi	72	1786712107	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.result.vcf.gz.tbi	8ac6662ca1a70d893348b244dfa8adaf4f6c50510b8bc39a785b40231f7966cc	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.yaml	1960	1786712107	54873e7adab2f34897594d9c139ddfed34b62200283a649da753f67b977236a1	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2B6/HG002-082hc3dnbehb1c.CYP2B6.yaml	54873e7adab2f34897594d9c139ddfed34b62200283a649da753f67b977236a1	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.done	35	1786711267	d51c395add49b6233820d2e9b502cfcd5d3702938b2d4031aab3ffcc40efefe4	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.done	d51c395add49b6233820d2e9b502cfcd5d3702938b2d4031aab3ffcc40efefe4	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz	3798	1786711267	0af4cea44f7728a2ad622980c484b15928261a461695003fa51c3a59b73f2505	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz	0af4cea44f7728a2ad622980c484b15928261a461695003fa51c3a59b73f2505	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz.tbi	152	1786711267	f02b30e12ae56c0298569f7bc0cca27c6196e3eba4e7d27eb213ed1e4f6aa51e	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.result.vcf.gz.tbi	f02b30e12ae56c0298569f7bc0cca27c6196e3eba4e7d27eb213ed1e4f6aa51e	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.yaml	1875	1786711267	473d2e1fcf39bf0300df23d92e0eec3931befa269a784fab90af2321043b0319	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/CYP2D6/HG002-082hc3dnbehb1c.CYP2D6.yaml	473d2e1fcf39bf0300df23d92e0eec3931befa269a784fab90af2321043b0319	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.done	32	1786711448	499c5876e9829a58834f6df72d3f63df3805a009b7ec8552a620c15326f3dfcb	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.done	499c5876e9829a58834f6df72d3f63df3805a009b7ec8552a620c15326f3dfcb	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz	3726	1786711448	2e53e2a63bc5203354d3b0b52b747468055accf65bab403bf4b33312e6ea0678	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz	2e53e2a63bc5203354d3b0b52b747468055accf65bab403bf4b33312e6ea0678	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz.tbi	277	1786711448	fe6135d0e84db84fb23cbcac6d7c92f5e44289e14eca027c3c5b2eade0cd5427	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.result.vcf.gz.tbi	fe6135d0e84db84fb23cbcac6d7c92f5e44289e14eca027c3c5b2eade0cd5427	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.yaml	1703	1786711448	37c8cf570bd2aee3d2780a24506922d3edfaeeaf795661500bb2b7e37596379d	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/GBA/HG002-082hc3dnbehb1c.GBA.yaml	37c8cf570bd2aee3d2780a24506922d3edfaeeaf795661500bb2b7e37596379d	1
E1	/fsx/analysis_results/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	NA	results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.done	32	1786712047	f9a18f4250abed23e04ba76a88571bf89bd9f23d7c3798cfbb4dff0f5b9cbd38	/Users/jmajor/.codex-worktrees/dyec-bjuice-matrix-e4-final-20260819/docs/jem_reports/hg002_bjuice_downsample_combined_report_assets/evidence/raw/E1/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentmm2ont/na/snv/sentdhiomr2/segdup/HG002-082hc3dnbehb1c/HBA/HG002-082hc3dnbehb1c.HBA.done	f9a18f4250abed23e04ba76a88571bf89bd9f23d7c3798cfbb4dff0f5b9cbd38	1
