observation_id	experiment	experiment_title	analysis_id	au	runtime_au	source_analysis_unit_uid	plot_label	ilmn_measured_token	rsr_measured_token	ont_measured_token	ilmn_target	ont_target	ilmn_abs_error	ont_abs_error	subsample_pct	ont_start_hour	ont_end_hour	selection_status	coverage_source_ilmn	coverage_source_rsr	coverage_source_ont	coverage_capture_method	evidence_captured_at	direct_s3_captured_at	snapshot_workflow_state	snapshot_controller_rc	benchmark_scope
OBS11	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N05	HG002-q72eaw08wpkf3v	HG002-ilmn10x-ont0p5x-h01	E4:N05	10.97	2.18	0.57	10.0	0.5	0.97	0.07	0.228675966155	0	1	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-q72eaw08wpkf3v/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-q72eaw08wpkf3v.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-q72eaw08wpkf3v/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-q72eaw08wpkf3v.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-q72eaw08wpkf3v/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-q72eaw08wpkf3v.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS12	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N06	HG002-atx653x1j8ynp0	HG002-ilmn10x-ont4x-h08	E4:N06	10.97	3.43	4.63	10.0	4.0	0.97	0.63	0.228675966155	0	8	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-atx653x1j8ynp0/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-atx653x1j8ynp0.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-atx653x1j8ynp0/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-atx653x1j8ynp0.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-atx653x1j8ynp0/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-atx653x1j8ynp0.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS13	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N07	HG002-pcqc0c5xzp2s1k	HG002-ilmn10x-ont12x-h24	E4:N07	10.97	3.82	11.43	10.0	12.0	0.97	-0.57	0.228675966155	0	24	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-pcqc0c5xzp2s1k/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-pcqc0c5xzp2s1k.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-pcqc0c5xzp2s1k/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-pcqc0c5xzp2s1k.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-pcqc0c5xzp2s1k/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-pcqc0c5xzp2s1k.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS14	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N08	HG002-1yxqt33e4ha4wz	HG002-ilmn10x-ont30x-h72	E4:N08	10.97	3.90	18.77	10.0	30.0	0.97	-11.23	0.228675966155	0	72	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-1yxqt33e4ha4wz/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-1yxqt33e4ha4wz.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-1yxqt33e4ha4wz/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-1yxqt33e4ha4wz.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-1yxqt33e4ha4wz/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-1yxqt33e4ha4wz.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS15	E3	Four-AU measured-coverage gap-fill experiment	prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z	12xby12x	HG002-nfjdv62wjc8dwr	HG002-12xby12x	E3:12xby12x	13.83	4.77	11.43	12.71	11.43	1.12	0.0	0.290647152984	0	24	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-nfjdv62wjc8dwr/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-nfjdv62wjc8dwr.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-nfjdv62wjc8dwr/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-nfjdv62wjc8dwr.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-nfjdv62wjc8dwr/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-nfjdv62wjc8dwr.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS16	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N20	HG002-7ge6tbnr426h4f	HG002-ilmn15x-ont30x-h72	E4:N20	16.22	5.71	18.77	15.0	30.0	1.22	-11.23	0.343013949233	0	72	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-7ge6tbnr426h4f/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-7ge6tbnr426h4f.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-7ge6tbnr426h4f/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-7ge6tbnr426h4f.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-7ge6tbnr426h4f/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-7ge6tbnr426h4f.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS17	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N15	HG002-f5tq2g3fwym1wt	HG002-ilmn20x-ont0p5x-h01	E4:N15	21.33	4.09	0.57	20.0	0.5	1.33	0.07	0.457351932311	0	1	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-f5tq2g3fwym1wt/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-f5tq2g3fwym1wt.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-f5tq2g3fwym1wt/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-f5tq2g3fwym1wt.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-f5tq2g3fwym1wt/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-f5tq2g3fwym1wt.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS18	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N16	HG002-h18bnth6fp1ybq	HG002-ilmn20x-ont4x-h08	E4:N16	21.33	6.18	4.63	20.0	4.0	1.33	0.63	0.457351932311	0	8	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-h18bnth6fp1ybq/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-h18bnth6fp1ybq.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-h18bnth6fp1ybq/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-h18bnth6fp1ybq.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-h18bnth6fp1ybq/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-h18bnth6fp1ybq.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS19	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N17	HG002-ds948px1gsb06w	HG002-ilmn20x-ont12x-h24	E4:N17	21.33	7.18	11.43	20.0	12.0	1.33	-0.57	0.457351932311	0	24	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-ds948px1gsb06w/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-ds948px1gsb06w.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-ds948px1gsb06w/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-ds948px1gsb06w.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-ds948px1gsb06w/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-ds948px1gsb06w.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS20	E3	Four-AU measured-coverage gap-fill experiment	prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z	20xby15x	HG002-wesenyqd5xz29g	HG002-20xby15x	E3:20xby15x	21.33	7.36	14.71	20.0	15.0	1.33	-0.29	0.457351932311	0	36	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-wesenyqd5xz29g/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-wesenyqd5xz29g.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-wesenyqd5xz29g/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-wesenyqd5xz29g.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-wesenyqd5xz29g/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-wesenyqd5xz29g.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS21	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N18	HG002-bkms86vs8ep25w	HG002-ilmn20x-ont30x-h72	E4:N18	21.33	7.43	18.77	20.0	30.0	1.33	-11.23	0.457351932311	0	72	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-bkms86vs8ep25w/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-bkms86vs8ep25w.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-bkms86vs8ep25w/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-bkms86vs8ep25w.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-bkms86vs8ep25w/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-bkms86vs8ep25w.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS22	E3	Four-AU measured-coverage gap-fill experiment	prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z	30xby15x	HG002-q73e7s390m0hjt	HG002-30xby15x	E3:30xby15x	31.12	10.50	14.71	30.0	15.0	1.12	-0.29	0.686027898467	0	36	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-q73e7s390m0hjt/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-q73e7s390m0hjt.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-q73e7s390m0hjt/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-q73e7s390m0hjt.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-4au-kitchensink-20260817T025004Z/daylily-omics-analysis/results/day/hg38/HG002-q73e7s390m0hjt/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-q73e7s390m0hjt.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS23	E4	Twenty-AU controlled native-SR × cumulative-ONT matrix	prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live	N09	HG002-e2mfe9p53bbdx1	HG002-ilmn30x-ont30x-h72	E4:N09	31.12	10.64	18.77	30.0	30.0	1.12	-11.23	0.686027898467	0	72	retained_unique	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-e2mfe9p53bbdx1/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-e2mfe9p53bbdx1.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-e2mfe9p53bbdx1/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-e2mfe9p53bbdx1.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-ssf-sequencing-data/derived/pre-rel-18025/prerel18025-bjuice-v2-hg002-20au-18042-20260818t1255z-live/daylily-omics-analysis/results/day/hg38/HG002-e2mfe9p53bbdx1/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-e2mfe9p53bbdx1.sentdhiomr2lr.na.mosdepth.summary.txt	successful no-delete S3 export of E4 clone	2026-08-18T17:55:26Z	NA	running	NA	successful raw benchmark attempts present at snapshot; not final workflow accounting
OBS24	E1	Initial full-SR, variable-LR experiment	prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	p5xp5	HG002-082hc3dnbehb1c	140975029	E1:p5xp5	43.73	8.54	0.57	0.5	0.5	43.23	0.07	0.011433798307	0	1	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-082hc3dnbehb1c.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-082hc3dnbehb1c.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-082hc3dnbehb1c/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-082hc3dnbehb1c.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS25	E1	Initial full-SR, variable-LR experiment	prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	1x1	HG002-98xq4xrqz7dwy9	173489894	E1:1x1	43.73	9.85	1.16	1.0	1.0	42.73	0.16	0.022867596615	0	2	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-98xq4xrqz7dwy9/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-98xq4xrqz7dwy9.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-98xq4xrqz7dwy9/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-98xq4xrqz7dwy9.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-98xq4xrqz7dwy9/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-98xq4xrqz7dwy9.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS26	E1	Initial full-SR, variable-LR experiment	prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	3x3	HG002-871vyxbnp4n81v	334438742	E1:3x3	43.73	11.93	4.09	3.0	3.0	40.73	1.09	0.068602789846	0	7	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-871vyxbnp4n81v/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-871vyxbnp4n81v.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-871vyxbnp4n81v/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-871vyxbnp4n81v.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-871vyxbnp4n81v/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-871vyxbnp4n81v.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS27	E1	Initial full-SR, variable-LR experiment	prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	5x5	HG002-vqs89p8gahfwf9	375111773	E1:5x5	43.73	12.71	6.20	5.0	5.0	38.73	1.2	0.114337983077	0	11	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-vqs89p8gahfwf9/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-vqs89p8gahfwf9.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-vqs89p8gahfwf9/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-vqs89p8gahfwf9.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-vqs89p8gahfwf9/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-vqs89p8gahfwf9.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
OBS28	E1	Initial full-SR, variable-LR experiment	prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z	10x5	HG002-fjg1n22920ymw4	635656666	E1:10x5	43.73	13.65	9.67	10.0	5.0	33.73	4.67	0.228675966155	0	19	retained_unique	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-fjg1n22920ymw4/align/sentdhiomr2sr/smd/alignqc/mosdepth/HG002-fjg1n22920ymw4.sentdhiomr2sr.smd.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-fjg1n22920ymw4/align/sentdhiomr2rsr/na/alignqc/mosdepth/HG002-fjg1n22920ymw4.sentdhiomr2rsr.na.mosdepth.summary.txt	s3://lsmc-dayoa-analysis-results-usw2/derived/bjuice-v2-multi-analysis-unit/prod-cand-1703/prod-cand-1703-hg002-bjuice-v2-multiau-20260814T114522Z/daylily-omics-analysis/results/day/hg38/HG002-fjg1n22920ymw4/align/sentdhiomr2lr/na/alignqc/mosdepth/HG002-fjg1n22920ymw4.sentdhiomr2lr.na.mosdepth.summary.txt	direct completed-export S3 read	2026-08-18T10:03:39Z	2026-08-18T10:03:39Z	completed export	0	completed execution benchmark summary
