RUNID	SAMPLEID	EXPERIMENTID	LANEID	BARCODEID	LIBPREP	SEQ_VENDOR	SEQ_PLATFORM	ILMN_R1_PATH	ILMN_R2_PATH	PACBIO_R1_PATH	PACBIO_R2_PATH	ONT_R1_PATH	ONT_R2_PATH	UG_R1_PATH	UG_R2_PATH	SUBSAMPLE_PCT	ILMN_TRIM_READ_LENGTH	SAMPLEUSE	BWA_KMER	DEEP_MODEL	ULTIMA_CRAM	ULTIMA_CRAM_ALIGNER	ULTIMA_CRAM_SNV_CALLER	ONT_CRAM	ONT_CRAM_ALIGNER	ONT_CRAM_SNV_CALLER	PB_BAM	PB_BAM_ALIGNER	PB_BAM_SNV_CALLER	ROCHE_BAM	ROCHE_BAM_ALIGNER	ROCHE_BAM_SNV_CALLER	ROCHE_DOWNSAMPLE_RATIO	LONGREADTRIM_READ_LENGTH	LONGREADTRIM_MODE	ULTIMA_SUBSAMPLE_PCT	ONT_SUBSAMPLE_PCT	ONT_BAM	ONT_BAM_ALIGNER	ONT_BAM_SNV_CALLER
hyb-only-platform-solo	HG006	Altair-HG006-a-S16	0	Altair--a-S16	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG006-a_S16_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG006-a_S16_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	HG006	Altair-HG006-b-S17	0	Altair--b-S17	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG006-b_S17_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG006-b_S17_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	HG006	Altair-HG006-c-S18	0	Altair--c-S18	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG006-c_S18_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG006-c_S18_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	HG007	Altair-HG007-a-S19	0	Altair--a-S19	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG007-a_S19_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG007-a_S19_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	HG007	Altair-HG007-b-S20	0	Altair--b-S20	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG007-b_S20_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG007-b_S20_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	HG007	Altair-HG007-c-S21	0	Altair--c-S21	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/Altair-HG007-c_S21_R1_001.fastq.gz	/fsx/scratch/ILMN/Altair-HG007-c_S21_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	NA00232	NA00232-SMN-S46	0	SMN-S46	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/NA00232-SMN_S46_R1_001.fastq.gz	/fsx/scratch/ILMN/NA00232-SMN_S46_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	NA03986	NA03986-DMPK-S48	0	DMPK-S48	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/NA03986-DMPK_S48_R1_001.fastq.gz	/fsx/scratch/ILMN/NA03986-DMPK_S48_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	NA05164	NA05164-DMPK-S49	0	DMPK-S49	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/NA05164-DMPK_S49_R1_001.fastq.gz	/fsx/scratch/ILMN/NA05164-DMPK_S49_R2_001.fastq.gz							na		research	19	WGS																				
hyb-only-platform-solo	NA09677	NA09677-SMN-S47	0	SMN-S47	PF	ILMN	NOVASEQ	/fsx/scratch/ILMN/NA09677-SMN_S47_R1_001.fastq.gz	/fsx/scratch/ILMN/NA09677-SMN_S47_R2_001.fastq.gz							na		research	19	WGS																				
