lane	output_class	shard	path	bytes	gib	undetermined
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/BUCCAL7-a_S31_L001_R2_001.fastq.gz	631027998	0.587690620	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/BUCCAL8-a_S32_L001_R1_001.fastq.gz	585301218	0.545104237	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/BUCCAL8-a_S32_L001_R2_001.fastq.gz	590894791	0.550313658	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/BUCCAL9-a_S33_L001_R1_001.fastq.gz	901051057	0.839169190	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/BUCCAL9-a_S33_L001_R2_001.fastq.gz	905868852	0.843656112	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-a_S1_L001_R1_001.fastq.gz	651213530	0.606489861	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-a_S1_L001_R2_001.fastq.gz	670884164	0.624809567	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-b_S2_L001_R1_001.fastq.gz	654036827	0.609119262	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-b_S2_L001_R2_001.fastq.gz	666118512	0.620371208	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-c_S3_L001_R1_001.fastq.gz	763061693	0.710656581	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG001-c_S3_L001_R2_001.fastq.gz	778844119	0.725355110	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-a_S4_L001_R1_001.fastq.gz	879066894	0.818694843	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-a_S4_L001_R2_001.fastq.gz	899020519	0.837278104	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-b_S5_L001_R1_001.fastq.gz	818527299	0.762312951	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-b_S5_L001_R2_001.fastq.gz	831130626	0.774050714	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-c_S6_L001_R1_001.fastq.gz	721188857	0.671659463	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG002-c_S6_L001_R2_001.fastq.gz	739163123	0.688399303	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-a_S7_L001_R1_001.fastq.gz	737423612	0.686779257	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-a_S7_L001_R2_001.fastq.gz	758210653	0.706138697	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-b_S8_L001_R1_001.fastq.gz	739360445	0.688583073	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-b_S8_L001_R2_001.fastq.gz	758306199	0.706227682	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-c_S9_L001_R1_001.fastq.gz	787383974	0.733308470	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG003-c_S9_L001_R2_001.fastq.gz	797669447	0.742887563	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-a_S10_L001_R1_001.fastq.gz	784987376	0.731076464	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-a_S10_L001_R2_001.fastq.gz	799682004	0.744761903	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-b_S11_L001_R1_001.fastq.gz	762413105	0.710052536	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-b_S11_L001_R2_001.fastq.gz	773323298	0.720213445	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-c_S12_L001_R1_001.fastq.gz	698269080	0.650313757	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG004-c_S12_L001_R2_001.fastq.gz	718316447	0.668984323	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-a_S13_L001_R1_001.fastq.gz	788219264	0.734086394	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-a_S13_L001_R2_001.fastq.gz	799870508	0.744937461	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-b_S14_L001_R1_001.fastq.gz	651483891	0.606741655	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-b_S14_L001_R2_001.fastq.gz	664405599	0.618775933	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-c_S15_L001_R1_001.fastq.gz	675470577	0.629080997	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG005-c_S15_L001_R2_001.fastq.gz	690099077	0.642704849	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-a_S16_L001_R1_001.fastq.gz	723352295	0.673674322	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-a_S16_L001_R2_001.fastq.gz	743811424	0.692728370	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-b_S17_L001_R1_001.fastq.gz	669664553	0.623673716	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-b_S17_L001_R2_001.fastq.gz	683452781	0.636515004	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-c_S18_L001_R1_001.fastq.gz	712247470	0.663332148	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG006-c_S18_L001_R2_001.fastq.gz	729104981	0.679031928	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-a_S19_L001_R1_001.fastq.gz	648552283	0.604011382	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-a_S19_L001_R2_001.fastq.gz	661286381	0.615870935	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-b_S20_L001_R1_001.fastq.gz	601390086	0.560088163	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-b_S20_L001_R2_001.fastq.gz	620507051	0.577892224	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-c_S21_L001_R1_001.fastq.gz	711820513	0.662934513	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/HG007-c_S21_L001_R2_001.fastq.gz	725485347	0.675660881	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA05115-a_S34_L001_R1_001.fastq.gz	932739466	0.868681321	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA05115-a_S34_L001_R2_001.fastq.gz	946105420	0.881129336	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA05212-a_S38_L001_R1_001.fastq.gz	798504872	0.743665613	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA05212-a_S38_L001_R2_001.fastq.gz	816334032	0.760270312	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA07439-a_S36_L001_R1_001.fastq.gz	745575117	0.694370938	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA07439-a_S36_L001_R2_001.fastq.gz	766606470	0.713957911	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA09216-a_S35_L001_R1_001.fastq.gz	694652472	0.646945529	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA09216-a_S35_L001_R2_001.fastq.gz	699486564	0.651447628	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA15849-a_S39_L001_R1_001.fastq.gz	765891425	0.713291974	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA15849-a_S39_L001_R2_001.fastq.gz	774239862	0.721067062	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA20208-a_S40_L001_R1_001.fastq.gz	834181786	0.776892329	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA20208-a_S40_L001_R2_001.fastq.gz	844596571	0.786591853	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA20241-a_S37_L001_R1_001.fastq.gz	766627813	0.713977789	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NA20241-a_S37_L001_R2_001.fastq.gz	778424160	0.724963993	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NTC_S41_L001_R1_001.fastq.gz	78719	0.000073313	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/NTC_S41_L001_R2_001.fastq.gz	122135	0.000113747	false
L001	tile	0001_tiles0001-0098	/fsx/analysis_results/ubuntu/bcl25b_full_shard008_odirect_off_20260602T115314Z/daylily-omics-analysis/results/runs/20260514_LH01106_0009_B23TVLGLT4/bclconvert/tile_fastqs/L001/0001_tiles0001-0098/Undetermined_S0_L001_R1_001.fastq.gz	7795034907	7.259691979	true
