chrom	length	bases	mean	min	max
chr22_KI270738v1_random_region	99375	117874	1.19	0	6
chr22_KI270739v1_random	73985	32786	0.44	0	3
chr22_KI270739v1_random_region	73985	32786	0.44	0	3
chrUn_KI270302v1	2274	2274	1.00	1	1
chrUn_KI270302v1_region	2274	2274	1.00	1	1
chrUn_KI270320v1	4416	9200	2.08	1	3
chrUn_KI270320v1_region	4416	9200	2.08	1	3
chrUn_KI270311v1	12399	3156	0.25	0	2
chrUn_KI270311v1_region	12399	3156	0.25	0	2
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	2032	0.95	0	1
chrUn_KI270418v1_region	2145	2032	0.95	0	1
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	4917	2.41	1	3
chrUn_KI270417v1_region	2043	4917	2.41	1	3
chrUn_KI270429v1	1361	1263	0.93	0	1
chrUn_KI270429v1_region	1361	1263	0.93	0	1
chrUn_KI270442v1	392061	1443841	3.68	0	12
chrUn_KI270442v1_region	392061	1443841	3.68	0	12
chrUn_KI270466v1	1233	37226	30.19	4	35
chrUn_KI270466v1_region	1233	37226	30.19	4	35
chrUn_KI270465v1	1774	0	0.00	0	0
chrUn_KI270465v1_region	1774	0	0.00	0	0
chrUn_KI270467v1	3920	1421403	362.60	2	475
chrUn_KI270467v1_region	3920	1421403	362.60	2	475
chrUn_KI270435v1	92983	121279	1.30	0	5
chrUn_KI270435v1_region	92983	121279	1.30	0	5
chrUn_KI270438v1	112505	8786089	78.10	0	951
chrUn_KI270438v1_region	112505	8786089	78.10	0	951
chrUn_KI270468v1	4055	10936	2.70	0	4
chrUn_KI270468v1_region	4055	10936	2.70	0	4
chrUn_KI270510v1	2415	19948	8.26	7	9
chrUn_KI270510v1_region	2415	19948	8.26	7	9
chrUn_KI270509v1	2318	6472	2.79	2	3
chrUn_KI270509v1_region	2318	6472	2.79	2	3
chrUn_KI270518v1	2186	2185	1.00	0	1
chrUn_KI270518v1_region	2186	2185	1.00	0	1
chrUn_KI270508v1	1951	24648	12.63	7	13
chrUn_KI270508v1_region	1951	24648	12.63	7	13
chrUn_KI270516v1	1300	3900	3.00	3	3
chrUn_KI270516v1_region	1300	3900	3.00	3	3
chrUn_KI270512v1	22689	35657	1.57	0	4
chrUn_KI270512v1_region	22689	35657	1.57	0	4
chrUn_KI270519v1	138126	403931	2.92	0	12
chrUn_KI270519v1_region	138126	403931	2.92	0	12
chrUn_KI270511v1	8127	14381	1.77	0	3
chrUn_KI270511v1_region	8127	14381	1.77	0	3
chrUn_KI270515v1	6361	19840	3.12	0	5
chrUn_KI270515v1_region	6361	19840	3.12	0	5
chrUn_KI270507v1	5353	10477	1.96	0	4
chrUn_KI270507v1_region	5353	10477	1.96	0	4
chrUn_KI270517v1	3253	10843	3.33	1	6
chrUn_KI270517v1_region	3253	10843	3.33	1	6
chrUn_KI270530v1	2168	0	0.00	0	0
chrUn_KI270530v1_region	2168	0	0.00	0	0
chrUn_KI270538v1	91309	302130	3.31	0	17
chrUn_KI270538v1_region	91309	302130	3.31	0	17
chrUn_KI270544v1	1202	2268	1.89	0	2
chrUn_KI270544v1_region	1202	2268	1.89	0	2
chrUn_KI270587v1	2969	2281	0.77	0	1
chrUn_KI270587v1_region	2969	2281	0.77	0	1
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	4063	0.58	0	2
chrUn_KI270581v1_region	7046	4063	0.58	0	2
chrUn_KI270579v1	31033	29095	0.94	0	2
chrUn_KI270579v1_region	31033	29095	0.94	0	2
chrUn_KI270589v1	44474	66074	1.49	0	10
chrUn_KI270589v1_region	44474	66074	1.49	0	10
chrUn_KI270590v1	4685	29882	6.38	0	8
chrUn_KI270590v1_region	4685	29882	6.38	0	8
chrUn_KI270584v1	4513	4533	1.00	0	2
chrUn_KI270584v1_region	4513	4533	1.00	0	2
chrUn_KI270582v1	6504	7604	1.17	0	2
chrUn_KI270582v1_region	6504	7604	1.17	0	2
chrUn_KI270588v1	6158	7247	1.18	0	2
chrUn_KI270588v1_region	6158	7247	1.18	0	2
chrUn_KI270591v1	5796	12672	2.19	1	3
chrUn_KI270591v1_region	5796	12672	2.19	1	3
chrUn_KI270330v1	1652	0	0.00	0	0
chrUn_KI270330v1_region	1652	0	0.00	0	0
chrUn_KI270333v1	2699	122594	45.42	3	50
chrUn_KI270333v1_region	2699	122594	45.42	3	50
chrUn_KI270337v1	1121	1057	0.94	0	1
chrUn_KI270337v1_region	1121	1057	0.94	0	1
chrUn_KI270366v1	8320	0	0.00	0	0
chrUn_KI270366v1_region	8320	0	0.00	0	0
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	1938	2.00	0	2
chrUn_KI270392v1_region	971	1938	2.00	0	2
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270448v1	7992	7816	0.98	0	1
chrUn_KI270448v1_region	7992	7816	0.98	0	1
chrUn_KI270521v1	7642	1195	0.16	0	1
chrUn_KI270521v1_region	7642	1195	0.16	0	1
chrUn_GL000195v1	182896	476775	2.61	0	10
chrUn_GL000195v1_region	182896	476775	2.61	0	10
chrUn_GL000219v1	179198	302350	1.69	0	8
chrUn_GL000219v1_region	179198	302350	1.69	0	8
chrUn_GL000220v1	161802	4162873	25.73	0	150
chrUn_GL000220v1_region	161802	4162873	25.73	0	150
chrUn_GL000224v1	179693	1282372	7.14	0	87
chrUn_GL000224v1_region	179693	1282372	7.14	0	87
chrUn_KI270741v1	157432	48942	0.31	0	3
chrUn_KI270741v1_region	157432	48942	0.31	0	3
chrUn_GL000226v1	15008	473423	31.54	9	42
chrUn_GL000226v1_region	15008	473423	31.54	9	42
chrUn_GL000213v1	164239	90214	0.55	0	4
chrUn_GL000213v1_region	164239	90214	0.55	0	4
chrUn_KI270743v1	210658	397249	1.89	0	6
chrUn_KI270743v1_region	210658	397249	1.89	0	6
chrUn_KI270744v1	168472	1038005	6.16	0	94
chrUn_KI270744v1_region	168472	1038005	6.16	0	94
chrUn_KI270745v1	41891	9327	0.22	0	1
chrUn_KI270745v1_region	41891	9327	0.22	0	1
chrUn_KI270746v1	66486	238571	3.59	0	8
chrUn_KI270746v1_region	66486	238571	3.59	0	8
chrUn_KI270747v1	198735	148825	0.75	0	5
chrUn_KI270747v1_region	198735	148825	0.75	0	5
chrUn_KI270748v1	93321	12714	0.14	0	2
chrUn_KI270748v1_region	93321	12714	0.14	0	2
chrUn_KI270749v1	158759	337114	2.12	0	8
chrUn_KI270749v1_region	158759	337114	2.12	0	8
chrUn_KI270750v1	148850	361039	2.43	0	10
chrUn_KI270750v1_region	148850	361039	2.43	0	10
chrUn_KI270751v1	150742	415729	2.76	0	13
chrUn_KI270751v1_region	150742	415729	2.76	0	13
chrUn_KI270753v1	62944	72290	1.15	0	7
chrUn_KI270753v1_region	62944	72290	1.15	0	7
chrUn_KI270754v1	40191	310900	7.74	0	19
chrUn_KI270754v1_region	40191	310900	7.74	0	19
chrUn_KI270755v1	36723	14194	0.39	0	2
chrUn_KI270755v1_region	36723	14194	0.39	0	2
chrUn_KI270756v1	79590	178950	2.25	0	12
chrUn_KI270756v1_region	79590	178950	2.25	0	12
chrUn_KI270757v1	71251	331516	4.65	0	16
chrUn_KI270757v1_region	71251	331516	4.65	0	16
chrUn_GL000214v1	137718	730827	5.31	0	37
chrUn_GL000214v1_region	137718	730827	5.31	0	37
chrUn_KI270742v1	186739	446898	2.39	0	7
chrUn_KI270742v1_region	186739	446898	2.39	0	7
chrUn_GL000216v2	176608	1219904	6.91	0	59
chrUn_GL000216v2_region	176608	1219904	6.91	0	59
chrUn_GL000218v1	161147	353489	2.19	0	7
chrUn_GL000218v1_region	161147	353489	2.19	0	7
chrEBV	171823	2280939	13.27	5	35
chrEBV_region	171823	2280939	13.27	5	35
total	3099708223	3590902211	1.16	0	1222
total_region	2889524336	3465815555	1.20	0	1222
