time_start,time_end,estimated,amount_usd,resource_id,service,classification
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,1.4012014401,i-0f9baebd4cf42ba7c,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.7997082618,i-0f9f2b73d19a659ea,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.2016,i-0fec5d1a28b6d27aa,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:ap-south-1:108782052779:natgateway/nat-01dc061291fc51e75,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:ap-south-1:108782052779:natgateway/nat-05f85018216cac061,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:eu-central-1:108782052779:natgateway/nat-0a2bfbfedf38f8e87,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:eu-central-1:108782052779:natgateway/nat-0ec6ae9605269bef4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:us-east-1:108782052779:natgateway/nat-089a96601cfd34f9d,Amazon Elastic Compute Cloud - Compute,dayhoff
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00246c8ef3b9087f1,Amazon Elastic Compute Cloud - Compute,dayhoff
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00ac08b685fea726f,Amazon Elastic Compute Cloud - Compute,terrarium
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.483e-05,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00f3c26e43ede9b10,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-0234e77781575cced,Amazon Elastic Compute Cloud - Compute,terrarium
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0011494578,arn:aws:ec2:us-west-2:171675361862:natgateway/nat-01432c586ef9dbf51,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.1489643465,i-00043e5e5ec359054,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.563622538,i-001031e33831285e4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6475528531,i-002133a8f9ccacaf7,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.11906375,i-002582f70e9170bf2,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.7266105116,i-003527c83af9a45d6,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.0456376868,i-005ae413b0fa16613,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.849602,i-00690d2d00d51f93c,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6276608793,i-006e9ee709d6f6457,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.8141877836,i-00772387c3875cfe9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.4230805652,i-0078bad50793b650f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5007263002,i-008bb34c5c0814cc9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.7999506535,i-0098a714412773a50,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7230043377,i-00a0f02f77f16eb4e,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6903834664,i-00a464a81572f0373,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.8585414459,i-00b74a9f687e28bea,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.2049492224,i-00ec5e7bc690e5727,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,4.3108134768,i-01135fc0d7a80ebb4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5612051004,i-01150f9a76938e3e3,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.7307542836,i-011d3a43e69c8317b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7230043377,i-011e2953e494ca67e,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.882316269,i-011e7ad11da35a4f2,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.5118494884,i-01299ac4a66ad97e3,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.4477313377,i-012e9f8a959e4da2b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.655796231,i-01314ee48f4c10cb9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.04194875,i-0143cec742885d5da,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.9893318655,i-01503736c99c70208,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.9634729751,i-0155c818a8949bda9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6919901044,i-0159716038f9bad6a,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6954237128,i-018b4a6cc1c09a4d6,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.0019783933,i-0197f6ade90831921,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.4854005116,i-01a176c5479691636,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5844874884,i-01a649204041f590f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.1489643465,i-01bb9f95ed6e6a757,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.8405709299,i-01d35c9a318658836,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.9936,i-01db42c813d037c0e,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.7356948201,i-01e6545da6deff737,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.729496231,i-01eb4b5008c688db6,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.1382045184,i-01eb75c413096e8f0,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7952383041,i-01f8a82dcd6e8e450,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5612051004,i-01fb5e2b8e4141fe7,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,4.4884672558,i-02041d5451e5e7f86,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.9423525,i-0205abb5806a4456f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5612051004,i-02111fd06f72c8c7b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.0493680965,i-021c987224c7f9676,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.3003513377,i-02254af97a1a32cbb,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.2098930965,i-022566593889f67bb,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7942013567,i-022984c84f5e9cf92,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.694254,i-023b86513473a0555,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.675701212,i-0247f7df5b589687d,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7431346959,i-0248705ef9ddbc298,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.7349958232,i-024aa28d669f76504,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.0019783933,i-025ee712e7ffe6bab,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.8519930965,i-025fc234adc6109ca,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6241259308,i-026ebbe675af15695,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.52890225,i-027d64795ac3c5fbf,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.1560495232,i-028377841087482c4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6568526436,i-028ffb6d3c3d55d0f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.6507661082,i-0292332a4734b2930,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,5.0747295232,i-02926a38adfd6af6b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.9993723531,i-02987a0f755011c7d,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.3201931535,i-02b31a1ca1911150f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.1013126768,i-02bf75bbf27a43e66,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.4938925338,i-02d01cf78527e0ee8,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6241259308,i-02d0d04359fb7eb87,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,4.3108134768,i-02e6cc57241ddec90,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.1028775,i-02f1158a4fe7c5dcf,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,4.0949174268,i-03020280027507f9a,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5933709768,i-03039d00a85d0ca82,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.0095784459,i-0308b571ac481101d,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.6620672164,i-032ef7ba09ee7f0c8,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.655796231,i-033186eade2bd778a,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.7473237008,i-033915d3dcbbfa635,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6409824176,i-03412a13857ab74f4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5612051004,i-0342d933bc8a755d1,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.5639744649,i-0344c2acfc41e3dd9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.8615550877,i-034c174c5c579066a,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.8153686623,i-035792cef445aa10b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.6890793655,i-03592117afdad10f3,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.1688918996,i-037f26536af2767a9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.849602,i-03804de989b68da14,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6608163002,i-039ee04cb873d8290,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.9349331535,i-03e5e97c9df812139,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.2215483041,i-03f66c1c07232f42d,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.7697197251,i-03f899f3456cd775c,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.58983325,i-040957c3796150470,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.9574748377,i-041dd26c8068610ea,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,4.1686872558,i-041e0d957b3e32daa,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.173328712,i-04237535859895226,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.882316269,i-0424ad7d1d9a00248,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5612051004,i-0429ba2dd46272182,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.66335925,i-042a2586fe4a2aa0b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.536137,i-042d10a329ca8fa4f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.7194489123,i-043c9d02dda862713,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.655796231,i-043dcba136b66d112,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.8018031082,i-045380dbad7bbc304,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.6528087134,i-0454f926b9c698e07,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.655796231,i-0461f66a5ed0f861e,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.427779981,i-04705f69f14d64abc,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.8934654176,i-0481e7e80175c9036,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.2040628247,i-0499948b203e06e83,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.5456116522,i-04a1e9668dc205955,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.6890793655,i-04b5a3284907ab0e0,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.3671368465,i-04b7be4186100f6f3,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.1516803582,i-04bb7b688935ca6ad,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.813039981,i-04bde9196c931f6a2,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.1248,i-04d3a8c6aae87f818,Amazon Elastic Compute Cloud - Compute,dayhoff
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,10.1741713002,i-04d60e7c6e2cfe381,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5540907008,i-050eaa4df0cc40365,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.9423525,i-050ebbfd617bec840,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,6.388895,i-051cff22557a42c8e,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.7370453132,i-051d3295a2adaef69,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.101984981,i-0521ef95ca19adcc8,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.1753993655,i-052804e482b7c1a9b,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,50.5603639311,i-05374380b57fad901,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.5910183918,i-054db23ef1e68b2a9,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.6217907128,i-0553dc1eeecca40ec,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,1.6708964664,i-055a9c936fd1b00e1,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.1469440541,i-05662c819c7a96d65,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.4275967164,i-0568ca77a59cf7cda,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.522598769,i-058afef2f8e47125a,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.1087700232,i-05957827db6bff69f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.0477937408,i-05974c40ab61ec0c7,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.5760069768,i-059c56940f2bd15b8,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.4055921799,i-05b6060eefd711a72,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,3.8980403201,i-05babf4b13a8a4f7f,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.4939135,i-05cbb35fe5cf7b1a5,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,2.655796231,i-05cc10b456c9e3c7c,Amazon Elastic Compute Cloud - Compute,unallocated
