time_start,time_end,estimated,amount_usd,service
2026-04-01,2026-05-01,False,3924.8280150815,Amazon FSx
2026-04-01,2026-05-01,False,2.6714e-06,Amazon Glacier
2026-04-01,2026-05-01,False,15.268142109,Amazon GuardDuty
2026-04-01,2026-05-01,False,0.0,Amazon Inspector
2026-04-01,2026-05-01,False,130.0,Amazon Registrar
2026-04-01,2026-05-01,False,497.9875161126,Amazon Relational Database Service
2026-04-01,2026-05-01,False,14.3503452,Amazon Route 53
2026-04-01,2026-05-01,False,0.0,Amazon Simple Notification Service
2026-04-01,2026-05-01,False,0.0,Amazon Simple Queue Service
2026-04-01,2026-05-01,False,1479.5929508039,Amazon Simple Storage Service
2026-04-01,2026-05-01,False,119.2068503224,Amazon Virtual Private Cloud
2026-04-01,2026-05-01,False,4.8825031081,AmazonCloudWatch
2026-04-01,2026-05-01,False,0.0,CloudWatch Events
2026-04-01,2026-05-01,False,0.0,Tax
2026-05-01,2026-06-01,False,0.0,AWS Certificate Manager
2026-05-01,2026-06-01,False,0.0,AWS CloudFormation
2026-05-01,2026-06-01,False,32.533505,AWS CloudTrail
2026-05-01,2026-06-01,False,60.8757636451,AWS Cost Explorer
2026-05-01,2026-06-01,False,0.0,AWS Glue
2026-05-01,2026-06-01,False,2.934997566,AWS Key Management Service
2026-05-01,2026-06-01,False,6.3428e-06,AWS Lambda
2026-05-01,2026-06-01,False,6.0549953036,AWS Secrets Manager
2026-05-01,2026-06-01,False,191.551362364,AWS Security Hub
2026-05-01,2026-06-01,False,0.0,AWS Service Catalog
2026-05-01,2026-06-01,False,2.284e-06,AWS Step Functions
2026-05-01,2026-06-01,False,680.902151147,AWS Support (Developer)
2026-05-01,2026-06-01,False,6.999999888,AWS WAF
2026-05-01,2026-06-01,False,0.0,Amazon CloudFront
2026-05-01,2026-06-01,False,0.02925,Amazon Cognito
2026-05-01,2026-06-01,False,0.0380672189,Amazon DynamoDB
2026-05-01,2026-06-01,False,0.7040180655,Amazon EC2 Container Registry (ECR)
2026-05-01,2026-06-01,False,1156.4277843743,EC2 - Other
2026-05-01,2026-06-01,False,11205.6624602906,Amazon Elastic Compute Cloud - Compute
2026-05-01,2026-06-01,False,55.1299283869,Amazon Elastic Container Service
2026-05-01,2026-06-01,False,7.24317e-05,Amazon Elastic File System
2026-05-01,2026-06-01,False,25.2091283305,Amazon Elastic Load Balancing
2026-05-01,2026-06-01,False,4675.5496062546,Amazon FSx
2026-05-01,2026-06-01,False,3.2412e-06,Amazon Glacier
2026-05-01,2026-06-01,False,20.8700168735,Amazon GuardDuty
2026-05-01,2026-06-01,False,0.0,Amazon Inspector
2026-05-01,2026-06-01,False,2029.0941517157,Amazon Relational Database Service
2026-05-01,2026-06-01,False,14.752048,Amazon Route 53
2026-05-01,2026-06-01,False,6.2797e-06,Amazon Simple Notification Service
2026-05-01,2026-06-01,False,0.0,Amazon Simple Queue Service
2026-05-01,2026-06-01,False,3643.1147737754,Amazon Simple Storage Service
2026-05-01,2026-06-01,False,135.8671375624,Amazon Virtual Private Cloud
2026-05-01,2026-06-01,False,81.9202940286,AmazonCloudWatch
2026-05-01,2026-06-01,False,0.0,CloudWatch Events
2026-05-01,2026-06-01,False,0.0,Tax
2026-06-01,2026-06-19,True,0.0,AWS CloudFormation
2026-06-01,2026-06-19,True,124.86978,AWS CloudTrail
2026-06-01,2026-06-19,True,244.5372646666,AWS Cost Explorer
2026-06-01,2026-06-19,True,0.0,AWS Glue
2026-06-01,2026-06-19,True,5.4698956854,AWS Key Management Service
2026-06-01,2026-06-19,True,3.9319e-06,AWS Lambda
2026-06-01,2026-06-19,True,4.8418044774,AWS Secrets Manager
2026-06-01,2026-06-19,True,198.7730404691,AWS Security Hub
2026-06-01,2026-06-19,True,0.0,AWS Service Catalog
2026-06-01,2026-06-19,True,1.281e-06,AWS Step Functions
2026-06-01,2026-06-19,True,614.906181015,AWS Support (Developer)
2026-06-01,2026-06-19,True,4.1027778106,AWS WAF
2026-06-01,2026-06-19,True,3.4e-09,Amazon CloudFront
2026-06-01,2026-06-19,True,0.0,Amazon Cognito
2026-06-01,2026-06-19,True,0.0197639272,Amazon DynamoDB
2026-06-01,2026-06-19,True,3.5944261358,Amazon EC2 Container Registry (ECR)
2026-06-01,2026-06-19,True,558.4391712608,EC2 - Other
2026-06-01,2026-06-19,True,12158.3524116919,Amazon Elastic Compute Cloud - Compute
2026-06-01,2026-06-19,True,31.285903183,Amazon Elastic Container Service
2026-06-01,2026-06-19,True,5.24745e-05,Amazon Elastic File System
2026-06-01,2026-06-19,True,19.0084592812,Amazon Elastic Load Balancing
2026-06-01,2026-06-19,True,1134.6341404544,Amazon FSx
2026-06-01,2026-06-19,True,1.8058e-06,Amazon Glacier
2026-06-01,2026-06-19,True,7.0660311593,Amazon GuardDuty
2026-06-01,2026-06-19,True,0.0,Amazon Inspector
2026-06-01,2026-06-19,True,2577.0392707347,Amazon Relational Database Service
2026-06-01,2026-06-19,True,13.1373672,Amazon Route 53
2026-06-01,2026-06-19,True,2.6115e-06,Amazon Simple Notification Service
2026-06-01,2026-06-19,True,0.0,Amazon Simple Queue Service
2026-06-01,2026-06-19,True,3890.9782625577,Amazon Simple Storage Service
2026-06-01,2026-06-19,True,91.5773503523,Amazon Virtual Private Cloud
2026-06-01,2026-06-19,True,129.3901835537,AmazonCloudWatch
2026-06-01,2026-06-19,True,0.0,CloudWatch Events
2026-06-01,2026-06-19,True,0.0,Tax
