time_start,time_end,estimated,amount_usd,service,usage_type
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,eu-central-1-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,eu-north-1-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,eu-west-1-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,eu-west-2-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,eu-west-3-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,sa-east-1-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,us-east-1-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,us-east-2-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,us-west-1-KMS-Requests
2026-03-21,2026-04-01,False,1.064516112,AWS Key Management Service,us-west-2-KMS-Keys
2026-03-21,2026-04-01,False,0.0,AWS Key Management Service,us-west-2-KMS-Requests
2026-03-21,2026-04-01,False,0.0,AWS Lambda,Lambda-GB-Second
2026-03-21,2026-04-01,False,0.0,AWS Lambda,Request
2026-03-21,2026-04-01,False,0.0,AWS Lambda,USW2-Lambda-GB-Second
2026-03-21,2026-04-01,False,0.0,AWS Lambda,USW2-Request
2026-03-21,2026-04-01,False,0.0,AWS Lambda,USW2-USE1-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.63e-07,AWS Lambda,USW2-USE1-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APN1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APN2-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APN3-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APS1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APS2-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,APS3-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,CAN1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,EU-AWSSecretsManager-APIRequests
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,EUC1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,EUN1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,EUW2-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,EUW3-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,SAE1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.744848706,AWS Secrets Manager,USE1-AWSSecretsManager-Secrets
2026-03-21,2026-04-01,False,0.019495,AWS Secrets Manager,USE1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.00013,AWS Secrets Manager,USE2-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.000115,AWS Secrets Manager,USW1-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,1.1863289727,AWS Secrets Manager,USW2-AWSSecretsManager-Secrets
2026-03-21,2026-04-01,False,0.000415,AWS Secrets Manager,USW2-AWSSecretsManagerAPIRequest
2026-03-21,2026-04-01,False,0.024505,AWS Security Hub,AFS1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,AFS1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,AFS1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.02589312,AWS Security Hub,APE1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APE1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APE1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.02325072,AWS Security Hub,APN1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APN1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0226596,AWS Security Hub,APN2-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN2-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APN2-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN2-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.024635,AWS Security Hub,APN3-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN3-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APN3-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APN3-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0226688,AWS Security Hub,APS1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APS1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0226596,AWS Security Hub,APS2-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS2-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APS2-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS2-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.02189,AWS Security Hub,APS3-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS3-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,APS3-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS3-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0225124,AWS Security Hub,APS4-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS4-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS4-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0215556,AWS Security Hub,APS5-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS5-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,APS5-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0226596,AWS Security Hub,CAN1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,CAN1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,CAN1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,CAN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0216788,AWS Security Hub,EU-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EU-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,EU-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EU-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0229908,AWS Security Hub,EUC1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUC1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,EUC1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUC1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0206892,AWS Security Hub,EUN1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUN1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,EUN1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUN1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.02167,AWS Security Hub,EUW2-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUW2-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,EUW2-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUW2-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0216744,AWS Security Hub,EUW3-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUW3-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,EUW3-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,EUW3-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.87807024,AWS Security Hub,Global-MonitoredIAMRole
2026-03-21,2026-04-01,False,0.12100968,AWS Security Hub,Global-MonitoredIAMUser
2026-03-21,2026-04-01,False,0.034489,AWS Security Hub,SAE1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,SAE1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,SAE1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,SAE1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.100532,AWS Security Hub,USE1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0123864768,AWS Security Hub,USE1-LogsAnalyzedBytes
2026-03-21,2026-04-01,False,1.5781149,AWS Security Hub,USE1-MonitoredEC2
2026-03-21,2026-04-01,False,0.479136,AWS Security Hub,USE1-MonitoredFunction
2026-03-21,2026-04-01,False,0.525,AWS Security Hub,USE1-MonitoredFunctionCode
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USE1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,USE1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USE1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.020764,AWS Security Hub,USE2-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USE2-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,USE2-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USE2-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0217184,AWS Security Hub,USW1-EventsAnalyzed
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USW1-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,0.352,AWS Security Hub,USW1-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USW1-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,5.474836,AWS Security Hub,USW2-EventsAnalyzed
2026-03-21,2026-04-01,False,0.1197447462,AWS Security Hub,USW2-LogsAnalyzedBytes
2026-03-21,2026-04-01,False,0.6042672,AWS Security Hub,USW2-MonitoredContainerImage
2026-03-21,2026-04-01,False,5.4582984,AWS Security Hub,USW2-MonitoredEC2
2026-03-21,2026-04-01,False,1.072848,AWS Security Hub,USW2-MonitoredFunction
2026-03-21,2026-04-01,False,1.215,AWS Security Hub,USW2-MonitoredFunctionCode
2026-03-21,2026-04-01,False,63.45711,AWS Security Hub,USW2-OtherProduct:PaidFindingsIngestion
2026-03-21,2026-04-01,False,1.056,AWS Security Hub,USW2-PaidComplianceCheck
2026-03-21,2026-04-01,False,0.0,AWS Security Hub,USW2-SecurityHubProduct:FreeFindingsIngestion
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APN1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APN2-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APN3-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APS1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APS2-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,APS3-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,CAN1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,EU-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,EUC1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,EUN1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,EUW2-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,EUW3-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,SAE1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,USE1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,USE2-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,USW1-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Service Catalog,USW2-SC-API-Calls
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.7e-08,AWS Step Functions,APN1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN2-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN2-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN2-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.5e-08,AWS Step Functions,APN2-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN3-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN3-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APN3-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.7e-08,AWS Step Functions,APN3-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.7e-08,AWS Step Functions,APS1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS2-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS2-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS2-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.8e-08,AWS Step Functions,APS2-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS3-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS3-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,APS3-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.6e-08,AWS Step Functions,APS3-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,CAN1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,CAN1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,CAN1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,CAN1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EU-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EU-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EU-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,EU-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUC1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUC1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUC1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,EUC1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUN1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUN1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUN1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,EUN1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW2-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW2-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW2-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,EUW2-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW3-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW3-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,EUW3-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,EUW3-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,SAE1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,SAE1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,SAE1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,2.6e-08,AWS Step Functions,SAE1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USE1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,USE1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USE2-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USE2-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USE2-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,USE2-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USW1-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USW1-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USW1-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,4e-09,AWS Step Functions,USW1-USW2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USW2-DataTransfer-In-Bytes
2026-03-21,2026-04-01,False,0.0,AWS Step Functions,USW2-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.709677408,AWS WAF,Global-RuleV2
2026-03-21,2026-04-01,False,1.77419352,AWS WAF,Global-WebACLV2
2026-03-21,2026-04-01,False,0.0197256,AWS WAF,USW2-RequestV2-Tier0
2026-03-21,2026-04-01,False,1.419354816,AWS WAF,USW2-RuleV2
2026-03-21,2026-04-01,False,3.54838704,AWS WAF,USW2-WebACLV2
2026-03-21,2026-04-01,False,0.0,AWS X-Ray,USE1-XRay-TracesStored
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,CA-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,CA-Requests-Tier2-HTTPS
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,EU-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,2.13635e-05,Amazon CloudFront,EU-DataTransfer-Out-OBytes
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,EU-Requests-HTTP-Proxy
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,EU-Requests-HTTPS-Proxy
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,EU-Requests-Tier1
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,EU-Requests-Tier2-HTTPS
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,US-DataTransfer-Out-Bytes
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,US-Requests-Tier1
2026-03-21,2026-04-01,False,0.0,Amazon CloudFront,US-Requests-Tier2-HTTPS
2026-03-21,2026-04-01,False,0.0,Amazon Cognito,USE1-CognitoEssentialsMAU
2026-03-21,2026-04-01,False,0.0,Amazon Cognito,USW2-CognitoEssentialsMAU
2026-03-21,2026-04-01,False,0.0046145,Amazon DynamoDB,USW2-ReadRequestUnits
2026-03-21,2026-04-01,False,4.113e-07,Amazon DynamoDB,USW2-TimedPITRStorage-ByteHrs
2026-03-21,2026-04-01,False,0.0,Amazon DynamoDB,USW2-TimedStorage-ByteHrs
2026-03-21,2026-04-01,False,0.00030625,Amazon DynamoDB,USW2-WriteRequestUnits
2026-03-21,2026-04-01,False,0.1231504824,Amazon EC2 Container Registry (ECR),USW2-TimedStorage-ByteHrs
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APN1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APN2-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.6e-08,EC2 - Other,APS3-APN2-AWS-Out-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APS1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APS2-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APS5-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APS6-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-APS9-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-CAN1-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.54e-08,EC2 - Other,APS3-DataTransfer-Regional-Bytes
2026-03-21,2026-04-01,False,0.8546189828,EC2 - Other,APS3-EBS:SnapshotUsage
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-ESC1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-EU-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-EUC1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-EUN1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-EUW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-EUW3-AWS-In-Bytes
2026-03-21,2026-04-01,False,1.29227e-05,EC2 - Other,APS3-NatGateway-Bytes
2026-03-21,2026-04-01,False,29.568,EC2 - Other,APS3-NatGateway-Hours
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-USE1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-USE2-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-USW1-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0,EC2 - Other,APS3-USW2-AWS-In-Bytes
2026-03-21,2026-04-01,False,0.0125414078,EC2 - Other,DataTransfer-Regional-Bytes
2026-03-21,2026-04-01,False,10.8493677544,EC2 - Other,EBS:VolumeUsage.gp3
