chrom	length	bases	mean	min	max
chr1_KI270706v1_random	175055	3554254	20.30	0	169
chr1_KI270706v1_random_region	175055	3554254	20.30	0	169
chr1_KI270707v1_random	32032	602176	18.80	0	47
chr1_KI270707v1_random_region	32032	602176	18.80	0	47
chr1_KI270708v1_random	127682	1345272	10.54	0	77
chr1_KI270708v1_random_region	127682	1345272	10.54	0	77
chr1_KI270709v1_random	66860	21834054	326.56	0	4842
chr1_KI270709v1_random_region	66860	21834054	326.56	0	4842
chr1_KI270710v1_random	40176	857941	21.35	0	69
chr1_KI270710v1_random_region	40176	857941	21.35	0	69
chr1_KI270711v1_random	42210	1497830	35.49	0	153
chr1_KI270711v1_random_region	42210	1497830	35.49	0	153
chr1_KI270712v1_random	176043	2443890	13.88	0	307
chr1_KI270712v1_random_region	176043	2443890	13.88	0	307
chr1_KI270713v1_random	40745	1328582	32.61	0	78
chr1_KI270713v1_random_region	40745	1328582	32.61	0	78
chr1_KI270714v1_random	41717	737473	17.68	0	41
chr1_KI270714v1_random_region	41717	737473	17.68	0	41
chr2_KI270715v1_random	161471	2679264	16.59	0	126
chr2_KI270715v1_random_region	161471	2679264	16.59	0	126
chr2_KI270716v1_random	153799	2116311	13.76	0	248
chr2_KI270716v1_random_region	153799	2116311	13.76	0	248
chr3_GL000221v1_random	155397	5193312	33.42	0	92
chr3_GL000221v1_random_region	155397	5193312	33.42	0	92
chr4_GL000008v2_random	209709	7447753	35.51	0	1114
chr4_GL000008v2_random_region	209709	7447753	35.51	0	1114
chr5_GL000208v1_random	92689	2739277	29.55	0	231
chr5_GL000208v1_random_region	92689	2739277	29.55	0	231
chr9_KI270717v1_random	40062	473131	11.81	0	32
chr9_KI270717v1_random_region	40062	473131	11.81	0	32
chr9_KI270718v1_random	38054	902562	23.72	0	172
chr9_KI270718v1_random_region	38054	902562	23.72	0	172
chr9_KI270719v1_random	176845	5023153	28.40	0	211
chr9_KI270719v1_random_region	176845	5023153	28.40	0	211
chr9_KI270720v1_random	39050	963662	24.68	2	99
chr9_KI270720v1_random_region	39050	963662	24.68	2	99
chr11_KI270721v1_random	100316	1027664	10.24	0	30
chr11_KI270721v1_random_region	100316	1027664	10.24	0	30
chr14_GL000009v2_random	201709	9711165	48.14	0	132
chr14_GL000009v2_random_region	201709	9711165	48.14	0	132
chr14_GL000225v1_random	211173	33378548	158.06	0	6929
chr14_GL000225v1_random_region	211173	33378548	158.06	0	6929
chr14_KI270722v1_random	194050	3105542	16.00	0	64
chr14_KI270722v1_random_region	194050	3105542	16.00	0	64
chr14_GL000194v1_random	191469	9138938	47.73	0	120
chr14_GL000194v1_random_region	191469	9138938	47.73	0	120
chr14_KI270723v1_random	38115	1993349	52.30	1	1105
chr14_KI270723v1_random_region	38115	1993349	52.30	1	1105
chr14_KI270724v1_random	39555	1640549	41.48	0	862
chr14_KI270724v1_random_region	39555	1640549	41.48	0	862
chr14_KI270725v1_random	172810	3721914	21.54	0	109
chr14_KI270725v1_random_region	172810	3721914	21.54	0	109
chr14_KI270726v1_random	43739	648	0.01	0	3
chr14_KI270726v1_random_region	43739	648	0.01	0	3
chr15_KI270727v1_random	448248	2383913	5.32	0	48
chr15_KI270727v1_random_region	448248	2383913	5.32	0	48
chr16_KI270728v1_random	1872759	14954132	7.99	0	284
chr16_KI270728v1_random_region	1872759	14954132	7.99	0	284
chr17_GL000205v2_random	185591	7564937	40.76	0	380
chr17_GL000205v2_random_region	185591	7564937	40.76	0	380
chr17_KI270729v1_random	280839	24137564	85.95	0	59249
chr17_KI270729v1_random_region	280839	24137564	85.95	0	59249
chr17_KI270730v1_random	112551	3611958	32.09	0	869
chr17_KI270730v1_random_region	112551	3611958	32.09	0	869
chr22_KI270731v1_random	150754	2823939	18.73	0	1531
chr22_KI270731v1_random_region	150754	2823939	18.73	0	1531
chr22_KI270732v1_random	41543	2224656	53.55	0	122
chr22_KI270732v1_random_region	41543	2224656	53.55	0	122
chr22_KI270733v1_random	179772	51640050	287.25	0	3041
chr22_KI270733v1_random_region	179772	51640050	287.25	0	3041
chr22_KI270734v1_random	165050	6029578	36.53	0	8935
chr22_KI270734v1_random_region	165050	6029578	36.53	0	8935
chr22_KI270735v1_random	42811	4080264	95.31	13	5559
chr22_KI270735v1_random_region	42811	4080264	95.31	13	5559
chr22_KI270736v1_random	181920	7580721	41.67	0	1715
chr22_KI270736v1_random_region	181920	7580721	41.67	0	1715
chr22_KI270737v1_random	103838	2323682	22.38	0	4525
chr22_KI270737v1_random_region	103838	2323682	22.38	0	4525
chr22_KI270738v1_random	99375	2082390	20.95	0	83
chr22_KI270738v1_random_region	99375	2082390	20.95	0	83
chr22_KI270739v1_random	73985	657866	8.89	0	44
chr22_KI270739v1_random_region	73985	657866	8.89	0	44
chrY_KI270740v1_random	37240	290008	7.79	0	22
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	29720	13.07	0	38
chrUn_KI270302v1_region	2274	29720	13.07	0	38
chrUn_KI270304v1	2165	18200	8.41	0	30
chrUn_KI270304v1_region	2165	18200	8.41	0	30
chrUn_KI270303v1	1942	104753	53.94	0	312
chrUn_KI270303v1_region	1942	104753	53.94	0	312
chrUn_KI270305v1	1472	28335	19.25	0	62
chrUn_KI270305v1_region	1472	28335	19.25	0	62
chrUn_KI270322v1	21476	136480	6.36	0	120
chrUn_KI270322v1_region	21476	136480	6.36	0	120
chrUn_KI270320v1	4416	396657	89.82	0	193
chrUn_KI270320v1_region	4416	396657	89.82	0	193
chrUn_KI270310v1	1201	156231	130.08	0	491
chrUn_KI270310v1_region	1201	156231	130.08	0	491
chrUn_KI270316v1	1444	15398	10.66	0	33
chrUn_KI270316v1_region	1444	15398	10.66	0	33
chrUn_KI270315v1	2276	41662	18.30	0	96
chrUn_KI270315v1_region	2276	41662	18.30	0	96
chrUn_KI270312v1	998	17941	17.98	0	50
chrUn_KI270312v1_region	998	17941	17.98	0	50
chrUn_KI270311v1	12399	162478	13.10	0	287
chrUn_KI270311v1_region	12399	162478	13.10	0	287
chrUn_KI270317v1	37690	43005	1.14	0	122
chrUn_KI270317v1_region	37690	43005	1.14	0	122
chrUn_KI270412v1	1179	21392	18.14	0	50
chrUn_KI270412v1_region	1179	21392	18.14	0	50
chrUn_KI270411v1	2646	108277	40.92	0	156
chrUn_KI270411v1_region	2646	108277	40.92	0	156
chrUn_KI270414v1	2489	21985	8.83	0	39
chrUn_KI270414v1_region	2489	21985	8.83	0	39
chrUn_KI270419v1	1029	8506	8.27	0	18
chrUn_KI270419v1_region	1029	8506	8.27	0	18
chrUn_KI270418v1	2145	36878	17.19	0	29
chrUn_KI270418v1_region	2145	36878	17.19	0	29
chrUn_KI270420v1	2321	55843	24.06	0	45
chrUn_KI270420v1_region	2321	55843	24.06	0	45
chrUn_KI270424v1	2140	11620	5.43	0	20
chrUn_KI270424v1_region	2140	11620	5.43	0	20
chrUn_KI270417v1	2043	38417	18.80	5	37
chrUn_KI270417v1_region	2043	38417	18.80	5	37
chrUn_KI270422v1	1445	88429	61.20	4	100
chrUn_KI270422v1_region	1445	88429	61.20	4	100
chrUn_KI270423v1	981	23890	24.35	0	62
chrUn_KI270423v1_region	981	23890	24.35	0	62
chrUn_KI270425v1	1884	4587	2.43	0	15
chrUn_KI270425v1_region	1884	4587	2.43	0	15
chrUn_KI270429v1	1361	80206	58.93	0	98
chrUn_KI270429v1_region	1361	80206	58.93	0	98
chrUn_KI270442v1	392061	19738096	50.34	0	6188
chrUn_KI270442v1_region	392061	19738096	50.34	0	6188
chrUn_KI270466v1	1233	4319515	3503.26	79	8334
chrUn_KI270466v1_region	1233	4319515	3503.26	79	8334
chrUn_KI270465v1	1774	140380	79.13	0	256
chrUn_KI270465v1_region	1774	140380	79.13	0	256
chrUn_KI270467v1	3920	10123784	2582.60	2	9745
chrUn_KI270467v1_region	3920	10123784	2582.60	2	9745
chrUn_KI270435v1	92983	3212289	34.55	0	1791
chrUn_KI270435v1_region	92983	3212289	34.55	0	1791
chrUn_KI270438v1	112505	48052121	427.11	0	16504
chrUn_KI270438v1_region	112505	48052121	427.11	0	16504
chrUn_KI270468v1	4055	116531	28.74	2	49
chrUn_KI270468v1_region	4055	116531	28.74	2	49
chrUn_KI270510v1	2415	178166	73.77	5	149
chrUn_KI270510v1_region	2415	178166	73.77	5	149
chrUn_KI270509v1	2318	152888	65.96	3	104
chrUn_KI270509v1_region	2318	152888	65.96	3	104
chrUn_KI270518v1	2186	160607	73.47	0	133
chrUn_KI270518v1_region	2186	160607	73.47	0	133
chrUn_KI270508v1	1951	198274	101.63	0	133
chrUn_KI270508v1_region	1951	198274	101.63	0	133
chrUn_KI270516v1	1300	98120	75.48	8	161
chrUn_KI270516v1_region	1300	98120	75.48	8	161
chrUn_KI270512v1	22689	769989	33.94	0	395
chrUn_KI270512v1_region	22689	769989	33.94	0	395
chrUn_KI270519v1	138126	5171791	37.44	0	778
chrUn_KI270519v1_region	138126	5171791	37.44	0	778
chrUn_KI270522v1	5674	96641	17.03	0	62
chrUn_KI270522v1_region	5674	96641	17.03	0	62
chrUn_KI270511v1	8127	251560	30.95	0	90
chrUn_KI270511v1_region	8127	251560	30.95	0	90
chrUn_KI270515v1	6361	408392	64.20	1	173
chrUn_KI270515v1_region	6361	408392	64.20	1	173
chrUn_KI270507v1	5353	282533	52.78	2	105
chrUn_KI270507v1_region	5353	282533	52.78	2	105
chrUn_KI270517v1	3253	246268	75.70	2	120
chrUn_KI270517v1_region	3253	246268	75.70	2	120
chrUn_KI270529v1	1899	31325	16.50	0	44
chrUn_KI270529v1_region	1899	31325	16.50	0	44
chrUn_KI270528v1	2983	28151	9.44	0	22
chrUn_KI270528v1_region	2983	28151	9.44	0	22
chrUn_KI270530v1	2168	18022	8.31	0	22
chrUn_KI270530v1_region	2168	18022	8.31	0	22
chrUn_KI270539v1	993	4679	4.71	0	10
chrUn_KI270539v1_region	993	4679	4.71	0	10
chrUn_KI270538v1	91309	3220784	35.27	0	347
chrUn_KI270538v1_region	91309	3220784	35.27	0	347
chrUn_KI270544v1	1202	73138	60.85	0	186
chrUn_KI270544v1_region	1202	73138	60.85	0	186
chrUn_KI270548v1	1599	8819	5.52	0	14
chrUn_KI270548v1_region	1599	8819	5.52	0	14
chrUn_KI270583v1	1400	80230	57.31	0	83
chrUn_KI270583v1_region	1400	80230	57.31	0	83
chrUn_KI270587v1	2969	211000	71.07	0	134
chrUn_KI270587v1_region	2969	211000	71.07	0	134
chrUn_KI270580v1	1553	80736	51.99	0	83
chrUn_KI270580v1_region	1553	80736	51.99	0	83
chrUn_KI270581v1	7046	107048	15.19	0	43
chrUn_KI270581v1_region	7046	107048	15.19	0	43
chrUn_KI270579v1	31033	441181	14.22	0	67
chrUn_KI270579v1_region	31033	441181	14.22	0	67
chrUn_KI270589v1	44474	1413913	31.79	0	587
chrUn_KI270589v1_region	44474	1413913	31.79	0	587
chrUn_KI270590v1	4685	373112	79.64	0	287
chrUn_KI270590v1_region	4685	373112	79.64	0	287
chrUn_KI270584v1	4513	252947	56.05	13	104
chrUn_KI270584v1_region	4513	252947	56.05	13	104
chrUn_KI270582v1	6504	106971	16.45	0	44
chrUn_KI270582v1_region	6504	106971	16.45	0	44
chrUn_KI270588v1	6158	348719	56.63	0	132
chrUn_KI270588v1_region	6158	348719	56.63	0	132
chrUn_KI270593v1	3041	97944	32.21	3	59
chrUn_KI270593v1_region	3041	97944	32.21	3	59
chrUn_KI270591v1	5796	544562	93.95	0	378
chrUn_KI270591v1_region	5796	544562	93.95	0	378
chrUn_KI270330v1	1652	280516	169.80	0	488
chrUn_KI270330v1_region	1652	280516	169.80	0	488
chrUn_KI270329v1	1040	14638	14.07	0	33
chrUn_KI270329v1_region	1040	14638	14.07	0	33
chrUn_KI270334v1	1368	13558	9.91	0	18
chrUn_KI270334v1_region	1368	13558	9.91	0	18
chrUn_KI270333v1	2699	2686322	995.30	3	4153
chrUn_KI270333v1_region	2699	2686322	995.30	3	4153
chrUn_KI270335v1	1048	6943	6.62	0	17
chrUn_KI270335v1_region	1048	6943	6.62	0	17
chrUn_KI270338v1	1428	8154	5.71	0	11
chrUn_KI270338v1_region	1428	8154	5.71	0	11
chrUn_KI270340v1	1428	12816	8.97	0	19
chrUn_KI270340v1_region	1428	12816	8.97	0	19
chrUn_KI270336v1	1026	479729	467.57	14	1263
chrUn_KI270336v1_region	1026	479729	467.57	14	1263
chrUn_KI270337v1	1121	2734437	2439.28	4	9855
chrUn_KI270337v1_region	1121	2734437	2439.28	4	9855
chrUn_KI270363v1	1803	27690	15.36	0	35
chrUn_KI270363v1_region	1803	27690	15.36	0	35
chrUn_KI270364v1	2855	42959	15.05	0	38
chrUn_KI270364v1_region	2855	42959	15.05	0	38
chrUn_KI270362v1	3530	35948	10.18	0	18
chrUn_KI270362v1_region	3530	35948	10.18	0	18
chrUn_KI270366v1	8320	115551	13.89	0	45
chrUn_KI270366v1_region	8320	115551	13.89	0	45
chrUn_KI270378v1	1048	121	0.12	0	2
chrUn_KI270378v1_region	1048	121	0.12	0	2
chrUn_KI270379v1	1045	6794	6.50	0	14
chrUn_KI270379v1_region	1045	6794	6.50	0	14
chrUn_KI270389v1	1298	3020	2.33	0	8
chrUn_KI270389v1_region	1298	3020	2.33	0	8
chrUn_KI270390v1	2387	3380	1.42	0	6
chrUn_KI270390v1_region	2387	3380	1.42	0	6
chrUn_KI270387v1	1537	8304	5.40	0	14
chrUn_KI270387v1_region	1537	8304	5.40	0	14
chrUn_KI270395v1	1143	34663	30.33	0	79
chrUn_KI270395v1_region	1143	34663	30.33	0	79
chrUn_KI270396v1	1880	4511	2.40	0	10
chrUn_KI270396v1_region	1880	4511	2.40	0	10
chrUn_KI270388v1	1216	151	0.12	0	1
chrUn_KI270388v1_region	1216	151	0.12	0	1
chrUn_KI270394v1	970	1758	1.81	0	8
chrUn_KI270394v1_region	970	1758	1.81	0	8
chrUn_KI270386v1	1788	21878	12.24	0	24
chrUn_KI270386v1_region	1788	21878	12.24	0	24
chrUn_KI270391v1	1484	1394	0.94	0	5
chrUn_KI270391v1_region	1484	1394	0.94	0	5
chrUn_KI270383v1	1750	5365	3.07	0	8
chrUn_KI270383v1_region	1750	5365	3.07	0	8
chrUn_KI270393v1	1308	814	0.62	0	3
chrUn_KI270393v1_region	1308	814	0.62	0	3
chrUn_KI270384v1	1658	3322	2.00	0	12
chrUn_KI270384v1_region	1658	3322	2.00	0	12
chrUn_KI270392v1	971	14703	15.14	0	29
chrUn_KI270392v1_region	971	14703	15.14	0	29
chrUn_KI270381v1	1930	15463	8.01	0	19
chrUn_KI270381v1_region	1930	15463	8.01	0	19
chrUn_KI270385v1	990	906	0.92	0	6
chrUn_KI270385v1_region	990	906	0.92	0	6
chrUn_KI270382v1	4215	16568	3.93	0	16
chrUn_KI270382v1_region	4215	16568	3.93	0	16
chrUn_KI270376v1	1136	7770	6.84	0	16
chrUn_KI270376v1_region	1136	7770	6.84	0	16
chrUn_KI270374v1	2656	23454	8.83	0	40
chrUn_KI270374v1_region	2656	23454	8.83	0	40
chrUn_KI270372v1	1650	9182	5.56	0	11
chrUn_KI270372v1_region	1650	9182	5.56	0	11
chrUn_KI270373v1	1451	4793	3.30	0	13
chrUn_KI270373v1_region	1451	4793	3.30	0	13
chrUn_KI270375v1	2378	19580	8.23	0	19
chrUn_KI270375v1_region	2378	19580	8.23	0	19
chrUn_KI270371v1	2805	12793	4.56	0	12
chrUn_KI270371v1_region	2805	12793	4.56	0	12
chrUn_KI270448v1	7992	223810	28.00	1	52
chrUn_KI270448v1_region	7992	223810	28.00	1	52
chrUn_KI270521v1	7642	121079	15.84	0	55
chrUn_KI270521v1_region	7642	121079	15.84	0	55
chrUn_GL000195v1	182896	6143917	33.59	0	111
chrUn_GL000195v1_region	182896	6143917	33.59	0	111
chrUn_GL000219v1	179198	4340656	24.22	0	252
chrUn_GL000219v1_region	179198	4340656	24.22	0	252
chrUn_GL000220v1	161802	47288905	292.26	0	2656
chrUn_GL000220v1_region	161802	47288905	292.26	0	2656
chrUn_GL000224v1	179693	14669934	81.64	0	1414
chrUn_GL000224v1_region	179693	14669934	81.64	0	1414
chrUn_KI270741v1	157432	1712130	10.88	0	66
chrUn_KI270741v1_region	157432	1712130	10.88	0	66
chrUn_GL000226v1	15008	7543533	502.63	2	1840
chrUn_GL000226v1_region	15008	7543533	502.63	2	1840
chrUn_GL000213v1	164239	1001180	6.10	0	27
chrUn_GL000213v1_region	164239	1001180	6.10	0	27
chrUn_KI270743v1	210658	6078897	28.86	0	131
chrUn_KI270743v1_region	210658	6078897	28.86	0	131
chrUn_KI270744v1	168472	12227944	72.58	0	3234
chrUn_KI270744v1_region	168472	12227944	72.58	0	3234
chrUn_KI270745v1	41891	415771	9.93	0	38
chrUn_KI270745v1_region	41891	415771	9.93	0	38
chrUn_KI270746v1	66486	3549302	53.38	0	108
chrUn_KI270746v1_region	66486	3549302	53.38	0	108
chrUn_KI270747v1	198735	1756473	8.84	0	72
chrUn_KI270747v1_region	198735	1756473	8.84	0	72
chrUn_KI270748v1	93321	620696	6.65	0	49
chrUn_KI270748v1_region	93321	620696	6.65	0	49
chrUn_KI270749v1	158759	3948380	24.87	0	63
chrUn_KI270749v1_region	158759	3948380	24.87	0	63
chrUn_KI270750v1	148850	4407946	29.61	0	73
chrUn_KI270750v1_region	148850	4407946	29.61	0	73
chrUn_KI270751v1	150742	6796956	45.09	0	444
chrUn_KI270751v1_region	150742	6796956	45.09	0	444
chrUn_KI270752v1	27745	180	0.01	0	2
chrUn_KI270752v1_region	27745	180	0.01	0	2
chrUn_KI270753v1	62944	1734951	27.56	0	65
chrUn_KI270753v1_region	62944	1734951	27.56	0	65
chrUn_KI270754v1	40191	2938934	73.12	0	337
chrUn_KI270754v1_region	40191	2938934	73.12	0	337
chrUn_KI270755v1	36723	413795	11.27	0	31
chrUn_KI270755v1_region	36723	413795	11.27	0	31
chrUn_KI270756v1	79590	1328668	16.69	0	374
chrUn_KI270756v1_region	79590	1328668	16.69	0	374
chrUn_KI270757v1	71251	4115663	57.76	0	1541
chrUn_KI270757v1_region	71251	4115663	57.76	0	1541
chrUn_GL000214v1	137718	9905548	71.93	0	868
chrUn_GL000214v1_region	137718	9905548	71.93	0	868
chrUn_KI270742v1	186739	8461127	45.31	0	142
chrUn_KI270742v1_region	186739	8461127	45.31	0	142
chrUn_GL000216v2	176608	19030472	107.76	1	8709
chrUn_GL000216v2_region	176608	19030472	107.76	1	8709
chrUn_GL000218v1	161147	5354221	33.23	0	104
chrUn_GL000218v1_region	161147	5354221	33.23	0	104
chrEBV	171823	8244911	47.98	0	384
chrEBV_region	171823	8244911	47.98	0	384
total	3099922541	15374093169	4.96	0	290399
total_region	2889701414	14521988719	5.03	0	290399
