Completed 27 Bytes/27 Bytes (177 Bytes/s) with 1 file(s) remaining
Completed 1.2 GiB/46.7 GiB (218.0 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (219.0 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (220.2 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (221.5 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (221.0 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (220.3 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/46.7 GiB (217.5 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (218.7 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (219.2 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.1 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.0 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.7 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (221.6 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (221.7 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (221.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (222.2 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.5 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/46.7 GiB (220.5 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (221.1 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (221.1 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (221.8 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (222.8 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (223.0 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (224.1 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (221.5 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (222.7 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (223.4 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (223.2 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (222.2 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (221.7 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/46.7 GiB (222.0 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (222.2 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (222.9 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (223.0 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (223.8 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (224.9 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (223.9 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (221.5 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (222.4 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (223.4 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (224.0 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (224.2 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (224.2 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/46.7 GiB (224.7 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (225.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (226.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (224.1 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (224.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (223.6 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (223.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (224.1 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (224.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (226.0 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/46.7 GiB (226.1 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (226.0 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (226.2 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (224.7 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.6 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.8 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.1 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.2 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.9 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (226.2 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (227.1 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/46.7 GiB (225.2 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (225.8 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (225.9 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.3 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.0 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.8 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (227.6 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.8 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (227.7 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (225.9 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.2 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (226.3 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (225.8 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/46.7 GiB (225.3 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (225.3 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (225.1 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (225.9 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (226.1 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (226.0 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (224.4 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (225.2 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (226.0 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (226.3 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (227.0 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/46.7 GiB (227.2 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.1 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.3 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.2 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.6 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (227.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (225.6 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (226.7 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/46.7 GiB (227.1 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.9 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.9 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (228.5 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (226.8 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (226.5 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.0 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (226.7 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.1 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.9 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (228.4 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.8 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/46.7 GiB (227.5 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (227.6 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (227.1 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (227.9 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (227.8 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.6 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.9 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (229.0 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.2 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.8 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (229.5 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.8 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.4 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/46.7 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (228.9 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (229.3 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (229.8 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.3 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.3 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.0 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (229.7 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.1 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.1 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (229.5 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (229.9 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/46.7 GiB (230.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (231.1 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (230.8 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (231.4 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (232.1 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (230.7 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (231.0 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (231.6 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/46.7 GiB (232.0 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (232.1 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (232.0 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (232.1 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (231.9 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (231.6 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (232.9 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (233.6 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (233.5 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (233.2 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/46.7 GiB (233.0 MiB/s) with 1 file(s) remaining   
