Completed 27 Bytes/27 Bytes (182 Bytes/s) with 1 file(s) remaining
Completed 952.0 MiB/6.4 GiB (221.1 MiB/s) with 1 file(s) remaining
Completed 960.0 MiB/6.4 GiB (221.3 MiB/s) with 1 file(s) remaining
Completed 968.0 MiB/6.4 GiB (220.2 MiB/s) with 1 file(s) remaining
Completed 976.0 MiB/6.4 GiB (220.6 MiB/s) with 1 file(s) remaining
Completed 984.0 MiB/6.4 GiB (221.5 MiB/s) with 1 file(s) remaining
Completed 992.0 MiB/6.4 GiB (221.9 MiB/s) with 1 file(s) remaining
Completed 1000.0 MiB/6.4 GiB (223.6 MiB/s) with 1 file(s) remaining
Completed 1008.0 MiB/6.4 GiB (224.1 MiB/s) with 1 file(s) remaining
Completed 1016.0 MiB/6.4 GiB (224.9 MiB/s) with 1 file(s) remaining
Completed 1.0 GiB/6.4 GiB (220.2 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (220.9 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (222.4 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (223.4 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (223.2 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (224.0 MiB/s) with 1 file(s) remaining   
Completed 1.0 GiB/6.4 GiB (224.3 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (223.2 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (224.2 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (226.9 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (224.6 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.5 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (225.8 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (227.2 MiB/s) with 1 file(s) remaining   
Completed 1.1 GiB/6.4 GiB (228.1 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.1 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (227.5 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.4 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (226.4 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (226.9 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (227.7 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.6 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (227.6 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (228.5 MiB/s) with 1 file(s) remaining   
Completed 1.2 GiB/6.4 GiB (229.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (230.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (226.7 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (227.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (228.5 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (229.5 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (230.6 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (225.7 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (227.0 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (226.6 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (227.1 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 1.3 GiB/6.4 GiB (228.7 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (229.9 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (230.6 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (228.8 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (229.0 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (230.1 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (230.0 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (229.7 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (230.3 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (231.3 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 1.4 GiB/6.4 GiB (231.6 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (229.2 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (229.8 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (229.8 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (230.3 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (231.1 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (233.1 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (232.6 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 1.5 GiB/6.4 GiB (229.4 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (230.2 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (232.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (232.8 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (233.1 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (233.9 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (230.6 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (231.3 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (229.5 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (230.1 MiB/s) with 1 file(s) remaining   
Completed 1.6 GiB/6.4 GiB (230.7 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (231.7 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (234.4 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (234.8 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (232.1 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (230.6 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (231.7 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (232.6 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 1.7 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (233.8 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (232.0 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (231.0 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (230.0 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (230.7 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (234.4 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (235.0 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 1.8 GiB/6.4 GiB (231.3 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (231.8 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (233.1 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (233.2 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.7 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (231.4 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (231.9 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.3 MiB/s) with 1 file(s) remaining   
Completed 1.9 GiB/6.4 GiB (232.6 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (232.6 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (231.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (231.9 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.3 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (232.5 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.2 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (233.8 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (231.3 MiB/s) with 1 file(s) remaining   
Completed 2.0 GiB/6.4 GiB (232.1 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (232.6 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (232.7 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.2 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.8 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (232.9 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.5 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (234.2 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (234.0 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.1 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.1 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (233.4 MiB/s) with 1 file(s) remaining   
Completed 2.1 GiB/6.4 GiB (234.0 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.6 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (232.7 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.2 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.6 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (234.2 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (232.9 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (232.9 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (231.8 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (232.2 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.0 MiB/s) with 1 file(s) remaining   
Completed 2.2 GiB/6.4 GiB (233.6 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (233.8 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (234.4 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (234.3 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (233.7 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (231.8 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (231.9 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (232.8 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (233.5 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (233.9 MiB/s) with 1 file(s) remaining   
Completed 2.3 GiB/6.4 GiB (232.4 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (230.8 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.4 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (232.0 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (232.7 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.7 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (230.2 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (230.5 MiB/s) with 1 file(s) remaining   
Completed 2.4 GiB/6.4 GiB (231.0 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (231.0 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (231.5 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (230.4 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (230.7 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (230.7 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (229.8 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (230.4 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (230.9 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (229.9 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (229.6 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (228.3 MiB/s) with 1 file(s) remaining   
Completed 2.5 GiB/6.4 GiB (228.8 MiB/s) with 1 file(s) remaining   
