chrom	length	bases	mean	min	max
chr14_KI270725v1_random	172810	2646755	15.32	1	45
chr14_KI270725v1_random_region	172810	2646755	15.32	1	45
chr14_KI270726v1_random	43739	0	0.00	0	0
chr14_KI270726v1_random_region	43739	0	0.00	0	0
chr15_KI270727v1_random	448248	1221432	2.72	0	20
chr15_KI270727v1_random_region	448248	1221432	2.72	0	20
chr16_KI270728v1_random	1872759	9397558	5.02	0	64
chr16_KI270728v1_random_region	1872759	9397558	5.02	0	64
chr17_GL000205v2_random	185591	6315741	34.03	0	88
chr17_GL000205v2_random_region	185591	6315741	34.03	0	88
chr17_KI270729v1_random	280839	8232945	29.32	0	817
chr17_KI270729v1_random_region	280839	8232945	29.32	0	817
chr17_KI270730v1_random	112551	2400246	21.33	0	110
chr17_KI270730v1_random_region	112551	2400246	21.33	0	110
chr22_KI270731v1_random	150754	1935129	12.84	0	38
chr22_KI270731v1_random_region	150754	1935129	12.84	0	38
chr22_KI270732v1_random	41543	1652338	39.77	5	57
chr22_KI270732v1_random_region	41543	1652338	39.77	5	57
chr22_KI270733v1_random	179772	46487322	258.59	2	1119
chr22_KI270733v1_random_region	179772	46487322	258.59	2	1119
chr22_KI270734v1_random	165050	2119546	12.84	0	34
chr22_KI270734v1_random_region	165050	2119546	12.84	0	34
chr22_KI270735v1_random	42811	1432155	33.45	9	59
chr22_KI270735v1_random_region	42811	1432155	33.45	9	59
chr22_KI270736v1_random	181920	3641817	20.02	0	182
chr22_KI270736v1_random_region	181920	3641817	20.02	0	182
chr22_KI270737v1_random	103838	683293	6.58	0	15
chr22_KI270737v1_random_region	103838	683293	6.58	0	15
chr22_KI270738v1_random	99375	1387493	13.96	0	37
chr22_KI270738v1_random_region	99375	1387493	13.96	0	37
chr22_KI270739v1_random	73985	232071	3.14	0	12
chr22_KI270739v1_random_region	73985	232071	3.14	0	12
chrY_KI270740v1_random	37240	226946	6.09	0	12
chrY_KI270740v1_random_region	0	0	0.00	0	0
chrUn_KI270302v1	2274	3874	1.70	1	2
chrUn_KI270302v1_region	2274	3874	1.70	1	2
chrUn_KI270322v1	21476	1175	0.05	0	1
chrUn_KI270322v1_region	21476	1175	0.05	0	1
chrUn_KI270320v1	4416	161181	36.50	15	45
chrUn_KI270320v1_region	4416	161181	36.50	15	45
chrUn_KI270315v1	2276	8782	3.86	2	4
chrUn_KI270315v1_region	2276	8782	3.86	2	4
chrUn_KI270311v1	12399	36429	2.94	0	24
chrUn_KI270311v1_region	12399	36429	2.94	0	24
chrUn_KI270414v1	2489	0	0.00	0	0
chrUn_KI270414v1_region	2489	0	0.00	0	0
chrUn_KI270419v1	1029	0	0.00	0	0
chrUn_KI270419v1_region	1029	0	0.00	0	0
chrUn_KI270418v1	2145	3066	1.43	0	2
chrUn_KI270418v1_region	2145	3066	1.43	0	2
chrUn_KI270420v1	2321	0	0.00	0	0
chrUn_KI270420v1_region	2321	0	0.00	0	0
chrUn_KI270417v1	2043	15173	7.43	3	10
chrUn_KI270417v1_region	2043	15173	7.43	3	10
chrUn_KI270422v1	1445	13689	9.47	8	10
chrUn_KI270422v1_region	1445	13689	9.47	8	10
chrUn_KI270423v1	981	1350	1.38	0	2
chrUn_KI270423v1_region	981	1350	1.38	0	2
chrUn_KI270429v1	1361	2624	1.93	1	2
chrUn_KI270429v1_region	1361	2624	1.93	1	2
chrUn_KI270442v1	392061	15095589	38.50	0	110
chrUn_KI270442v1_region	392061	15095589	38.50	0	110
chrUn_KI270466v1	1233	329781	267.46	38	315
chrUn_KI270466v1_region	1233	329781	267.46	38	315
chrUn_KI270465v1	1774	15077	8.50	4	9
chrUn_KI270465v1_region	1774	15077	8.50	4	9
chrUn_KI270467v1	3920	12681145	3234.99	24	4225
chrUn_KI270467v1_region	3920	12681145	3234.99	24	4225
chrUn_KI270435v1	92983	1610834	17.32	3	74
chrUn_KI270435v1_region	92983	1610834	17.32	3	74
chrUn_KI270438v1	112505	88125711	783.30	0	8924
chrUn_KI270438v1_region	112505	88125711	783.30	0	8924
chrUn_KI270468v1	4055	50988	12.57	9	15
chrUn_KI270468v1_region	4055	50988	12.57	9	15
chrUn_KI270510v1	2415	123832	51.28	46	55
chrUn_KI270510v1_region	2415	123832	51.28	46	55
chrUn_KI270509v1	2318	16993	7.33	6	9
chrUn_KI270509v1_region	2318	16993	7.33	6	9
chrUn_KI270518v1	2186	19430	8.89	4	10
chrUn_KI270518v1_region	2186	19430	8.89	4	10
chrUn_KI270508v1	1951	115968	59.44	32	66
chrUn_KI270508v1_region	1951	115968	59.44	32	66
chrUn_KI270516v1	1300	29032	22.33	19	24
chrUn_KI270516v1_region	1300	29032	22.33	19	24
chrUn_KI270512v1	22689	423111	18.65	0	37
chrUn_KI270512v1_region	22689	423111	18.65	0	37
chrUn_KI270519v1	138126	4037167	29.23	0	127
chrUn_KI270519v1_region	138126	4037167	29.23	0	127
chrUn_KI270522v1	5674	37057	6.53	4	9
chrUn_KI270522v1_region	5674	37057	6.53	4	9
chrUn_KI270511v1	8127	163889	20.17	0	25
chrUn_KI270511v1_region	8127	163889	20.17	0	25
chrUn_KI270515v1	6361	264984	41.66	23	49
chrUn_KI270515v1_region	6361	264984	41.66	23	49
chrUn_KI270507v1	5353	78673	14.70	4	21
chrUn_KI270507v1_region	5353	78673	14.70	4	21
chrUn_KI270517v1	3253	113084	34.76	21	40
chrUn_KI270517v1_region	3253	113084	34.76	21	40
chrUn_KI270529v1	1899	0	0.00	0	0
chrUn_KI270529v1_region	1899	0	0.00	0	0
chrUn_KI270528v1	2983	5877	1.97	0	3
chrUn_KI270528v1_region	2983	5877	1.97	0	3
chrUn_KI270530v1	2168	8956	4.13	3	5
chrUn_KI270530v1_region	2168	8956	4.13	3	5
chrUn_KI270538v1	91309	3226446	35.34	0	169
chrUn_KI270538v1_region	91309	3226446	35.34	0	169
chrUn_KI270544v1	1202	4664	3.88	0	4
chrUn_KI270544v1_region	1202	4664	3.88	0	4
chrUn_KI270583v1	1400	0	0.00	0	0
chrUn_KI270583v1_region	1400	0	0.00	0	0
chrUn_KI270587v1	2969	51280	17.27	8	22
chrUn_KI270587v1_region	2969	51280	17.27	8	22
chrUn_KI270580v1	1553	0	0.00	0	0
chrUn_KI270580v1_region	1553	0	0.00	0	0
chrUn_KI270581v1	7046	10568	1.50	0	4
chrUn_KI270581v1_region	7046	10568	1.50	0	4
chrUn_KI270579v1	31033	228996	7.38	1	15
chrUn_KI270579v1_region	31033	228996	7.38	1	15
chrUn_KI270589v1	44474	562874	12.66	0	77
chrUn_KI270589v1_region	44474	562874	12.66	0	77
chrUn_KI270590v1	4685	192973	41.19	0	57
chrUn_KI270590v1_region	4685	192973	41.19	0	57
chrUn_KI270584v1	4513	63674	14.11	7	21
chrUn_KI270584v1_region	4513	63674	14.11	7	21
chrUn_KI270582v1	6504	24168	3.72	0	5
chrUn_KI270582v1_region	6504	24168	3.72	0	5
chrUn_KI270588v1	6158	74934	12.17	0	19
chrUn_KI270588v1_region	6158	74934	12.17	0	19
chrUn_KI270593v1	3041	7915	2.60	2	3
chrUn_KI270593v1_region	3041	7915	2.60	2	3
chrUn_KI270591v1	5796	228329	39.39	25	49
chrUn_KI270591v1_region	5796	228329	39.39	25	49
chrUn_KI270330v1	1652	5399	3.27	0	4
chrUn_KI270330v1_region	1652	5399	3.27	0	4
chrUn_KI270334v1	1368	3952	2.89	2	3
chrUn_KI270334v1_region	1368	3952	2.89	2	3
chrUn_KI270333v1	2699	1029907	381.59	24	415
chrUn_KI270333v1_region	2699	1029907	381.59	24	415
chrUn_KI270335v1	1048	0	0.00	0	0
chrUn_KI270335v1_region	1048	0	0.00	0	0
chrUn_KI270338v1	1428	0	0.00	0	0
chrUn_KI270338v1_region	1428	0	0.00	0	0
chrUn_KI270336v1	1026	1026	1.00	1	1
chrUn_KI270336v1_region	1026	1026	1.00	1	1
chrUn_KI270337v1	1121	18986	16.94	0	19
chrUn_KI270337v1_region	1121	18986	16.94	0	19
chrUn_KI270364v1	2855	1264	0.44	0	1
chrUn_KI270364v1_region	2855	1264	0.44	0	1
chrUn_KI270362v1	3530	0	0.00	0	0
chrUn_KI270362v1_region	3530	0	0.00	0	0
chrUn_KI270366v1	8320	18664	2.24	0	5
chrUn_KI270366v1_region	8320	18664	2.24	0	5
chrUn_KI270386v1	1788	0	0.00	0	0
chrUn_KI270386v1_region	1788	0	0.00	0	0
chrUn_KI270392v1	971	4818	4.96	0	5
chrUn_KI270392v1_region	971	4818	4.96	0	5
chrUn_KI270381v1	1930	0	0.00	0	0
chrUn_KI270381v1_region	1930	0	0.00	0	0
chrUn_KI270382v1	4215	2629	0.62	0	1
chrUn_KI270382v1_region	4215	2629	0.62	0	1
chrUn_KI270374v1	2656	0	0.00	0	0
chrUn_KI270374v1_region	2656	0	0.00	0	0
chrUn_KI270371v1	2805	1183	0.42	0	1
chrUn_KI270371v1_region	2805	1183	0.42	0	1
chrUn_KI270448v1	7992	129927	16.26	6	21
chrUn_KI270448v1_region	7992	129927	16.26	6	21
chrUn_KI270521v1	7642	105148	13.76	8	18
chrUn_KI270521v1_region	7642	105148	13.76	8	18
chrUn_GL000195v1	182896	4840267	26.46	0	64
chrUn_GL000195v1_region	182896	4840267	26.46	0	64
chrUn_GL000219v1	179198	2875880	16.05	2	66
chrUn_GL000219v1_region	179198	2875880	16.05	2	66
chrUn_GL000220v1	161802	44501078	275.03	0	1574
chrUn_GL000220v1_region	161802	44501078	275.03	0	1574
chrUn_GL000224v1	179693	11526230	64.14	2	772
chrUn_GL000224v1_region	179693	11526230	64.14	2	772
chrUn_KI270741v1	157432	749219	4.76	0	17
chrUn_KI270741v1_region	157432	749219	4.76	0	17
chrUn_GL000226v1	15008	5411148	360.55	104	479
chrUn_GL000226v1_region	15008	5411148	360.55	104	479
chrUn_GL000213v1	164239	611985	3.73	0	12
chrUn_GL000213v1_region	164239	611985	3.73	0	12
chrUn_KI270743v1	210658	3953038	18.77	0	61
chrUn_KI270743v1_region	210658	3953038	18.77	0	61
chrUn_KI270744v1	168472	9389714	55.73	0	793
chrUn_KI270744v1_region	168472	9389714	55.73	0	793
chrUn_KI270745v1	41891	174430	4.16	0	10
chrUn_KI270745v1_region	41891	174430	4.16	0	10
chrUn_KI270746v1	66486	2531488	38.08	6	72
chrUn_KI270746v1_region	66486	2531488	38.08	6	72
chrUn_KI270747v1	198735	1297999	6.53	0	20
chrUn_KI270747v1_region	198735	1297999	6.53	0	20
chrUn_KI270748v1	93321	392083	4.20	0	13
chrUn_KI270748v1_region	93321	392083	4.20	0	13
chrUn_KI270749v1	158759	2857178	18.00	1	43
chrUn_KI270749v1_region	158759	2857178	18.00	1	43
chrUn_KI270750v1	148850	3218829	21.62	1	46
chrUn_KI270750v1_region	148850	3218829	21.62	1	46
chrUn_KI270751v1	150742	4389598	29.12	0	90
chrUn_KI270751v1_region	150742	4389598	29.12	0	90
chrUn_KI270753v1	62944	1066686	16.95	1	38
chrUn_KI270753v1_region	62944	1066686	16.95	1	38
chrUn_KI270754v1	40191	2548613	63.41	3	139
chrUn_KI270754v1_region	40191	2548613	63.41	3	139
chrUn_KI270755v1	36723	290828	7.92	0	17
chrUn_KI270755v1_region	36723	290828	7.92	0	17
chrUn_KI270756v1	79590	951928	11.96	0	56
chrUn_KI270756v1_region	79590	951928	11.96	0	56
chrUn_KI270757v1	71251	3593587	50.44	0	156
chrUn_KI270757v1_region	71251	3593587	50.44	0	156
chrUn_GL000214v1	137718	7811557	56.72	1	413
chrUn_GL000214v1_region	137718	7811557	56.72	1	413
chrUn_KI270742v1	186739	6101951	32.68	5	71
chrUn_KI270742v1_region	186739	6101951	32.68	5	71
chrUn_GL000216v2	176608	12053180	68.25	1	578
chrUn_GL000216v2_region	176608	12053180	68.25	1	578
chrUn_GL000218v1	161147	3819119	23.70	6	45
chrUn_GL000218v1_region	161147	3819119	23.70	6	45
chrEBV	171823	21662481	126.07	58	247
chrEBV_region	171823	21662481	126.07	58	247
total	3099806843	35424616625	11.43	0	11244
total_region	2889585716	34201200223	11.84	0	11244
